"id"	"天敌"	"地理分布"	"形态特征"	"中文名"	"纲"	"目"	"科"	"主要危害作物"	"生物学特性及发生消长规律"	"相关文献"	"拉丁学名"	"记录号"	"防治方法"	"图片"
"39"		"分布在甘肃、河北、山西、陕西、山东、河南、江苏、湖北、四川、内蒙古等省区。"	"成虫体长7．5～9毫米，宽2．3～2．6毫米，黄褐色，被细毛。头顶三角形，褐色，光滑，复眼扁圆，黑色，喙4节，端部黑，后伸达中足基节。触角细长，端半色深，1节较头宽短，顶端具褐色斜纹，中叶具褐色横纹，被黑色细毛。前胸背板胝区隆突，黑褐色，其后有黑色圆斑2个或不清楚。小盾片突出，有黑色纵带2条。前翅黄褐色，前缘具黑边，膜片黑褐色。足细长，股节有黑点，胫基部有小黑点。腹部基半两侧有褐色纵纹。卵长1．3毫米，浅黄色，香蕉形，卵盖有1指状突起。若虫黄绿色具黑毛，眼紫色，翅芽超过腹部第3节，腺囊口八字形。"	"苜蓿盲蝽"	"昆虫纲"	"半翅目"	"盲蝽科"	"苜蓿、草木樨、马铃薯、豌豆、菜豆、玉米、南瓜、大麻、棉花等。"	"河南年生3～4代，湖北4代，以卵在枯死的苜蓿杆、杂草杆、棉叶柄内越冬。成虫多在夜间把卵产在光滑的嫩茎或叶柄上，1代每雌平均产卵78粒。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．叶类蔬菜病虫害防治原色图鉴 ．合肥： 安徽科学技术出版社，2004"	"Adelphocoris lineolatus(Goeze)"	"fp00392"	"(1)苜蓿田以药剂防治为主，发生初期喷洒50％马拉硫磷乳油或50％辛硫磷乳油、50％磷胺乳油1000～1500倍液、4．5％高效顺反氯氰菊酯乳油1500～2000倍液等有机磷剂；2．5％敌杀死乳油、2．5％功夫乳油或20％灭扫利乳油2000倍液等菊酯类药剂，以及50％辛•敌乳油等有机磷和菊酯类复配剂均可收到较好防效。采收前7天停止用药。"	"agridata/images/中国农业有害生物数据库/中国叶菜类蔬菜害虫数据库/苜蓿盲蝽.jpg"
"40"	"天敌主要有卵寄生蜂、扑食性蜘蛛、姬猎椿、花椿等。"	"分布在东北、华北、西北。其他地区也有分布，但较少。"	"成虫体长6．5毫米，宽3．2毫米。全体黄绿色至枯黄色，春夏青绿色，秋冬棕褐色，头部略呈三角形，头顶后缘隆起，复眼黑色突出，触角4节丝状，第2节长等于3、4节之和，喙4节。前胸背板前缘具横沟划出明显的“领片”，前胸背板上具桔皮状点刻，两侧边缘黑色，后缘生2条黑横纹，背面中前部具黑色纵纹2～4条，小盾片三角形，基部中央、革片顶端、楔片基部及顶端黑色，基部中央具2条黑色并列纵纹。前翅膜片透明，脉纹在基部形成2翅室。足具3个跗节，爪2个，后足跗节2节较1节长。卵长1．5毫米，长卵形，浅黄绿色，卵盖四周无附属物。若虫与成虫相似，黄绿色，翅芽伸达第4腹节，前胸背板中部两侧和小盾片中部两侧各具黑色圆点1个；腹部背面第3腹节后缘有l黑色圆形臭腺开口，构成体背5个黑色圆点。"	"牧草盲蝽"	"昆虫纲"	"半翅目"	"盲蝽科"	"苜蓿、蔬菜、果树、棉花、麻类等。"	"北方年生3～4代，以成虫在杂草、枯枝落叶、土石块下越冬，翌春寄主发芽后出蛰活动，喜欢在嫩叶、嫩茎、花蕾上刺吸汁液，取食一段时间后开始交尾、产卵，卵多产在嫩茎、叶柄、叶脉或芽内，卵期约10天。若虫共5龄，经30多天羽化为成虫。成、若虫喜白天活动，早、晚取食最盛，活动迅速，善于隐避。发生期不整齐，6月常迁入棉田，秋季又迁回到木本植物或秋菜上。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．叶类蔬菜病虫害防治原色图鉴 ．合肥： 安徽科学技术出版社，2004"	"Lygus pratenszs(Linnaeus)"	"fp00393"	"参见苜蓿盲蝽。"	"agridata/images/中国农业有害生物数据库/中国叶菜类蔬菜害虫数据库/牧草盲蝽.jpg"
"41"	"主要天敌有寄生蜂、草蛉、扑食性蜘蛛等。"	"分布在全国各地。"	"成虫体长5毫米，宽2．2毫米，绿色，密被短毛。头部三角形，黄绿色，复眼黑色突出，无单眼，触角4节丝状，较短约为体长2／3，第2节长等于3、4节之和，向端部颜色渐深，1节黄绿色，4节黑褐色。前胸背板深绿色，布许多小黑点，前缘宽。小盾片三角形微突，黄绿色，中央具1浅纵纹。前翅膜片半透明暗灰色，余绿色，足黄绿色，胫节末端、跗节色较深，后足腿节末端具褐色环斑，雌虫后足腿节较雄虫短，不超腹部末端，附节3节，末端黑色。卵长1毫米，黄绿色，长口袋形，卵盖奶黄色，中央凹陷，两端突起，边缘无附属物。若虫5龄，与成虫相似，初孵时绿色。复眼桃红色，2龄黄褐色，3龄出现翅芽，4龄超过第1腹节，2、3、4龄触角端和足端黑褐色，5龄后全体鲜绿色，密被黑细毛；触角淡黄色，端部色渐深。眼灰色。"	"绿盲蝽"	"昆虫纲"	"半翅目"	"盲蝽科"	"苜蓿、豆类、白菜、胡萝卜、马铃薯、苹果、梨、桃、石榴、葡萄、棉花等。"	"北方年生3～5代，运城4代，陕西泾阳、河南安阳5代、江西6～7代，以卵在苜蓿、蓖麻茎杆、茬内，果树皮或断枝内及土内越冬。翌春3～4月月均温高于10 ℃或连续5日均温达11℃，相对湿度高于70％，卵开始孵化，第1、2代多生活在紫云英、苜蓿等绿肥田中，成虫寿命长，产卵期30～40天，发生期不整齐，成虫飞行力强，喜食花蜜，羽化后6、7天开始产卵，非越冬代卵多散产在嫩叶、茎、叶柄、叶脉、嫩蕾等组织内，外露黄色卵盖，卵期7～9天，6月中旬棉花现蕾后迁入棉田，7月达高峰，8月下旬棉田花蕾渐少，便迁至其他寄主上为害蔬菜或果树。果树上以春、秋两季受害重。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．叶类蔬菜病虫害防治原色图鉴 ．合肥： 安徽科学技术出版社，2004"	"Lygus lucorum Meyer—Dür"	"fp00394"	"参见苜蓿盲蝽。"	"agridata/images/中国农业有害生物数据库/中国叶菜类蔬菜害虫数据库/绿盲蝽.jpg"
"42"		"分布在中国的中部和西部甘肃、青海、陕西、山东、山西、内蒙古、河南、湖北、四川、广西、云南等省。"	"成虫体长约19毫米，翅展43～58毫米，雌雄异形。与斑缘豆粉蝶近似，但翅为橙黄色，前、后翅外缘具较宽的黑色带，雌蝶带中具橙黄色斑，雄蝶无，且边缘整齐；前、后翅中室端的黑点和橙黄点均较大，别于斑缘豆粉蝶。卵纺锤形，两端瘦细，表面有纵脊28条，其中14条达精孔区，横脊约60条。幼虫体绿色，密生黑色短毛；毛瘤黑色；气门线为黄白色。蛹头前端突起亦短，腹面隆起不明显。"	"橙黄豆粉蝶"	"昆虫纲"	"鳞翅目"	"粉蝶科"	"苜蓿、大豆、百脉根等豆科植物。"	"年生4～6代，以幼虫越冬。6～8月成虫出现高峰。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．叶类蔬菜病虫害防治原色图鉴 ．合肥： 安徽科学技术出版社，2004"	"Colias  fieldii Ménétriēs"	"fp00395"	"零星发生，不单独采取防治措施。幼虫数量多时可喷洒25％灭幼脲3号悬浮剂500～600倍液，使幼虫不能正常蜕皮，变态而死亡。"	"agridata/images/中国农业有害生物数据库/中国叶菜类蔬菜害虫数据库/橙黄豆粉蝶.jpg"
"43"	"天敌主要有桑夜蛾盾脸姬蜂。"	"分布在东北、华北、西北、华东、中南、西南各省。"	"成虫体长27～29毫米，翅展62～69毫米。体深灰色，腹面灰白色；前翅灰白色至灰褐色，剑纹黑色，翅基剑纹树枝状，端剑纹2条，肾纹外侧一条较粗短，近后缘一条较细长，2条均不达翅外缘；环纹灰白色较小，黑边；肾纹灰褐色较大，具黑边；内线灰黑色，前半部系双线曲折，后半部为单线，较直且不明显；中线灰黑色，外线为锯齿形双线，外侧者黑色，内侧者灰白色，缘线由一列小黑点组成。后翅灰褐色。头部灰白色，额侧黑色，触角丝状，复眼黑色球形，各足胫节侧面具黑纹，跗节腹面具褐色刺3纵列。卵扁馒头形，淡黄至黄褐色，直径约1毫米。幼虫体长48～52毫米，体黑色，密被黄色长、短毛及粗针状黑色短刺毛。黑色短刺毛簇生于体背毛瘤上，故貌视背线，黑色，其两侧及体侧为黄色，体侧毛瘤凸起较明显。头、前胸盾、胸足黑色具光泽；趾钩单序中带，45～52个，幼虫共6龄，各龄体色、斑纹略有差异。蛹长椭圆形，长24～28毫米，宽6～8毫米，褐至黑褐色，末端生钩刺4丛，计20余根。茧长椭圆形，丝质厚而致密，灰白至土色。"	"桑剑纹夜蛾"	"昆虫纲"	"鳞翅目"	"夜蛾科"	"香椿、山楂、桃、李、杏、梅、柑桔、桑。是香椿生产上重要食叶害虫。"	"年生1代，以茧蛹于树下土中和梯田缝隙中滞肓越冬，翌年7月上旬羽化，7月下旬进入盛期，羽化后经5～6天取食补充营养后即交配产卵，卵于7月中下旬始见，8月初为产卵盛期，卵期7天，7月下旬幼虫始见，8月上中旬进入孵化盛期。幼虫期30～38天，老熟幼虫于9月上旬下树结茧化蛹。成虫多在下午羽化出土，白天隐蔽，夜间活动，具趋光性、趋化性。卵多产在枝条下近端部嫩叶叶面上，数十至数百粒一块，每雌可产卵500～600粒。初孵幼虫群集叶上啃食表皮、叶肉成缺刻或孔洞，仅留叶脉，3龄后可把叶吃光，残留叶柄，有转枝、转株为害习性。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．叶类蔬菜病虫害防治原色图鉴 ．合肥： 安徽科学技术出版社，2004"	"Acronicta major Bremer"	"fp00396"	"(1)幼虫下树前疏松树干周围表土层，诱集幼虫结茧化蛹后挖茧灭蛹。(2)设置黑光灯诱杀成虫，结合田间管理捕杀群集幼虫。(3)幼虫为害期施药防治。越冬幼虫出蛰盛期及第一代卵孵化盛期后是施药的关键时期，可用50％辛硫磷乳油1500倍液、25％喹硫磷或5。％混灭威、50％杀螟松、50％磷胺、50％马拉硫磷乳油1000倍液；10％溴．马乳油、20％菊．马乳油、20％氯•马乳油、20％甲•氰菊酯乳油2000倍液；2．5％功夫、2．5％敌杀死乳油、20％速灭杀丁乳油2000～2500倍液；2．5％天王星乳油3000～4000倍液。以及其他菊酯类杀虫剂或菊酯与有机磷复配剂。采收前7天停止用药。"	"agridata/images/中国农业有害生物数据库/中国叶菜类蔬菜害虫数据库/桑剑纹夜蛾.jpg"
"44"		"分布在我国南北各地，河南、河北、山东、山西及黄淮流域发生多。"	"成虫体长15～20毫米，翅展39～56毫米，雄较雌小，暗灰色，体翅上常覆白蜡粉。头顶向上翘起呈短角状，触角刚毛状3节红色，基部膨大。前翅革质，基部2／3淡灰褐色，散生20余个黑点，端部1／3黑色，脉纹色淡。后翅基部1／3红色，上有6～10个黑褐斑点，中部白色半透明，端部黑色。卵长椭圆形，长3毫米左右，状似麦粒，背面两侧有凹入线，使中部形成一长条隆起，隆起之前半部有长卵形之盖。卵粒排列成行，数行成块，每块有卵数十粒。上覆灰色土状分泌物。若虫与成虫相似，体扁平，头尖长，足长。1～3龄体黑色，布许多白色斑点。4龄体背面红色，布黑色斑纹和白点，具明显的翅芽于体侧。末龄体长6．5～7毫米。"	"斑衣蜡蝉"	"昆虫纲"	"同翅目"	"蜡蝉科"	"香椿、葡萄、苹果、海棠、山楂、桃、杏、李、花椒、臭椿等。"	"年生1代，以卵块于枝干上越冬。翌年4～5月陆续孵化。若虫喜群集嫩茎和叶背为害，若虫期约60天，脱皮4次羽化为成虫，羽化期为6月下旬～7月。8月开始交尾产卵，多产在枝叉处的阴面。以卵越冬。成虫、若虫均有群集性，较活泼、善于跳跃。受惊扰即跳离，成虫则以跳助飞。多白天活动为害。成虫寿命达4个月，为害至10月下旬陆续死亡。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．叶类蔬菜病虫害防治原色图鉴 ．合肥： 安徽科学技术出版社，2004"	"Lycorma delicatula(White)"	"fp00397"	"(1)发生严重地区，注意摘除卵块；(2)结合防治其他害虫兼治此虫，可喷洒菜田常用菊酯类、有机鳞等及其复配药剂，常用浓度均有较好效果。由于虫体特别若虫被有蜡粉，所用药液中如能混用含油量0．3％～0．4％的柴油乳油剂或粘土柴油乳剂，可显著提高防效。"	"agridata/images/中国农业有害生物数据库/中国叶菜类蔬菜害虫数据库/斑衣蜡蝉.jpg"
"45"		"分布在黑龙江、内蒙古、河北、山东、山西、陕西、江苏、四川、广东、云南等省区。"	"成虫翅展25～29毫米，棕褐色。头褐色，两侧具白鳞毛，前额倾斜，触角微毛状，下颚须褐色，腹部淡褐色，前翅略红，翅脉浅红色，内横线褐色，锯齿状。中室翅角具2个褐色斑相连，边缘颜色较深，中间灰色。后翅浅黄色，外横线、外缘线弯曲呈细波纹，沿翅外缘中央具深褐色点1个。"	"菜野螟"	"昆虫纲"	"鳞翅目"	"螟蛾科"	"白菜、萝卜、甘蓝、西洋山嵛菜、芹菜、酸模、播娘蒿等。"	"年生2代，部分3代，末龄幼虫在叶片下吐丝结椭圆形丝质茧越冬，翌春化蛹。成虫羽化出现在4、5月和8、9月间，白天隐蔽在杂草间不活动，黄昏或夜间扑向光源；雌蛾羽化后5～11天产卵，把卵产在叶片上，2～17粒成堆，进入6月幼虫孵化，幼虫期19～22天。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．叶类蔬菜病虫害防治原色图鉴 ．合肥： 安徽科学技术出版社，2004"	"Mesographe  forficalis linnaeus．异名Pionca forficalis Linnaeus"	"fp00398"	"参见黑纹粉蝶。"	"agridata/images/中国农业有害生物数据库/中国叶菜类蔬菜害虫数据库/菜野螟.jpg"
"46"	"菜蛾绒茧蜂"	"分布在全国各地。"		"菜蛾"	"昆虫纲"	"鳞翅目"	"菜蛾科"	"甘蓝、紫甘蓝、青花菜、薹菜、芥菜、花椰菜、白菜、油菜、萝卜等十字花科蔬菜。"		"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．叶类蔬菜病虫害防治原色图鉴 ．合肥： 安徽科学技术出版社，2004"	"Plutella xylostella(L．)异名Plutella maculipennis Curtis"	"fp00399"	"小菜蛾是世界性难治的顽固害虫之一，其特点是对任何新杀虫剂都很快产生抗药性，目前我国对治理小菜蛾已有切实可行的方法。如合理用药与保护利用天敌相协调，合理用作用机理不同、无交互抗性的药剂交替轮换使用，杀虫剂与增效剂混用，严格限制新型药剂的施用次数和剂量等。如上海推广抑太保、Bt乳剂、杀虫双、1．8％爱福丁乳油(螨虫素、爱比菌素、齐螨素)与抑太保交替使用获得成功。(1)生产上推广抑天保(IKI一7899)或Fipronil(Regent)、AC303630等新杀虫剂对小菜蛾防效高。(2)在Bt制剂中，小菜蛾对Kurstaki和aizawai两个变种生产的制剂基本无交互抗性，尤其后者对小菜蛾防效更高，应在我国大面积推广应用。当前生产上可推广8010、8401、青虫菌6号等。(3)推广台湾的菜蛾绒茧蜂，印尼的一种姬蜂。(4)利用性引诱剂。每667m 2 用诱芯7个，把塑料膜(33厘米见方)4个角绑在支架上盛水，诱芯用铁丝固定在支架上弯向水面，距水面1～2厘米，塑料膜距蔬菜10～20厘米，诱芯每30天换1个。(5)掌握卵孵化盛期至2龄前喷洒5％卡死卡乳油或5％抑天保乳油2000倍液与20％灭幼脲1号或25％灭幼脲3号胶悬剂500～600倍液或Bt乳剂每667m 2 l00毫升加入等量1．8％爱福丁乳油(北京农大新技术开发总公司)1500倍液。也可施用5％锐劲特悬浮剂每667m 2 50～100毫升或40％丙溴磷乳油40克，防效优异。"	"agridata/images/中国农业有害生物数据库/中国叶菜类蔬菜害虫数据库/菜蛾.jpg"
"47"		"分布在内蒙古、东北、甘肃、青海、河北、山西、山东、陕西、江苏及华南、西南各省。"	"成虫体长4．7～5．2毫米，宽约2．5毫米，长椭圆形，末端略尖，蓝黑色，略具金属光泽；体腹面沥青色，跗节稍带棕色；头部刻点粗且密，尤以两唇及其前缘更甚，呈皱状，着生稀疏短毛。触角第3节长，端节明显加粗，前胸背板拱凸，后缘无边框，中部向后拱弧明显，与鞘翅基部等宽，表面刻点粗深，两侧密，中部稍稀疏，点间光平；小盾片光亮无点刻，半圆形；鞘翅上具极粗深的皱状刻点，点间隆起，翅端尤明显。鞘翅外缘紧靠缘褶处呈横皱状。卵长1．5毫米，宽0．6毫米，长椭圆形，表面光滑。末龄幼虫体长7．5毫米，头黑色具光泽，体灰黑色略带黄色，各节上的肉瘤大小不等，气门下线、基线上肉瘤明显。蛹长约6．5毫米，半球状，黄褐色，腹部各节侧面各具黑色短小刚毛1丛，腹部末端有叉状突起1对。"	"大猿叶虫"	"昆虫纲"	"鞘翅目"	"叶甲科"	"十字花科蔬菜、油菜、甜菜等。"	"长江以北年生2代，长江流域2～3代，广西5～6代，以成虫在菜田土缝、表土层15厘米深处枯枝落叶下越冬。越冬代成虫于翌年4月活动，迁往春菜地为害、交配和产卵。5月第1代幼虫发生，为害期1个月，5月中旬即见第1代成虫。气温26℃时成虫入土蛰伏夏眠近3个月，8～9月间开始种植秋菜时，成虫又外出交配产卵，发生2代幼虫，为害白菜、萝卜、疙瘩菜等，10月后开始越冬。成虫寿命96天，长者达167天；每雌产卵200～500粒，多的可达700粒；多把卵产在根际附近土缝内、土块上或心叶里；卵发育历期3～6天；幼虫期20天左右，共4龄；蛹期11天，每年4～5月、9～10月有两次为害，幼虫孵化后爬到寄主叶片上取食，日夜活动，有假死性，受惊扰时分泌出黄色液体或卷曲落地，老熟后落地入土做土室化蛹。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．叶类蔬菜病虫害防治原色图鉴 ．合肥： 安徽科学技术出版社，2004"	"Colaphellus bozoringi Baly"	"fp00400"	"(1)收获后及时清洁田园，消灭越冬越夏成虫。(2)利用成、幼虫假死性，进行震落扑杀。(3)成虫越冬前，在田间、地埂、畦埂处堆放菜叶杂草，引诱成虫，集中杀灭。(4)在卵孵90％左右时，喷淋5％卡死克乳油2000倍液、16％顺丰3号乳油1500倍液、40％水胺硫磷或50％复果乳油1000倍液、25％增效喹硫磷乳油1500倍液、50％辛硫磷乳油1500倍液。虫口数量大时，在卵孵30％和90％时各防1次。采收前9天停止用药。"	"agridata/images/中国农业有害生物数据库/中国叶菜类蔬菜害虫数据库/大猿叶虫.jpg"
"48"	"天敌有鸟类、食虫虻、蟾蜍等。"	"分布在辽宁、河南、河北、山东、江苏、浙江、湖北、江西、台湾、广东、四川、云南。"	"成虫体长11～14毫米，宽7～8．5毫米，体椭圆形，棕褐泛紫绿色闪光。鞘翅茄紫有黑绿或紫黑色边缘，腹部两侧各节具白色毛斑区。头较小，唇基前缘弧形表面皱，触角9节。前胸背板缢缩，基部短于鞘翅，后缘侧斜形，中段弧形内弯。小盾片三角形。鞘翅扁平，后端狭，小盾片后的鞘翅基部具深横凹，臀板外露隆拱，上刻点密布，有1对白毛斑块。卵近圆形，白色，光滑。幼虫体长8～11毫米，每侧具前顶毛6～8根，形成一纵列，额前侧毛左右各2～3根，其中2长1短。头长2．4～3．1毫米，宽3．5～4．1毫米；上唇基毛左右各4根。肛门背片后具长针状刺毛，每列4～8根，一般4～5根，刺毛列八字形向后岔开不整齐。"	"琉璃弧丽金龟"	"昆虫纲"	"鞘翅目"	"丽金龟科"	"胡萝卜、革莓、黑莓、葡萄、玫瑰、合欢、菊科植物、玉米、小麦、谷子、棉花、花生。"	"河南年生1代，以3龄幼虫在土中越冬。翌年3月下旬至4月上旬升到耕作层为害小麦等作物地下部。4月下旬末化蛹，5月上旬羽化，5月中旬进入盛期。6月下旬成虫产卵，6月下～7月中旬进入产卵盛期，卵历期8～20天，成虫寿命40天，1龄幼虫历期14天，2龄18.7天，3龄长达245天，蛹期12天。成虫喜在9～11时和15～18时活动，喜在寄主的花上交配20～25分钟。把卵产在1～3厘米表土层，每粒卵外附有土粒形成的土球，球内光滑似卵室。幼虫多在8～16时孵化，4小时后开始取食卵壳和土壤中有机质，10天后取食根部，有的取食种子、种芽，3龄后进入暴食期。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．叶类蔬菜病虫害防治原色图鉴 ．合肥： 安徽科学技术出版社，2004"	"Popillia atrocoerulea Bates异名Popillia fiarosellata Fairmaire"	"fp00401"	"(1)利用成虫交尾持续时间长，受惊后收足坠落等特点，组织人力捕杀成虫。(2)其他方法参见中华弧丽金龟。"	"agridata/images/中国农业有害生物数据库/中国叶菜类蔬菜害虫数据库/琉璃弧丽金龟.jpg"
"49"		"分布在宁夏、内蒙古、河南、江西、湖北、青海、山东、山西、河北。"	"成虫雄体长10～14毫米，雌14～18毫米，全体深蓝色具光泽，密被软长毛。鞘翅上横带红色至黄色，头宽短黑色，向下倾。触角丝状很短，仅为前胸1／2，赤褐色，触角末端数节粗大如棍棒，深褐色，末节尖端向内伸似桃形。复眼大赤褐色。前胸背板前较后宽，前缘与头后缘等长，后缘收缩似颈，窄于鞘翅。鞘翅狭长似芫菁或天牛，鞘翅上具3条红色或黄色横行色斑，足蓝色5跗节。幼虫狭长，桔红色，3对胸足，前胸背板黄色几丁化，胴部柔软，被有淡色稀毛，第9节背面具1硬板，腹端附有1对硬质突起。"	"红斑郭公虫"	"昆虫纲"	"鞘翅目"	"郭公虫科"	"胡萝卜、萝卜、苦豆、蚕豆、枸杞、甜菜、葱、十字花科蔬菜等。"	"该虫幼虫常栖息在蜂类巢内，食其幼虫。在内蒙、宁夏5～7月成虫发生最多，喜欢在胡萝卜、苦豆、蚕豆顶端花上食害花粉，是害虫，别于有益的郭公虫，该虫有趋光性。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．叶类蔬菜病虫害防治原色图鉴 ．合肥： 安徽科学技术出版社，2004"	"Trichodes sinae Chevrolat"	"fp00402"	"(1)5～7月成虫发生盛期用黑光灯诱杀。(2)冬耕可消灭部分越冬蛹，成虫发生期可施用广谱性杀虫剂，按常规浓度有效。(3)发生数量大，对授粉影响大时可喷洒50％辛硫磷乳油1000倍液或25％喹硫磷乳油1500倍液、40％乙酰甲胺磷乳油1000倍液，每667m 2 喷对好的药液75升。也可喷洒15％蓖麻油酸烟碱乳油，667m 2 75毫升，对水喷雾。"	"agridata/images/中国农业有害生物数据库/中国叶菜类蔬菜害虫数据库/红斑郭公虫.jpg"
"50"		"分布在全国各地。"		"萝卜蚜"	"昆虫纲"	"同翅目"	"蚜科"	"白菜、油菜、萝卜、芥菜、青菜、菜薹、甘蓝、花椰菜、芜菁，偏嗜白菜及芥菜型油菜。"		"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．叶类蔬菜病虫害防治原色图鉴 ．合肥： 安徽科学技术出版社，2004"	"Lipaphis erysimi pseudobrassicae(Davis)"	"fp00403"	"萝卜蚜与桃蚜、甘蓝蚜繁殖蔓延速度很快，为此应采用农业、物理、生物和化防技术进行综合防治。(1)蔬菜收获后要及时清理前茬病残体，铲除田间、畦埂、地边杂草。(2)采用黄板诱杀或用银灰色反光塑料薄膜忌避。(3)棚室发生蚜虫可用烟熏法。(4)在蚜虫点片发生阶段开始喷洒国产50％抗蚜威可湿性粉剂2000倍液或英国产50％辟蚜雾可湿性粉剂2000～3000倍液，该药选择性强，仅对蚜虫有效，对天敌昆虫及桑蚕、蜜蜂等益虫无害，有助于田间的生态平衡。其它可选用1．8％爱福丁乳油3000倍液、16％顺丰3号乳油1500倍液、5．7％百树菊酯乳油4000倍液、10％吡虫啉可湿性粉剂1500倍液、5％锐劲特悬浮剂每667m 2 50～100毫升、4．5％高效顺反氯氰菊酯乳油2000倍液等。蚜虫多着生在心叶及叶背皱缩处，药剂难于全面喷到，所以，除要求在喷药时要周到细致之外，在用药上尽量选择兼有触杀、内吸、熏蒸三重作用的农药。每667m 2 喷对好的药液50～60升，隔7～10天1次，连续防治2～3次。采收前7天停止用药。"	"agridata/images/中国农业有害生物数据库/中国叶菜类蔬菜害虫数据库/萝卜蚜.jpg"
