"id"	"蛋氨酸"	"科名"	"小穗形"	"品种名称"	"谷氨酸"	"内稃色"	"棕榈酸"	"天冬氨酸"	"精氨酸"	"苏氨酸"	"丙氨酸"	"总和"	"油酸"	"有效分蘖"	"亚麻酸"	"外稃色"	"省"	"生育日数"	"保存编号"	"保存单位"	"亚油酸"	"幼苗习性"	"卵块"	"旗叶叶相"	"占脂肪酸"	"统一编号"	"主穗长"	"苯丙氨酸"	"学名"	"脂肪"	"胱氨酸"	"组氨酸"	"倒伏性"	"蛋白质"	"芒颜色"	"样品类型"	"亮氨酸"	"库编号"	"主穗小穗数"	"原产地"	"黑穗病率"	"不饱脂肪酸"	"甘氨酸"	"芒形状"	"蚜虫"	"氨"	"幼虫"	"主穗粒重"	"缬氨酸"	"黑穗病抗性"	"色氨酸"	"单株粒重"	"粒色"	"酩氨酸"	"脯氨酸"	"赖氨酸"	"皮裸"	"千粒重"	"丝氨酸"	"属名"	"译名"	"幼苗颜色"	"粒型"	"抗旱性"	"红叶病抗性"	"轮层数"	"株高"	"穗形"	"异亮氨酸"	"红叶病病级"
"486"	"--"	"Gramineae(禾本科)"	"--"	"Bankuti553"	"--"	"--"	"18.10"	"--"	"--"	"--"	"--"	"--"	"42.93"	"3.9"	"1.05"	"--"	"国外"	"109"	"青畜196"	"青海省畜牧兽科院"	"37.90"	"匍伏"	"--"	"平展"	"--"	"ZY002613"	"18.0"	"--"	"Avena sativa L.(普通燕麦)"	"8.67"	"--"	"--"	"--"	"8.83"	"--"	"国外"	"--"	"I1F02524"	"21.70"	"匈牙利"	"0.0"	"--"	"--"	"--"	"--"	"--"	"--"	"1.8"	"--"	"IM"	"--"	"9.7"	"黄"	"--"	"--"	"--"	"皮"	"25.30"	"--"	"Avena(燕麦属)"	"Bankuti553"	"深绿"	"椭圆"	"--"	"HS"	"5.5"	"142.0"	"周散"	"--"	"7"
"487"	"--"	"Gramineae(禾本科)"	"--"	"BambuⅠ"	"--"	"--"	"18.37"	"--"	"--"	"--"	"--"	"--"	"38.87"	"2.7"	"0.54"	"--"	"国外"	"106"	"青畜197"	"青海省畜牧兽科院"	"40.93"	"匍伏"	"--"	"平展"	"--"	"ZY002614"	"16.2"	"--"	"Avena sativa L.(普通燕麦)"	"6.61"	"--"	"--"	"--"	"8.71"	"--"	"国外"	"--"	"I1F02525"	"29.40"	"瑞典"	"0.0"	"--"	"--"	"--"	"--"	"--"	"--"	"2.1"	"--"	"IM"	"--"	"1.1"	"黄"	"--"	"--"	"--"	"皮"	"29.30"	"--"	"Avena(燕麦属)"	"BambuⅠ"	"深绿"	"纺锤"	"--"	"HS"	"6.0"	"153.0"	"周散"	"--"	"8"
"488"	"--"	"Gramineae(禾本科)"	"--"	"BambuⅡ"	"--"	"--"	"18.65"	"--"	"--"	"--"	"--"	"--"	"40.71"	"2.3"	"1.18"	"--"	"国外"	"103"	"青畜198"	"青海省畜牧兽科院"	"39.17"	"匍伏"	"--"	"平展"	"--"	"ZY002615"	"16.9"	"--"	"Avena sativa L.(普通燕麦)"	"7.21"	"--"	"--"	"--"	"9.12"	"--"	"国外"	"--"	"I1F02526"	"39.20"	"瑞典"	"0.0"	"--"	"--"	"--"	"--"	"--"	"--"	"2.7"	"--"	"IM"	"--"	"6.4"	"黄"	"--"	"--"	"--"	"皮"	"30.00"	"--"	"Avena(燕麦属)"	"BambuⅡ"	"深绿"	"纺锤"	"--"	"HS"	"6.4"	"145.1"	"周紧"	"--"	"8"
"489"	"--"	"Gramineae(禾本科)"	"--"	"Gato"	"--"	"--"	"19.46"	"--"	"--"	"--"	"--"	"--"	"36.25"	"1.8"	"1.74"	"--"	"国外"	"102"	"青畜200"	"青海省畜牧兽科院"	"42.26"	"直立"	"--"	"下披"	"--"	"ZY002616"	"24.8"	"--"	"Avena sativa L.(普通燕麦)"	"6.26"	"--"	"--"	"--"	"10.23"	"--"	"国外"	"--"	"I1F02527"	"47.20"	"瑞典"	"0.0"	"--"	"--"	"--"	"--"	"--"	"--"	"4.2"	"--"	"IM"	"--"	"5.6"	"褐"	"--"	"--"	"--"	"皮"	"34.50"	"--"	"Avena(燕麦属)"	"Gato"	"深绿"	"纺锤"	"--"	"HS"	"7.0"	"129.4"	"周散"	"--"	"9"
"490"	"--"	"Gramineae(禾本科)"	"--"	"Nobgen navrre"	"--"	"--"	"22.58"	"--"	"--"	"--"	"--"	"--"	"35.82"	"2.9"	"1.40"	"--"	"国外"	"102"	"青畜203"	"青海省畜牧兽科院"	"39.50"	"匍伏"	"--"	"平展"	"--"	"ZY002617"	"22.6"	"--"	"Avena sativa L.(普通燕麦)"	"6.84"	"--"	"--"	"--"	"11.35"	"--"	"国外"	"--"	"I1F02528"	"40.80"	"丹麦"	"11.1"	"--"	"--"	"--"	"--"	"--"	"--"	"2.8"	"--"	"MR"	"--"	"5.3"	"白"	"--"	"--"	"--"	"皮"	"34.10"	"--"	"Avena(燕麦属)"	"Nobgen navrre"	"深绿"	"纺锤"	"--"	"HS"	"6.8"	"131.4"	"周散"	"--"	"8"
"491"	"--"	"Gramineae(禾本科)"	"--"	"Elkjiz nr"	"--"	"--"	"17.38"	"--"	"--"	"--"	"--"	"--"	"44.45"	"3.3"	"1.26"	"--"	"国外"	"105"	"青畜205"	"青海省畜牧兽科院"	"36.69"	"直立"	"--"	"平展"	"--"	"ZY002618"	"18.1"	"--"	"Avena sativa L.(普通燕麦)"	"8.56"	"--"	"--"	"--"	"11.34"	"--"	"国外"	"--"	"I1F02529"	"37.20"	"丹麦"	"0.0"	"--"	"--"	"--"	"--"	"--"	"--"	"1.6"	"--"	"IM"	"--"	"7.0"	"褐"	"--"	"--"	"--"	"皮"	"27.20"	"--"	"Avena(燕麦属)"	"Elkjiz nr"	"绿"	"椭圆"	"--"	"HS"	"6.4"	"126.0"	"周散"	"--"	"7"
"492"	"--"	"Gramineae(禾本科)"	"--"	"Grey (Ordum)"	"--"	"--"	"18.71"	"--"	"--"	"--"	"--"	"--"	"44.18"	"2.4"	"0.97"	"--"	"国外"	"106"	"青畜206"	"青海省畜牧兽科院"	"35.91"	"匍伏"	"--"	"平展"	"--"	"ZY002619"	"21.4"	"--"	"Avena sativa L.(普通燕麦)"	"8.83"	"--"	"--"	"--"	"9.40"	"--"	"国外"	"--"	"I1F02530"	"34.20"	"丹麦"	"16.7"	"--"	"--"	"--"	"--"	"--"	"--"	"1.8"	"--"	"MR"	"--"	"5.8"	"褐"	"--"	"--"	"--"	"皮"	"25.20"	"--"	"Avena(燕麦属)"	"Grey (Ordum)"	"绿"	"椭圆"	"--"	"HS"	"6.2"	"140.4"	"周散"	"--"	"7"
"493"	"--"	"Gramineae(禾本科)"	"--"	"Heacharre lyngby"	"--"	"--"	"18.91"	"--"	"--"	"--"	"--"	"--"	"44.87"	"2.6"	"0.83"	"--"	"国外"	"104"	"青畜207"	"青海省畜牧兽科院"	"35.14"	"直立"	"--"	"上举"	"--"	"ZY002620"	"20.8"	"--"	"Avena sativa L.(普通燕麦)"	"8.52"	"--"	"--"	"--"	"10.72"	"--"	"国外"	"--"	"I1F02531"	"23.60"	"丹麦"	"0.0"	"--"	"--"	"--"	"--"	"--"	"--"	"1.9"	"--"	"IM"	"--"	"5.2"	"褐"	"--"	"--"	"--"	"皮"	"38.50"	"--"	"Avena(燕麦属)"	"Heacharre lyngby"	"绿"	"椭圆"	"--"	"HS"	"6.0"	"127.3"	"周散"	"--"	"8"
"494"	"--"	"Gramineae(禾本科)"	"--"	"Argus w"	"--"	"--"	"19.39"	"--"	"--"	"--"	"--"	"--"	"40.95"	"2.9"	"1.02"	"--"	"国外"	"104"	"青畜208"	"青海省畜牧兽科院"	"38.37"	"直立"	"--"	"上举"	"--"	"ZY002621"	"17.7"	"--"	"Avena sativa L.(普通燕麦)"	"6.15"	"--"	"--"	"--"	"9.56"	"--"	"国外"	"--"	"I1F02532"	"27.40"	"丹麦"	"0.0"	"--"	"--"	"--"	"--"	"--"	"--"	"2.1"	"--"	"IM"	"--"	"9.1"	"褐"	"--"	"--"	"--"	"皮"	"34.60"	"--"	"Avena(燕麦属)"	"Argus w"	"绿"	"椭圆"	"--"	"HS"	"6.4"	"139.0"	"周散"	"--"	"8"
"495"	"--"	"Gramineae(禾本科)"	"--"	"Banntehue"	"--"	"--"	"17.16"	"--"	"--"	"--"	"--"	"--"	"37.02"	"4.7"	"1.58"	"--"	"国外"	"99"	"青畜209"	"青海省畜牧兽科院"	"44.21"	"匍伏"	"--"	"上举"	"--"	"ZY002622"	"20.1"	"--"	"Avena sativa L.(普通燕麦)"	"5.28"	"--"	"--"	"--"	"9.95"	"--"	"国外"	"--"	"I1F02533"	"42.60"	"丹麦"	"0.0"	"--"	"--"	"--"	"--"	"--"	"--"	"1.9"	"--"	"IM"	"--"	"1.1"	"褐"	"--"	"--"	"--"	"皮"	"28.80"	"--"	"Avena(燕麦属)"	"Banntehue"	"深绿"	"椭圆"	"--"	"HS"	"6.4"	"122.9"	"周散"	"--"	"9"
"496"	"--"	"Gramineae(禾本科)"	"--"	"Caulomievs Sort"	"--"	"--"	"17.23"	"--"	"--"	"--"	"--"	"--"	"41.94"	"2.1"	"1.09"	"--"	"国外"	"109"	"青畜211"	"青海省畜牧兽科院"	"39.51"	"直立"	"--"	"平展"	"--"	"ZY002623"	"18.2"	"--"	"Avena sativa L.(普通燕麦)"	"8.30"	"--"	"--"	"--"	"10.65"	"--"	"国外"	"--"	"I1F02534"	"28.40"	"丹麦"	"15.4"	"--"	"--"	"--"	"--"	"--"	"--"	"1.8"	"--"	"MR"	"--"	"4.0"	"黄"	"--"	"--"	"--"	"皮"	"23.80"	"--"	"Avena(燕麦属)"	"Caulomievs Sort"	"深绿"	"纺锤"	"--"	"HS"	"6.2"	"154.3"	"周散"	"--"	"7"
"497"	"--"	"Gramineae(禾本科)"	"--"	"Avena"	"--"	"--"	"17.42"	"--"	"--"	"--"	"--"	"--"	"43.37"	"3.3"	"0.99"	"--"	"国外"	"111"	"青畜212"	"青海省畜牧兽科院"	"37.65"	"直立"	"--"	"上举"	"--"	"ZY002624"	"20.6"	"--"	"Avena sativa L.(普通燕麦)"	"8.39"	"--"	"--"	"--"	"9.69"	"--"	"国外"	"--"	"I1F02535"	"25.20"	"丹麦"	"0.0"	"--"	"--"	"--"	"--"	"--"	"--"	"2.9"	"--"	"IM"	"--"	"4.0"	"褐"	"--"	"--"	"--"	"皮"	"25.50"	"--"	"Avena(燕麦属)"	"Avena"	"深绿"	"椭圆"	"--"	"HS"	"6.2"	"165.0"	"周散"	"--"	"7"
"498"	"--"	"Gramineae(禾本科)"	"--"	"Earl Halo"	"--"	"--"	"19.55"	"--"	"--"	"--"	"--"	"--"	"37.85"	"2.4"	"1.20"	"--"	"国外"	"105"	"青畜213"	"青海省畜牧兽科院"	"39.50"	"直立"	"--"	"上举"	"--"	"ZY002625"	"15.8"	"--"	"Avena sativa L.(普通燕麦)"	"5.92"	"--"	"--"	"--"	"10.00"	"--"	"国外"	"--"	"I1F02536"	"35.00"	"丹麦"	"0.0"	"--"	"--"	"--"	"--"	"--"	"--"	"2.6"	"--"	"IM"	"--"	"4.8"	"褐"	"--"	"--"	"--"	"皮"	"35.00"	"--"	"Avena(燕麦属)"	"Earl Halo"	"深绿"	"椭圆"	"--"	"HS"	"6.0"	"108.9"	"周散"	"--"	"8"
"499"	"--"	"Gramineae(禾本科)"	"--"	"Engelbrickt SV."	"--"	"--"	"19.91"	"--"	"--"	"--"	"--"	"--"	"42.14"	"4.6"	"1.01"	"--"	"国外"	"109"	"青畜214"	"青海省畜牧兽科院"	"36.69"	"直立"	"--"	"下披"	"--"	"ZY002626"	"19.0"	"--"	"Avena sativa L.(普通燕麦)"	"7.10"	"--"	"--"	"--"	"9.14"	"--"	"国外"	"--"	"I1F02537"	"48.60"	"丹麦"	"0.0"	"--"	"--"	"--"	"--"	"--"	"--"	"2.2"	"--"	"IM"	"--"	"8.6"	"白"	"--"	"--"	"--"	"皮"	"37.20"	"--"	"Avena(燕麦属)"	"Engelbrickt SV."	"深绿"	"纺锤"	"--"	"HS"	"6.2"	"144.3"	"周散"	"--"	"8"
"500"	"--"	"Gramineae(禾本科)"	"--"	"EngelbricktⅠSV."	"--"	"--"	"19.22"	"--"	"--"	"--"	"--"	"--"	"42.04"	"3.6"	"1.10"	"--"	"国外"	"108"	"青畜215"	"青海省畜牧兽科院"	"37.36"	"匍伏"	"--"	"下披"	"--"	"ZY002627"	"18.3"	"--"	"Avena sativa L.(普通燕麦)"	"8.38"	"--"	"--"	"--"	"9.25"	"--"	"国外"	"--"	"I1F02538"	"33.60"	"丹麦"	"0.0"	"--"	"--"	"--"	"--"	"--"	"--"	"2.6"	"--"	"IM"	"--"	"4.4"	"褐"	"--"	"--"	"--"	"皮"	"28.20"	"--"	"Avena(燕麦属)"	"EngelbricktⅠSV."	"深绿"	"纺锤"	"--"	"HS"	"6.0"	"159.3"	"周散"	"--"	"8"
"501"	"--"	"Gramineae(禾本科)"	"--"	"EngelbricktⅡSV."	"--"	"--"	"18.09"	"--"	"--"	"--"	"--"	"--"	"45.15"	"2.0"	"0.87"	"--"	"国外"	"106"	"青畜216"	"青海省畜牧兽科院"	"35.68"	"匍伏"	"--"	"上举"	"--"	"ZY002628"	"16.7"	"--"	"Avena sativa L.(普通燕麦)"	"8.07"	"--"	"--"	"--"	"10.09"	"--"	"国外"	"--"	"I1F02539"	"25.80"	"丹麦"	"0.0"	"--"	"--"	"--"	"--"	"--"	"--"	"1.6"	"--"	"IM"	"--"	"4.2"	"褐"	"--"	"--"	"--"	"皮"	"26.80"	"--"	"Avena(燕麦属)"	"EngelbricktⅡSV."	"深绿"	"纺锤"	"--"	"HS"	"6.4"	"140.9"	"周散"	"--"	"9"
"502"	"--"	"Gramineae(禾本科)"	"--"	"Fyris"	"--"	"--"	"18.29"	"--"	"--"	"--"	"--"	"--"	"42.09"	"3.1"	"1.02"	"--"	"国外"	"108"	"青畜218"	"青海省畜牧兽科院"	"38.59"	"直立"	"--"	"上举"	"--"	"ZY002629"	"16.7"	"--"	"Avena sativa L.(普通燕麦)"	"8.14"	"--"	"--"	"--"	"9.74"	"--"	"国外"	"--"	"I1F02540"	"26.80"	"丹麦"	"0.0"	"--"	"--"	"--"	"--"	"--"	"--"	"2.2"	"--"	"IM"	"--"	"8.2"	"褐"	"--"	"--"	"--"	"皮"	"34.20"	"--"	"Avena(燕麦属)"	"Fyris"	"深绿"	"椭圆"	"--"	"HS"	"6.6"	"136.6"	"周紧"	"--"	"7"
"503"	"--"	"Gramineae(禾本科)"	"--"	"Hybrid 27"	"--"	"--"	"18.12"	"--"	"--"	"--"	"--"	"--"	"41.94"	"2.3"	"0.96"	"--"	"国外"	"106"	"青畜222"	"青海省畜牧兽科院"	"38.77"	"直立"	"--"	"上举"	"--"	"ZY002630"	"17.3"	"--"	"Avena sativa L.(普通燕麦)"	"8.08"	"--"	"--"	"--"	"11.02"	"--"	"国外"	"--"	"I1F02541"	"27.40"	"丹麦"	"0.0"	"--"	"--"	"--"	"--"	"--"	"--"	"2.1"	"--"	"IM"	"--"	"5.5"	"褐"	"--"	"--"	"--"	"皮"	"30.00"	"--"	"Avena(燕麦属)"	"Hybrid 27"	"深绿"	"椭圆"	"--"	"HS"	"6.6"	"135.5"	"周散"	"--"	"7"
"504"	"--"	"Gramineae(禾本科)"	"--"	"Janette 1461"	"--"	"--"	"16.76"	"--"	"--"	"--"	"--"	"--"	"46.18"	"3.5"	"1.08"	"--"	"国外"	"104"	"青畜223"	"青海省畜牧兽科院"	"35.80"	"匍伏"	"--"	"平展"	"--"	"ZY002631"	"16.3"	"--"	"Avena sativa L.(普通燕麦)"	"8.86"	"--"	"--"	"--"	"9.42"	"--"	"国外"	"--"	"I1F02542"	"22.80"	"丹麦"	"0.0"	"--"	"--"	"--"	"--"	"--"	"--"	"1.9"	"--"	"IM"	"--"	"4.3"	"褐"	"--"	"--"	"--"	"皮"	"23.00"	"--"	"Avena(燕麦属)"	"Janette 1461"	"深绿"	"椭圆"	"--"	"HS"	"6.4"	"123.9"	"周散"	"--"	"7"
"505"	"--"	"Gramineae(禾本科)"	"--"	"Janette 1461"	"--"	"--"	"16.65"	"--"	"--"	"--"	"--"	"--"	"46.55"	"2.2"	"1.12"	"--"	"国外"	"110"	"青畜224"	"青海省畜牧兽科院"	"35.74"	"匍伏"	"--"	"平展"	"--"	"ZY002632"	"17.9"	"--"	"Avena sativa L.(普通燕麦)"	"9.52"	"--"	"--"	"--"	"10.10"	"--"	"国外"	"--"	"I1F02543"	"21.60"	"丹麦"	"1.3"	"--"	"--"	"--"	"--"	"--"	"--"	"1.3"	"--"	"HR"	"--"	"1.4"	"褐"	"--"	"--"	"--"	"皮"	"22.70"	"--"	"Avena(燕麦属)"	"Janette 1461"	"淡绿"	"椭圆"	"--"	"HS"	"5.8"	"101.1"	"周散"	"--"	"9"
"506"	"--"	"Gramineae(禾本科)"	"--"	"Jubilee"	"--"	"--"	"20.86"	"--"	"--"	"--"	"--"	"--"	"37.86"	"1.2"	"0.95"	"--"	"国外"	"105"	"青畜225"	"青海省畜牧兽科院"	"38.78"	"直立"	"--"	"上举"	"--"	"ZY002633"	"16.9"	"--"	"Avena sativa L.(普通燕麦)"	"6.93"	"--"	"--"	"--"	"10.65"	"--"	"国外"	"--"	"I1F02544"	"22.40"	"丹麦"	"0.0"	"--"	"--"	"--"	"--"	"--"	"--"	"1.3"	"--"	"IM"	"--"	"3.7"	"褐"	"--"	"--"	"--"	"皮"	"33.30"	"--"	"Avena(燕麦属)"	"Jubilee"	"深绿"	"椭圆"	"--"	"HS"	"6.0"	"141.6"	"周散"	"--"	"9"
"507"	"--"	"Gramineae(禾本科)"	"--"	"Marsk4"	"--"	"--"	"16.79"	"--"	"--"	"--"	"--"	"--"	"44.55"	"2.5"	"1.16"	"--"	"国外"	"105"	"青畜229"	"青海省畜牧兽科院"	"37.27"	"匍伏"	"--"	"上举"	"--"	"ZY002634"	"17.0"	"--"	"Avena sativa L.(普通燕麦)"	"9.23"	"--"	"--"	"--"	"11.21"	"--"	"国外"	"--"	"I1F02545"	"27.40"	"丹麦"	"0.0"	"--"	"--"	"--"	"--"	"--"	"--"	"1.8"	"--"	"IM"	"--"	"4.7"	"褐"	"--"	"--"	"--"	"皮"	"24.60"	"--"	"Avena(燕麦属)"	"Marsk4"	"淡绿"	"纺锤"	"--"	"HS"	"6.0"	"143.9"	"周散"	"--"	"7"
"508"	"--"	"Gramineae(禾本科)"	"--"	"Mesdag"	"--"	"--"	"18.67"	"--"	"--"	"--"	"--"	"--"	"40.04"	"1.6"	"1.85"	"--"	"国外"	"107"	"青畜230"	"青海省畜牧兽科院"	"39.12"	"直立"	"--"	"上举"	"--"	"ZY002635"	"21.9"	"--"	"Avena sativa L.(普通燕麦)"	"4.48"	"--"	"--"	"--"	"10.08"	"--"	"国外"	"--"	"I1F02546"	"32.80"	"丹麦"	"0.0"	"--"	"--"	"--"	"--"	"--"	"--"	"1.8"	"--"	"IM"	"--"	"4.2"	"褐"	"--"	"--"	"--"	"皮"	"27.20"	"--"	"Avena(燕麦属)"	"Mesdag"	"淡绿"	"椭圆"	"--"	"HS"	"6.2"	"99.0"	"周散"	"--"	"8"
"509"	"--"	"Gramineae(禾本科)"	"--"	"Meddag 1467"	"--"	"--"	"17.46"	"--"	"--"	"--"	"--"	"--"	"42.97"	"3.8"	"1.40"	"--"	"国外"	"109"	"青畜231"	"青海省畜牧兽科院"	"37.93"	"直立"	"--"	"上举"	"--"	"ZY002636"	"24.6"	"--"	"Avena sativa L.(普通燕麦)"	"8.52"	"--"	"--"	"--"	"10.84"	"--"	"国外"	"--"	"I1F02547"	"41.20"	"丹麦"	"0.0"	"--"	"--"	"--"	"--"	"--"	"--"	"2.3"	"--"	"IM"	"--"	"3.0"	"褐"	"--"	"--"	"--"	"皮"	"21.00"	"--"	"Avena(燕麦属)"	"Meddag 1467"	"淡绿"	"椭圆"	"--"	"HS"	"6.4"	"147.5"	"周散"	"--"	"7"
"510"	"--"	"Gramineae(禾本科)"	"--"	"Noirch detamps"	"--"	"--"	"17.47"	"--"	"--"	"--"	"--"	"--"	"45.67"	"3.2"	"0.87"	"--"	"国外"	"105"	"青畜233"	"青海省畜牧兽科院"	"35.19"	"直立"	"--"	"平展"	"--"	"ZY002637"	"23.5"	"--"	"Avena sativa L.(普通燕麦)"	"9.48"	"--"	"--"	"--"	"10.20"	"--"	"国外"	"--"	"I1F02548"	"30.80"	"丹麦"	"0.0"	"--"	"--"	"--"	"--"	"--"	"--"	"1.6"	"--"	"IM"	"--"	"3.5"	"褐"	"--"	"--"	"--"	"皮"	"29.70"	"--"	"Avena(燕麦属)"	"Noirch detamps"	"淡绿"	"纺锤"	"--"	"HS"	"4.5"	"122.4"	"周散"	"--"	"7"
"511"	"--"	"Gramineae(禾本科)"	"--"	"Noire hybinrers"	"--"	"--"	"18.10"	"--"	"--"	"--"	"--"	"--"	"41.98"	"1.5"	"1.01"	"--"	"国外"	"109"	"青畜234"	"青海省畜牧兽科院"	"38.90"	"直立"	"--"	"上举"	"--"	"ZY002638"	"17.1"	"--"	"Avena sativa L.(普通燕麦)"	"7.15"	"--"	"--"	"--"	"10.57"	"--"	"国外"	"--"	"I1F02549"	"33.00"	"丹麦"	"0.0"	"--"	"--"	"--"	"--"	"--"	"--"	"2.5"	"--"	"IM"	"--"	"2.5"	"褐"	"--"	"--"	"--"	"皮"	"26.00"	"--"	"Avena(燕麦属)"	"Noire hybinrers"	"深绿"	"椭圆"	"--"	"S"	"6.2"	"119.7"	"周紧"	"--"	"6"
"512"	"--"	"Gramineae(禾本科)"	"--"	"Noire tres hatire"	"--"	"--"	"18.31"	"--"	"--"	"--"	"--"	"--"	"46.04"	"2.5"	"1.19"	"--"	"国外"	"110"	"青畜235"	"青海省畜牧兽科院"	"34.21"	"匍伏"	"--"	"上举"	"--"	"ZY002639"	"16.8"	"--"	"Avena sativa L.(普通燕麦)"	"8.73"	"--"	"--"	"--"	"12.11"	"--"	"国外"	"--"	"I1F02550"	"27.60"	"丹麦"	"5.4"	"--"	"--"	"--"	"--"	"--"	"--"	"1.6"	"--"	"R"	"--"	"2.9"	"褐"	"--"	"--"	"--"	"皮"	"26.30"	"--"	"Avena(燕麦属)"	"Noire tres hatire"	"淡绿"	"椭圆"	"--"	"HS"	"5.8"	"116.8"	"周散"	"--"	"8"
"513"	"--"	"Gramineae(禾本科)"	"--"	"Nub. Schw.fahne1474"	"--"	"--"	"17.44"	"--"	"--"	"--"	"--"	"--"	"45.70"	"2.1"	"1.22"	"--"	"国外"	"109"	"青畜237"	"青海省畜牧兽科院"	"35.43"	"匍伏"	"--"	"上举"	"--"	"ZY002640"	"17.3"	"--"	"Avena sativa L.(普通燕麦)"	"8.96"	"--"	"--"	"--"	"10.44"	"--"	"国外"	"--"	"I1F02551"	"29.20"	"丹麦"	"0.0"	"--"	"--"	"--"	"--"	"--"	"--"	"2.8"	"--"	"IM"	"--"	"3.5"	"褐"	"--"	"--"	"--"	"皮"	"23.00"	"--"	"Avena(燕麦属)"	"Nub. Schw.fahne1474"	"淡绿"	"纺锤"	"--"	"HS"	"6.0"	"123.7"	"周散"	"--"	"8"
"514"	"--"	"Gramineae(禾本科)"	"--"	"OrionⅠSV"	"--"	"--"	"18.10"	"--"	"--"	"--"	"--"	"--"	"43.28"	"3.2"	"1.66"	"--"	"国外"	"111"	"青畜238"	"青海省畜牧兽科院"	"36.71"	"匍伏"	"--"	"上举"	"--"	"ZY002641"	"19.4"	"--"	"Avena sativa L.(普通燕麦)"	"9.09"	"--"	"--"	"--"	"10.54"	"--"	"国外"	"--"	"I1F02552"	"25.20"	"丹麦"	"0.0"	"--"	"--"	"--"	"--"	"--"	"--"	"1.5"	"--"	"IM"	"--"	"4.7"	"褐"	"--"	"--"	"--"	"皮"	"25.20"	"--"	"Avena(燕麦属)"	"OrionⅠSV"	"淡绿"	"纺锤"	"--"	"HS"	"6.0"	"134.8"	"周散"	"--"	"8"
"515"	"--"	"Gramineae(禾本科)"	"--"	"OrionⅡSV"	"--"	"--"	"17.38"	"--"	"--"	"--"	"--"	"--"	"43.39"	"1.0"	"1.31"	"--"	"国外"	"96"	"青畜239"	"青海省畜牧兽科院"	"37.90"	"直立"	"--"	"下披"	"--"	"ZY002642"	"18.7"	"--"	"Avena sativa L.(普通燕麦)"	"9.16"	"--"	"--"	"--"	"9.30"	"--"	"国外"	"--"	"I1F02553"	"34.60"	"丹麦"	"23.5"	"--"	"--"	"--"	"--"	"--"	"--"	"1.8"	"--"	"MS"	"--"	"4.1"	"褐"	"--"	"--"	"--"	"皮"	"26.00"	"--"	"Avena(燕麦属)"	"OrionⅡSV"	"淡绿"	"纺锤"	"--"	"HS"	"6.8"	"115.0"	"周散"	"--"	"7"
"516"	"--"	"Gramineae(禾本科)"	"--"	"Pelson kanra"	"--"	"--"	"18.97"	"--"	"--"	"--"	"--"	"--"	"38.55"	"1.4"	"1.41"	"--"	"国外"	"107"	"青畜241"	"青海省畜牧兽科院"	"40.85"	"直立"	"--"	"上举"	"--"	"ZY002643"	"17.0"	"--"	"Avena sativa L.(普通燕麦)"	"5.67"	"--"	"--"	"--"	"9.16"	"--"	"国外"	"--"	"I1F02554"	"35.80"	"丹麦"	"0.0"	"--"	"--"	"--"	"--"	"--"	"--"	"1.7"	"--"	"IM"	"--"	"4.3"	"褐"	"--"	"--"	"--"	"皮"	"27.00"	"--"	"Avena(燕麦属)"	"Pelson kanra"	"淡绿"	"纺锤"	"--"	"HS"	"6.4"	"144.1"	"周散"	"--"	"7"
"517"	"--"	"Gramineae(禾本科)"	"--"	"Konsse cauronne"	"--"	"--"	"18.60"	"--"	"--"	"--"	"--"	"--"	"42.72"	"2.4"	"1.34"	"--"	"国外"	"116"	"青畜245"	"青海省畜牧兽科院"	"37.32"	"直立"	"--"	"平展"	"--"	"ZY002644"	"22.2"	"--"	"Avena sativa L.(普通燕麦)"	"7.86"	"--"	"--"	"--"	"10.86"	"--"	"国外"	"--"	"I1F02555"	"39.20"	"丹麦"	"0.0"	"--"	"--"	"--"	"--"	"--"	"--"	"2.4"	"--"	"IM"	"--"	"3.7"	"褐"	"--"	"--"	"--"	"皮"	"20.70"	"--"	"Avena(燕麦属)"	"Konsse cauronne"	"淡绿"	"椭圆"	"--"	"HS"	"5.8"	"128.6"	"周散"	"--"	"8"
"518"	"--"	"Gramineae(禾本科)"	"--"	"SerinsⅡ"	"--"	"--"	"17.80"	"--"	"--"	"--"	"--"	"--"	"41.17"	"2.2"	"1.22"	"--"	"国外"	"111"	"青畜247"	"青海省畜牧兽科院"	"39.62"	"匍伏"	"--"	"上举"	"--"	"ZY002645"	"17.2"	"--"	"Avena sativa L.(普通燕麦)"	"7.06"	"--"	"--"	"--"	"11.13"	"--"	"国外"	"--"	"I1F02556"	"38.00"	"丹麦"	"0.0"	"--"	"--"	"--"	"--"	"--"	"--"	"2.2"	"--"	"IM"	"--"	"5.9"	"黄"	"--"	"--"	"--"	"皮"	"28.50"	"--"	"Avena(燕麦属)"	"SerinsⅡ"	"淡绿"	"纺锤"	"--"	"HS"	"6.2"	"148.6"	"周散"	"--"	"8"
