"id"	"发生与危害"	"地理分布"	"纲"	"目"	"科"	"属"	"中文名"	"综合治理策略"	"形态特征"	"相关文献"	"拉丁学名"	"记录号"	"别名"	"图片"
"117"	"一年生草本。与稗近似。为秋熟旱作物田杂草，多生长在土壤湿度较大的棉花、大豆、玉米等田地里，危害较严重。"	"华东、华中地区及山东、河南、福建、台湾等地均有发生。"	"单子叶植物纲"	"莎草目"	"禾本科"	"稗属"	"小旱稗"	"农田杂草的防治方法主要有人工防治、 化学防治、机械防治、替代控制和生态防治等方法。 （一）人工防治 1.控制杂草种子入田人工防除首先是 尽量勿使杂草种子或繁殖器官进入作物田， 清除地边、路旁的杂草，严格杂草检疫制度， 精选播种材料，特别注意国内没有或尚末 广为传播的杂草必须严格禁止输入或严加控制， 防止扩散，以减少田间杂草来源。 用杂草沤制农家肥时，应将农家含有杂草种子 的肥料经过用薄膜覆盖，高温堆沤2-4周， 腐熟成有机肥料，杀死其发芽力后再用。 2.人工除草结合农事活动， 如在杂草萌发后或生长时期直接进行人工拔除或铲除， 或结合中耕施肥等农耕措施剔除杂草。 （二）机械防治 结合农事活动， 利用农机具或大天型农业机械进行各种耕翻、耙、 中耕松土等措施进行播种前、 出苗前及各生育期等到不同时期除草， 直接杀死、刈割或铲除杂草， （三）化学防除 主要特点是高效、省工， 免去繁重的田间除草劳动。 国内外已有300多种化学除草剂，并加工不同剂型的制剂， 可用于几乎所有的粮食作物、经济作物地的除草。 （四）替代控制 利用覆盖、遮光等原理， 用塑料薄膜覆盖或播种其它作物(或草种) 等方法进行除草。"	"幼苗    与稗不同的是，叶片深绿色，叶鞘常略带紫色。 成株    秆光滑无毛。 花和子实    与稗的主要区别是，圆锥花序较狭窄，软弱而下垂，小穗无芒或具短芒，圆锥花序的分枝常贴向主轴。颖果。"	"郭书普.旱田杂草识别与防治原色图鉴. 合肥:安徽科学技术出版社,2005 张朝贤，张跃进，倪汉文编著．农田杂草防除手册．北京：中国农业出版社，2000"	"Echinochloa crusgalli(L．)Beauv．Var．austro—japonensis  Ohwi"	"dw00185"		"agridata/images/中国农业有害生物数据库/中国旱地杂草数据库/小旱稗.jpg"
"118"	"一年生草本。苗期5～6月份，花果期8～11月份。种子随熟随落入土壤。为湿润秋熟旱作物田和水稻田的恶性杂草，尤以水改旱时，发生量大，危害严重。"	"长江流域及其以南各省均有发生，陕西也有发生和危害"	"单子叶植物纲"	"莎草目"	"禾本科"	"千金子属"	"千金子"	"农田杂草的防治方法主要有人工防治、 化学防治、机械防治、替代控制和生态防治等方法。 （一）人工防治 1.控制杂草种子入田人工防除首先是 尽量勿使杂草种子或繁殖器官进入作物田， 清除地边、路旁的杂草，严格杂草检疫制度， 精选播种材料，特别注意国内没有或尚末 广为传播的杂草必须严格禁止输入或严加控制， 防止扩散，以减少田间杂草来源。 用杂草沤制农家肥时，应将农家含有杂草种子 的肥料经过用薄膜覆盖，高温堆沤2-4周， 腐熟成有机肥料，杀死其发芽力后再用。 2.人工除草结合农事活动， 如在杂草萌发后或生长时期直接进行人工拔除或铲除， 或结合中耕施肥等农耕措施剔除杂草。 （二）机械防治 结合农事活动， 利用农机具或大天型农业机械进行各种耕翻、耙、 中耕松土等措施进行播种前、 出苗前及各生育期等到不同时期除草， 直接杀死、刈割或铲除杂草， （三）化学防除 主要特点是高效、省工， 免去繁重的田间除草劳动。 国内外已有300多种化学除草剂，并加工不同剂型的制剂， 可用于几乎所有的粮食作物、经济作物地的除草。 （四）替代控制 利用覆盖、遮光等原理， 用塑料薄膜覆盖或播种其它作物(或草种) 等方法进行除草。"	"幼苗   第l片真叶长椭圆形，长3～7毫米，有7条直出平行脉，叶舌膜质环状，顶端齿裂，叶鞘短，边缘白色膜质。 成株    根须状。秆丛生，直立，基部膝曲或倾斜，着土后节上易生不定根，高30～90厘米，平滑无毛。叶鞘无毛。叶舌膜质，撕裂状，有小纤毛。叶片扁平或稍卷折，先端渐尖。 花和子实   圆锥花序，主轴和分枝均微粗糙。小穗多带紫色。外稃先端钝，有3脉，无毛或下部有微毛。颖果长圆形，长约1毫米。"	"郭书普.旱田杂草识别与防治原色图鉴. 合肥:安徽科学技术出版社,2005 张朝贤，张跃进，倪汉文编著．农田杂草防除手册．北京：中国农业出版社，2000"	"Leptochloa chinensis(L．)Nees"	"dw00186"		"agridata/images/中国农业有害生物数据库/中国旱地杂草数据库/千金子.jpg"
"119"	"一年生草本。花果期7～10月份。种子繁殖。生于荒草地和旱作地，为秋收作物田常见杂草，发生量小，对棉花、玉米、大豆、甘薯等作物有危害。"	"全国各地均有发生"	"单子叶植物纲"	"莎草目"	"禾本科"	"画眉草属"	"大画眉草"	"农田杂草的防治方法主要有人工防治、 化学防治、机械防治、替代控制和生态防治等方法。 （一）人工防治 1.控制杂草种子入田人工防除首先是 尽量勿使杂草种子或繁殖器官进入作物田， 清除地边、路旁的杂草，严格杂草检疫制度， 精选播种材料，特别注意国内没有或尚末 广为传播的杂草必须严格禁止输入或严加控制， 防止扩散，以减少田间杂草来源。 用杂草沤制农家肥时，应将农家含有杂草种子 的肥料经过用薄膜覆盖，高温堆沤2-4周， 腐熟成有机肥料，杀死其发芽力后再用。 2.人工除草结合农事活动， 如在杂草萌发后或生长时期直接进行人工拔除或铲除， 或结合中耕施肥等农耕措施剔除杂草。 （二）机械防治 结合农事活动， 利用农机具或大天型农业机械进行各种耕翻、耙、 中耕松土等措施进行播种前、 出苗前及各生育期等到不同时期除草， 直接杀死、刈割或铲除杂草， （三）化学防除 主要特点是高效、省工， 免去繁重的田间除草劳动。 国内外已有300多种化学除草剂，并加工不同剂型的制剂， 可用于几乎所有的粮食作物、经济作物地的除草。 （四）替代控制 利用覆盖、遮光等原理， 用塑料薄膜覆盖或播种其它作物(或草种) 等方法进行除草。"	"成株    新鲜植株有鱼腥味。秆粗壮，直立丛生，基部常膝曲，高30～90厘米，有3～5个节。叶鞘疏松裹茎，短于节间，脉上有腺体，鞘口具长柔毛。叶片线形扁平，叶缘和叶脉上均有腺体。 花和子实    圆锥花序长圆形或尖塔形，分枝粗壮，单生，腋间具柔毛。小穗长圆形，墨绿色带淡绿色或黄褐色。外稃广卵形，侧脉明显。颖果近圆形，红褐色，表面有极细的网纹。"	"郭书普.旱田杂草识别与防治原色图鉴. 合肥:安徽科学技术出版社,2005 张朝贤，张跃进，倪汉文编著．农田杂草防除手册．北京：中国农业出版社，2000"	"Eragrostis cilianensis(All．)Li  nk ex Vignolo—Lutati—Poacilianensis All"	"dw00187"		"agridata/images/中国农业有害生物数据库/中国旱地杂草数据库/大画眉草.jpg"
"120"	"多年生草本。花果期8～12月份。种子繁殖。喜生于干旱环境，多生于路边、山坡草地，为果园、茶园和路埂常见杂草，发生量较大，危害较重。"	"东北、华北、华东、华中、华南和西南等地均有发生。"	"单子叶植物纲"	"莎草目"	"禾本科"	"画眉草属"	"知风草"	"农田杂草的防治方法主要有人工防治、 化学防治、机械防治、替代控制和生态防治等方法。 （一）人工防治 1.控制杂草种子入田人工防除首先是 尽量勿使杂草种子或繁殖器官进入作物田， 清除地边、路旁的杂草，严格杂草检疫制度， 精选播种材料，特别注意国内没有或尚末 广为传播的杂草必须严格禁止输入或严加控制， 防止扩散，以减少田间杂草来源。 用杂草沤制农家肥时，应将农家含有杂草种子 的肥料经过用薄膜覆盖，高温堆沤2-4周， 腐熟成有机肥料，杀死其发芽力后再用。 2.人工除草结合农事活动， 如在杂草萌发后或生长时期直接进行人工拔除或铲除， 或结合中耕施肥等农耕措施剔除杂草。 （二）机械防治 结合农事活动， 利用农机具或大天型农业机械进行各种耕翻、耙、 中耕松土等措施进行播种前、 出苗前及各生育期等到不同时期除草， 直接杀死、刈割或铲除杂草， （三）化学防除 主要特点是高效、省工， 免去繁重的田间除草劳动。 国内外已有300多种化学除草剂，并加工不同剂型的制剂， 可用于几乎所有的粮食作物、经济作物地的除草。 （四）替代控制 利用覆盖、遮光等原理， 用塑料薄膜覆盖或播种其它作物(或草种) 等方法进行除草。"	"幼苗    胚芽鞘膜质，长约3毫米，顶端裂口偏斜。第1片真叶线状，先端急尖，直出平行脉7条，叶鞘无毛，无叶舌、叶耳。 成株   根系发达。秆粗壮，丛生，直立或基部膝曲，高30～110厘米。叶鞘两侧强压扁，长于节间，无毛，鞘口两侧密生柔毛，主脉上有腺体。叶舌退化为一圈短毛。叶片平展或折叠，长20～40厘米，表面近基部偶疏生柔毛，背面光滑。 花和子实     圆锥状花序大而开展，分枝节密，每节生1～3个分枝，枝腋间无毛。在中部或中部偏上有一腺体。小穗长圆形，多带黑紫色。颖披针形，先端渐尖。外稃卵状披针形。内稃短于外稃，脊上具小纤毛，宿存。花药长约1毫米。颖果长约1．5毫米，棕红色。"	"郭书普.旱田杂草识别与防治原色图鉴. 合肥:安徽科学技术出版社,2005 张朝贤，张跃进，倪汉文编著．农田杂草防除手册．北京：中国农业出版社，2000"	"Eragrostis  ferruginea(Thunb．)Bea uv．-Poa  ferruginea  Thunb"	"dw00188"		"agridata/images/中国农业有害生物数据库/中国旱地杂草数据库/知风草.jpg"
"121"	"一年生草本。花果期6～11月份。种子繁殖。适生于湿润环境，常生于田野路旁、河边及潮湿地。为秋收作物田常见杂草，发生量较小，对棉花、玉米、大豆、甘薯和蔬菜有危害。"	"河南、安徽、江苏、浙江、江西、湖北、湖南、福建、广东、广西、海南、台湾、四川、贵州和云南等地均有发生。"	"单子叶植物纲"	"莎草目"	"禾本科"	"画眉草属"	"乱草"	"农田杂草的防治方法主要有人工防治、 化学防治、机械防治、替代控制和生态防治等方法。 （一）人工防治 1.控制杂草种子入田人工防除首先是 尽量勿使杂草种子或繁殖器官进入作物田， 清除地边、路旁的杂草，严格杂草检疫制度， 精选播种材料，特别注意国内没有或尚末 广为传播的杂草必须严格禁止输入或严加控制， 防止扩散，以减少田间杂草来源。 用杂草沤制农家肥时，应将农家含有杂草种子 的肥料经过用薄膜覆盖，高温堆沤2-4周， 腐熟成有机肥料，杀死其发芽力后再用。 2.人工除草结合农事活动， 如在杂草萌发后或生长时期直接进行人工拔除或铲除， 或结合中耕施肥等农耕措施剔除杂草。 （二）机械防治 结合农事活动， 利用农机具或大天型农业机械进行各种耕翻、耙、 中耕松土等措施进行播种前、 出苗前及各生育期等到不同时期除草， 直接杀死、刈割或铲除杂草， （三）化学防除 主要特点是高效、省工， 免去繁重的田间除草劳动。 国内外已有300多种化学除草剂，并加工不同剂型的制剂， 可用于几乎所有的粮食作物、经济作物地的除草。 （四）替代控制 利用覆盖、遮光等原理， 用塑料薄膜覆盖或播种其它作物(或草种) 等方法进行除草。"	"幼苗   种子出土萌发。第l片真叶线形，先端钝尖，直出平行脉5条。 成株   秆较细，丛生，直立或基部膝曲，高30～100厘米，有3～4节，叶鞘疏松裹茎，无毛，多长于节问。叶片扁平，光滑无毛。 花和子实   圆锥状花序长圆形，长6～15厘米，分枝纤细，簇生或轮生，腋间无毛。小穗卵圆形，成熟后紫色。颖近等长，卵圆形。第1外稃广椭圆形，侧脉明显。内稃与外稃近等长。颖果棕红色，透明，卵圆形。"	"郭书普.旱田杂草识别与防治原色图鉴. 合肥:安徽科学技术出版社,2005 张朝贤，张跃进，倪汉文编著．农田杂草防除手册．北京：中国农业出版社，2000"	"Eragrostis  japonica(Thunb．)Trin．-Eragrostis tenella auct．non(L．)Be auv．-Poa japonica Thunb"	"dw00189"	"碎米知风草"	"agridata/images/中国农业有害生物数据库/中国旱地杂草数据库/乱草.jpg"
"122"	"一年生草本。花果期6～9月份。种子繁殖。多生长于荒野、草地和路旁，为秋收作物田常见杂草，发生量小，危害轻。"	"全国各省区均有发生"	"单子叶植物纲"	"莎草目"	"禾本科"	"画眉草属"	"小画眉草"	"农田杂草的防治方法主要有人工防治、 化学防治、机械防治、替代控制和生态防治等方法。 （一）人工防治 1.控制杂草种子入田人工防除首先是 尽量勿使杂草种子或繁殖器官进入作物田， 清除地边、路旁的杂草，严格杂草检疫制度， 精选播种材料，特别注意国内没有或尚末 广为传播的杂草必须严格禁止输入或严加控制， 防止扩散，以减少田间杂草来源。 用杂草沤制农家肥时，应将农家含有杂草种子 的肥料经过用薄膜覆盖，高温堆沤2-4周， 腐熟成有机肥料，杀死其发芽力后再用。 2.人工除草结合农事活动， 如在杂草萌发后或生长时期直接进行人工拔除或铲除， 或结合中耕施肥等农耕措施剔除杂草。 （二）机械防治 结合农事活动， 利用农机具或大天型农业机械进行各种耕翻、耙、 中耕松土等措施进行播种前、 出苗前及各生育期等到不同时期除草， 直接杀死、刈割或铲除杂草， （三）化学防除 主要特点是高效、省工， 免去繁重的田间除草劳动。 国内外已有300多种化学除草剂，并加工不同剂型的制剂， 可用于几乎所有的粮食作物、经济作物地的除草。 （四）替代控制 利用覆盖、遮光等原理， 用塑料薄膜覆盖或播种其它作物(或草种) 等方法进行除草。"	"幼苗    第1片真叶线形，长1厘米，先端钝尖，叶缘具细齿，直出平行脉5条。叶鞘边缘上端疏生长毛，无叶舌、叶耳。 成株    秆纤细，丛生，膝曲上升，高15～50厘米，有3～4节。叶鞘短于节间，鞘口有长毛。叶片线形，平展或卷缩，表面粗糙，疏生柔毛，背面光滑，主脉及边缘均有腺体。 花和子实   圆锥花序开展而疏松，长6～15厘米，分枝单生。小穗长3～8毫米，颖锐尖，脉上有腺点。第1外稃长约2毫米，侧脉明显并靠近边缘，主脉上有腺体。内稃长约1．6毫米，弯曲，脊上有纤毛，宿存。颖果近球形，红褐色。"	"郭书普.旱田杂草识别与防治原色图鉴. 合肥:安徽科学技术出版社,2005 张朝贤，张跃进，倪汉文编著．农田杂草防除手册．北京：中国农业出版社，2000"	"Eragrostis poaeoides Beauv．"	"dw00190"		"agridata/images/中国农业有害生物数据库/中国旱地杂草数据库/小画眉草.jpg"
"123"	"多年生草本。早春抽穗。种子繁殖为主。多生于山坡或湿润草地上。为一般性杂草。"	"除新疆、青海、西藏等地外，全国各地均有发生"	"单子叶植物纲"	"莎草目"	"禾本科"	"鹅观草属"	"鹅观草"	"农田杂草的防治方法主要有人工防治、 化学防治、机械防治、替代控制和生态防治等方法。 （一）人工防治 1.控制杂草种子入田人工防除首先是 尽量勿使杂草种子或繁殖器官进入作物田， 清除地边、路旁的杂草，严格杂草检疫制度， 精选播种材料，特别注意国内没有或尚末 广为传播的杂草必须严格禁止输入或严加控制， 防止扩散，以减少田间杂草来源。 用杂草沤制农家肥时，应将农家含有杂草种子 的肥料经过用薄膜覆盖，高温堆沤2-4周， 腐熟成有机肥料，杀死其发芽力后再用。 2.人工除草结合农事活动， 如在杂草萌发后或生长时期直接进行人工拔除或铲除， 或结合中耕施肥等农耕措施剔除杂草。 （二）机械防治 结合农事活动， 利用农机具或大天型农业机械进行各种耕翻、耙、 中耕松土等措施进行播种前、 出苗前及各生育期等到不同时期除草， 直接杀死、刈割或铲除杂草， （三）化学防除 主要特点是高效、省工， 免去繁重的田间除草劳动。 国内外已有300多种化学除草剂，并加工不同剂型的制剂， 可用于几乎所有的粮食作物、经济作物地的除草。 （四）替代控制 利用覆盖、遮光等原理， 用塑料薄膜覆盖或播种其它作物(或草种) 等方法进行除草。"	"成株   根须状。秆丛生，直立或基部倾斜，高30～100厘米，叶鞘光滑，长于节间或上部的较短，处侧边缘常具纤毛。叶片长5～40厘米，通常扁平，光滑或较粗糙。 花和子实    穗状花序，下垂。小穗绿色或带紫色，长13～25毫米(芒除外)。颖卵状披针形至长圆状披针形，先端锐尖，渐尖至具短芒。芒粗糙，直或上部稍有曲折。内稃稍长或稍短于外稃，先端钝头。子房先端具毛茸，倒卵状长圆形。"	"郭书普.旱田杂草识别与防治原色图鉴. 合肥:安徽科学技术出版社,2005 张朝贤，张跃进，倪汉文编著．农田杂草防除手册．北京：中国农业出版社，2000"	"Roegneria kamoji Ohwi"	"dw00191"	"弯穗鹅观草、莓串草"	"agridata/images/中国农业有害生物数据库/中国旱地杂草数据库/鹅观草.jpg"
"124"	"多年生草本。苗期3～4月份，花果期4～6月份，多以根状茎繁殖。多生于路旁、山坡、草地，为果园、桑园及茶园的恶性杂草，亦发生于耕作粗放的秋熟旱地。 幼苗   第1片真叶线状披针形，边缘略粗糙，中脉显著，略带紫色。叶舌干膜质，叶鞘和叶片有不明显交接区。"	"全国各地均有发生，尤以黄河流域以南各省区危害较重"	"单子叶植物纲"	"莎草目"	"禾本科"	"白茅属"	"白茅"	"农田杂草的防治方法主要有人工防治、 化学防治、机械防治、替代控制和生态防治等方法。 （一）人工防治 1.控制杂草种子入田人工防除首先是 尽量勿使杂草种子或繁殖器官进入作物田， 清除地边、路旁的杂草，严格杂草检疫制度， 精选播种材料，特别注意国内没有或尚末 广为传播的杂草必须严格禁止输入或严加控制， 防止扩散，以减少田间杂草来源。 用杂草沤制农家肥时，应将农家含有杂草种子 的肥料经过用薄膜覆盖，高温堆沤2-4周， 腐熟成有机肥料，杀死其发芽力后再用。 2.人工除草结合农事活动， 如在杂草萌发后或生长时期直接进行人工拔除或铲除， 或结合中耕施肥等农耕措施剔除杂草。 （二）机械防治 结合农事活动， 利用农机具或大天型农业机械进行各种耕翻、耙、 中耕松土等措施进行播种前、 出苗前及各生育期等到不同时期除草， 直接杀死、刈割或铲除杂草， （三）化学防除 主要特点是高效、省工， 免去繁重的田间除草劳动。 国内外已有300多种化学除草剂，并加工不同剂型的制剂， 可用于几乎所有的粮食作物、经济作物地的除草。 （四）替代控制 利用覆盖、遮光等原理， 用塑料薄膜覆盖或播种其它作物(或草种) 等方法进行除草。"	"成株   根茎长，密生鳞片。秆丛生，直立，高25～80厘米。叶鞘老时在基部常破碎成纤维状。叶片线形或线状披针形，长5～60厘米，宽2～8毫米，背面及边缘粗糙，主脉在背面明显突出，并向基部渐粗大而质硬。 花和子实   圆锥花序圆柱状，长5～20厘米，分枝短缩密集。小穗披针形或长圆形，基部密生长10～15毫米丝状柔毛。第1外稃卵状长圆形，先端钝。第2外稃披针形，先端尖。雄蕊2枚，花药黄色。带稃颖果，基部密生长7．8～12毫米的白色丝状柔毛。"	"郭书普.旱田杂草识别与防治原色图鉴. 合肥:安徽科学技术出版社,2005 张朝贤，张跃进，倪汉文编著．农田杂草防除手册．北京：中国农业出版社，2000"	"Imperata cylindrica  (L．)Beauv．var．major(Nees)C．E．Hubb"	"dw00192"	"茅针、茅根"	"agridata/images/中国农业有害生物数据库/中国旱地杂草数据库/白茅.jpg"
"125"	"短期多年生草本。种子或分根繁殖。生于草原、牧场、草坪和荒地。我国引种作牧草。一般性杂草。为赤霉病和冠锈病寄主。"	"全国各地均发生"	"单子叶植物纲"	"莎草目"	"禾本科"	"黑麦草属"	"黑麦草"	"农田杂草的防治方法主要有人工防治、 化学防治、机械防治、替代控制和生态防治等方法。 （一）人工防治 1.控制杂草种子入田人工防除首先是 尽量勿使杂草种子或繁殖器官进入作物田， 清除地边、路旁的杂草，严格杂草检疫制度， 精选播种材料，特别注意国内没有或尚末 广为传播的杂草必须严格禁止输入或严加控制， 防止扩散，以减少田间杂草来源。 用杂草沤制农家肥时，应将农家含有杂草种子 的肥料经过用薄膜覆盖，高温堆沤2-4周， 腐熟成有机肥料，杀死其发芽力后再用。 2.人工除草结合农事活动， 如在杂草萌发后或生长时期直接进行人工拔除或铲除， 或结合中耕施肥等农耕措施剔除杂草。 （二）机械防治 结合农事活动， 利用农机具或大天型农业机械进行各种耕翻、耙、 中耕松土等措施进行播种前、 出苗前及各生育期等到不同时期除草， 直接杀死、刈割或铲除杂草， （三）化学防除 主要特点是高效、省工， 免去繁重的田间除草劳动。 国内外已有300多种化学除草剂，并加工不同剂型的制剂， 可用于几乎所有的粮食作物、经济作物地的除草。 （四）替代控制 利用覆盖、遮光等原理， 用塑料薄膜覆盖或播种其它作物(或草种) 等方法进行除草。"	"幼苗   胚芽鞘，松弛，紫色。叶长3～4．5厘米，光滑无毛。 成株   秆成疏丛，质地柔软，基部常斜卧，高30～60厘米。叶鞘疏松，通常短于节间。叶片质地柔软，被微柔毛，长10～20厘米。 花和子实    穗状花序长10～20厘米，宽5～7毫，穗轴节间长5～10毫米。上穗有7到11小花。小穗轴节间，无滑无毛。边缘狭膜质。外稃披针形，质地较柔软，顶端通常无芒，或在上部小穗具有短芒，第1小花外稃长约7毫米。内稃与外稃等长，脊上生短纤毛。颖果矩圆形，棕褐色至深棕色。顶端具毛茸，腹面凹。"	"郭书普.旱田杂草识别与防治原色图鉴. 合肥:安徽科学技术出版社,2005 张朝贤，张跃进，倪汉文编著．农田杂草防除手册．北京：中国农业出版社，2000"	"Lolium perenne L．"	"dw00193"	"多年生黑麦草"	"agridata/images/中国农业有害生物数据库/中国旱地杂草数据库/黑麦草.jpg"
"126"	"通常夏季抽穗。根茎和种子繁殖。其匍匐茎蔓延甚速。性喜水湿环境，生长于水旁、水沟边和水田边。为水田及湿润秋熟旱作地的主要杂草之一。多从沟边、埂边逐渐侵入农田的方式，形成草害，直至草荒。"		"单子叶植物纲"	"莎草目"	"禾本科"	"雀稗属"	"双穗雀稗"	"农田杂草的防治方法主要有人工防治、 化学防治、机械防治、替代控制和生态防治等方法。 （一）人工防治 1.控制杂草种子入田人工防除首先是 尽量勿使杂草种子或繁殖器官进入作物田， 清除地边、路旁的杂草，严格杂草检疫制度， 精选播种材料，特别注意国内没有或尚末 广为传播的杂草必须严格禁止输入或严加控制， 防止扩散，以减少田间杂草来源。 用杂草沤制农家肥时，应将农家含有杂草种子 的肥料经过用薄膜覆盖，高温堆沤2-4周， 腐熟成有机肥料，杀死其发芽力后再用。 2.人工除草结合农事活动， 如在杂草萌发后或生长时期直接进行人工拔除或铲除， 或结合中耕施肥等农耕措施剔除杂草。 （二）机械防治 结合农事活动， 利用农机具或大天型农业机械进行各种耕翻、耙、 中耕松土等措施进行播种前、 出苗前及各生育期等到不同时期除草， 直接杀死、刈割或铲除杂草， （三）化学防除 主要特点是高效、省工， 免去繁重的田间除草劳动。 国内外已有300多种化学除草剂，并加工不同剂型的制剂， 可用于几乎所有的粮食作物、经济作物地的除草。 （四）替代控制 利用覆盖、遮光等原理， 用塑料薄膜覆盖或播种其它作物(或草种) 等方法进行除草。"	"幼苗    青绿色，直立。胚芽鞘膜质，较短。第l片叶较短宽，第2片叶渐长，叶鞘无毛。 成株   具根茎。秆匍匐地面，节上生根，花枝高20～60厘米。叶鞘松弛，压扁，背部有脊。叶片平展，线形，较薄而柔软。 花和子实   总状花序长3～6．5厘米，通常2个生于总轴顶端，稀有于其下再生1个而共为3个的。穗轴宽约1．5毫米，边缘稍呈波状而微粗糙。小穗成两行排列于穗轴之一侧，椭圆形，先端急尖。颖果浅褐色，长椭圆形。"	"郭书普.旱田杂草识别与防治原色图鉴. 合肥:安徽科学技术出版社,2005 张朝贤，张跃进，倪汉文编著．农田杂草防除手册．北京：中国农业出版社，2000"	"Paspalum paspaloides(Michx．)Scribn．-Paspalumdistichum Auct．non L．"	"dw00194"		"agridata/images/中国农业有害生物数据库/中国旱地杂草数据库/双穗雀稗.jpg"
"127"	"二年生草本。苗期秋末冬初，北方地区可迟至第2年春天萌发，一般早春抽穗开花，果期3～5月份。为夏熟作物田及蔬菜田杂草。局部地区蔬菜田、麦田和油菜田危害较重。"	"几乎广布于全国，也是世界广布性杂草"	"单子叶植物纲"	"莎草目"	"禾本科"	"早熟禾属"	"早熟禾"	"农田杂草的防治方法主要有人工防治、 化学防治、机械防治、替代控制和生态防治等方法。 （一）人工防治 1.控制杂草种子入田人工防除首先是 尽量勿使杂草种子或繁殖器官进入作物田， 清除地边、路旁的杂草，严格杂草检疫制度， 精选播种材料，特别注意国内没有或尚末 广为传播的杂草必须严格禁止输入或严加控制， 防止扩散，以减少田间杂草来源。 用杂草沤制农家肥时，应将农家含有杂草种子 的肥料经过用薄膜覆盖，高温堆沤2-4周， 腐熟成有机肥料，杀死其发芽力后再用。 2.人工除草结合农事活动， 如在杂草萌发后或生长时期直接进行人工拔除或铲除， 或结合中耕施肥等农耕措施剔除杂草。 （二）机械防治 结合农事活动， 利用农机具或大天型农业机械进行各种耕翻、耙、 中耕松土等措施进行播种前、 出苗前及各生育期等到不同时期除草， 直接杀死、刈割或铲除杂草， （三）化学防除 主要特点是高效、省工， 免去繁重的田间除草劳动。 国内外已有300多种化学除草剂，并加工不同剂型的制剂， 可用于几乎所有的粮食作物、经济作物地的除草。 （四）替代控制 利用覆盖、遮光等原理， 用塑料薄膜覆盖或播种其它作物(或草种) 等方法进行除草。"	"幼苗   初生叶线状披针形，略内折，先端舟形。叶鞘光滑，中下部闭合，淡绿色，常带紫色。 成株    植株矮小。秆丛生，直立或基部稍倾斜，细弱，高7～25厘米。叶片柔软，先端船形，长2～10厘米，宽l～5毫米。 花和子实    圆锥花序开展，每节有l～3分枝。分枝光滑，小穗长3～6毫米。颖有宽膜质边缘。外稃卵圆形，先端有宽膜质边缘。内稃与外稃等长或稍短。颖果纺锤形，有三棱，深黄褐色。顶部钝圆，有毛茸。"	"郭书普.旱田杂草识别与防治原色图鉴. 合肥:安徽科学技术出版社,2005 张朝贤，张跃进，倪汉文编著．农田杂草防除手册．北京：中国农业出版社，2000"	"Poa annua L．"	"dw00195"	"小鸡草"	"agridata/images/中国农业有害生物数据库/中国旱地杂草数据库/早熟禾.jpg"
"128"	"一年生草本。4～6月份开花。种子繁殖。多发生于潮湿之地。为夏熟作物田杂草。危害不重。"	"除东北、西北外，全国各省区均有发生"	"单子叶植物纲"	"莎草目"	"禾本科"	"棒头草属"	"棒头草"	"农田杂草的防治方法主要有人工防治、 化学防治、机械防治、替代控制和生态防治等方法。 （一）人工防治 1.控制杂草种子入田人工防除首先是 尽量勿使杂草种子或繁殖器官进入作物田， 清除地边、路旁的杂草，严格杂草检疫制度， 精选播种材料，特别注意国内没有或尚末 广为传播的杂草必须严格禁止输入或严加控制， 防止扩散，以减少田间杂草来源。 用杂草沤制农家肥时，应将农家含有杂草种子 的肥料经过用薄膜覆盖，高温堆沤2-4周， 腐熟成有机肥料，杀死其发芽力后再用。 2.人工除草结合农事活动， 如在杂草萌发后或生长时期直接进行人工拔除或铲除， 或结合中耕施肥等农耕措施剔除杂草。 （二）机械防治 结合农事活动， 利用农机具或大天型农业机械进行各种耕翻、耙、 中耕松土等措施进行播种前、 出苗前及各生育期等到不同时期除草， 直接杀死、刈割或铲除杂草， （三）化学防除 主要特点是高效、省工， 免去繁重的田间除草劳动。 国内外已有300多种化学除草剂，并加工不同剂型的制剂， 可用于几乎所有的粮食作物、经济作物地的除草。 （四）替代控制 利用覆盖、遮光等原理， 用塑料薄膜覆盖或播种其它作物(或草种) 等方法进行除草。"	"幼苗    第1片真叶带状，长约33毫米，先端急尖，有3条直出平行脉。 成株    秆丛生，光滑无毛，高15～75厘米。叶鞘光滑无毛。叶舌膜质，长圆形，长3～8毫米，常2裂或顶端呈不整齐的齿裂。叶片扁平，微粗糙或背部光滑。 花和子实   圆锥花序穗状，长圆形或兼卵形，较疏松，有缺刻或有间断。小穗灰绿色或部分带紫色。颖几相等，长圆形，全部粗糙。芒从裂口伸出，细直，微粗糙。外稃光滑，先端具微齿。芒易脱落。颖果椭圆形，一面扁平，长约1毫米。"	"郭书普.旱田杂草识别与防治原色图鉴. 合肥:安徽科学技术出版社,2005 张朝贤，张跃进，倪汉文编著．农田杂草防除手册．北京：中国农业出版社，2000"	"Polypogon fugax Nees ex Steud—Polypogon higegaweri Steud．"	"dw00196"		"agridata/images/中国农业有害生物数据库/中国旱地杂草数据库/棒头草.jpg"
