"id"	"名称"	"种类"	"链接"
"1769"	"褐足角胸叶甲"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/褐足角胸叶甲.jpg"
"1770"	"西北麦蝽"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/西北麦蝽.jpg"
"1771"	"谷婪步甲"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/谷婪步甲.jpg"
"1772"	"谷子负泥甲"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/谷子负泥甲.jpg"
"1773"	"谷类大蚊"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/谷类大蚊.jpg"
"1774"	"谷鳞斑叶甲"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/谷鳞斑叶甲.jpg"
"1775"	"豆二条萤叶甲"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/豆二条萤叶甲.jpg"
"1776"	"豆卷叶野螟"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/豆卷叶野螟.jpg"
"1777"	"豆叶东潜蝇"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/豆叶东潜蝇.jpg"
"1778"	"豆叶螨"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/豆叶螨.jpg"
"1779"	"豆天蛾"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/豆天蛾.jpg"
"1780"	"豆根蛇潜蝇"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/豆根蛇潜蝇.jpg"
"1781"	"豆灰蝶"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/豆灰蝶.jpg"
"1782"	"豆秆黑潜蝇"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/豆秆黑潜蝇.jpg"
"1783"	"豆突眼长蝽"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/豆突眼长蝽.jpg"
"1784"	"豆芫菁"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/豆芫菁.jpg"
"1785"	"豆蚀叶野螟"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/豆蚀叶野螟.jpg"
"1786"	"豇豆荚螟"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/豇豆荚螟.jpg"
"1787"	"赤拟谷盗"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/赤拟谷盗.jpg"
"1788"	"赤须盲蝽"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/赤须盲蝽.jpg"
"1789"	"铜绿丽金龟"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/铜绿丽金龟.jpg"
"1790"	"银川油葫芦"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/银川油葫芦.jpg"
"1791"	"银纹夜蛾"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/银纹夜蛾.jpg"
"1792"	"银锭夜蛾"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/银锭夜蛾.jpg"
"1793"	"锯谷盗"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/锯谷盗.jpg"
"1794"	"隐纹谷弄蝶"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/隐纹谷弄蝶.jpg"
"1795"	"马铃薯二十八星瓢虫"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/马铃薯二十八星瓢虫.jpg"
"1796"	"马铃薯块茎蛾"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/马铃薯块茎蛾.jpg"
"1797"	"马铃薯甲虫"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/马铃薯甲虫.jpg"
"1798"	"高粱条螟"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/高粱条螟.jpg"
"1799"	"高粱瘿蚊"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/高粱瘿蚊.jpg"
"1800"	"高粱穗隐斑螟"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/高粱穗隐斑螟.jpg"
"1801"	"高粱舟蛾"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/高粱舟蛾.jpg"
"1802"	"高粱芒蝇"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/高粱芒蝇.jpg"
"1803"	"高粱蚜"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/高粱蚜.jpg"
"1804"	"高粱长蝽象"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/高粱长蝽象.jpg"
"1805"	"麦二叉蚜"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/麦二叉蚜.jpg"
"1806"	"麦凹胫跳甲"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/麦凹胫跳甲.jpg"
"1807"	"麦双尾蚜"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/麦双尾蚜.jpg"
"1808"	"麦叶蜂"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/麦叶蜂.jpg"
"1809"	"麦无网长管蚜"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/麦无网长管蚜.jpg"
"1810"	"麦根蝽象"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/麦根蝽象.jpg"
"1811"	"麦水蝇"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/麦水蝇.jpg"
"1812"	"麦田斑须蝽"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/麦田斑须蝽.jpg"
"1813"	"麦秆蝇"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/麦秆蝇.jpg"
"1814"	"麦种蝇"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/麦种蝇.jpg"
"1815"	"麦穗夜蛾"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/麦穗夜蛾.jpg"
"1816"	"麦茎异跗萤叶甲"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/麦茎异跗萤叶甲.jpg"
"1817"	"麦茎蜂"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/麦茎蜂.jpg"
"1818"	"麦茎谷蛾"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/麦茎谷蛾.jpg"
"1819"	"麦蛾"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/麦蛾.jpg"
"1820"	"麦蜘蛛"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/麦蜘蛛.jpg"
"1821"	"麦长管蚜"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/麦长管蚜.jpg"
"1822"	"麦黑斑潜叶蝇"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/麦黑斑潜叶蝇.jpg"
"1823"	"黄地老虎"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/黄地老虎.jpg"
"1824"	"黄尾球跳甲"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/黄尾球跳甲.jpg"
"1825"	"黄斑长跗萤叶甲"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/黄斑长跗萤叶甲.jpg"
"1826"	"黄星蝗"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/黄星蝗.jpg"
"1827"	"黍蚜"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/黍蚜.jpg"
"1828"	"黑点银纹夜蛾"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/黑点银纹夜蛾.jpg"
"1829"	"黑皱鳃金龟"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/黑皱鳃金龟.jpg"
"1830"	"黑额光叶甲"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/黑额光叶甲.jpg"
"1831"	"黑麦秆蝇"	"中国旱粮作物害虫数据库"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/黑麦秆蝇.jpg"
"1832"	"丝大蓟马"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/丝大蓟马.jpg"
"1833"	"中华弧丽金龟"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/中华弧丽金龟.jpg"
"1834"	"中国豆芫菁"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/中国豆芫菁.jpg"
"1835"	"二星蝽"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/二星蝽.jpg"
"1836"	"二条叶甲"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/二条叶甲.jpg"
"1837"	"侧多食跗线螨害"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/侧多食跗线螨害.jpg"
"1838"	"北京油葫芦"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/北京油葫芦.jpg"
"1839"	"南亚寡鬃实蝇"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/南亚寡鬃实蝇.jpg"
"1840"	"南瓜斜斑天牛"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/南瓜斜斑天牛.jpg"
"1841"	"双斑大蟋"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/双斑大蟋.jpg"
"1842"	"双斑萤叶甲"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/双斑萤叶甲.jpg"
"1843"	"双线盗毒蛾"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/双线盗毒蛾.jpg"
"1844"	"地中海实蝇"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/地中海实蝇.jpg"
"1845"	"大扁头蟋"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/大扁头蟋.jpg"
"1846"	"大斑芫菁"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/大斑芫菁.jpg"
"1847"	"大豆小夜蛾"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/大豆小夜蛾.jpg"
"1848"	"大豆荚瘿蚊"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/大豆荚瘿蚊.jpg"
"1849"	"大豆蚜"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/大豆蚜.jpg"
"1850"	"小绿叶蝉"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/小绿叶蝉.jpg"
"1851"	"康氏粉蚧"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/康氏粉蚧.jpg"
"1852"	"斑背安缘蝽"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/斑背安缘蝽.jpg"
"1853"	"斑鞘豆叶甲"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/斑鞘豆叶甲.jpg"
"1854"	"斗蟋"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/斗蟋.jpg"
"1855"	"无斑弧丽金龟"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/无斑弧丽金龟.jpg"
"1856"	"显尾瓜实蝇"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/显尾瓜实蝇.jpg"
"1857"	"条蜂缘蝽"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/条蜂缘蝽.jpg"
"1858"	"棉双斜卷蛾"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/棉双斜卷蛾.jpg"
"1859"	"棉叶蝉"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/棉叶蝉.jpg"
"1860"	"棕灰蝶"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/棕灰蝶.jpg"
"1861"	"毛胫夜蛾"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/毛胫夜蛾.jpg"
"1862"	"烟粉虱"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/烟粉虱.jpg"
"1863"	"焰夜蛾"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/焰夜蛾.jpg"
"1864"	"瓜蔓颅沟饰冠小蠹"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/瓜蔓颅沟饰冠小蠹.jpg"
"1865"	"瓜褐蝽"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/瓜褐蝽.jpg"
"1866"	"番茄斑潜蝇"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/番茄斑潜蝇.jpg"
"1867"	"番茄瘿螨"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/番茄瘿螨.jpg"
"1868"	"白雪灯蛾"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/白雪灯蛾.jpg"
"1869"	"眼斑芫菁"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/眼斑芫菁.jpg"
"1870"	"神泽氏叶螨"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/神泽氏叶螨.jpg"
"1871"	"稀点雪灯蛾"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/稀点雪灯蛾.jpg"
"1872"	"端大蓟马"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/端大蓟马.jpg"
"1873"	"红棕灰夜蛾"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/红棕灰夜蛾.jpg"
"1874"	"红背安缘蝽"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/红背安缘蝽.jpg"
"1875"	"细角瓜蝽"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/细角瓜蝽.jpg"
"1876"	"美洲斑潜蝇"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/美洲斑潜蝇.jpg"
"1877"	"色蓟马"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/色蓟马.jpg"
"1878"	"芝麻天蛾"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/芝麻天蛾.jpg"
"1879"	"苹斑芫菁"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/苹斑芫菁.jpg"
"1880"	"茄蚤跳甲"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/茄蚤跳甲.jpg"
"1881"	"菜豆根蚜"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/菜豆根蚜.jpg"
"1882"	"葡萄长须卷蛾"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/葡萄长须卷蛾.jpg"
"1883"	"褐卷蛾"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/褐卷蛾.jpg"
"1884"	"豆叶螨"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/豆叶螨.jpg"
"1885"	"豆小卷叶蛾"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/豆小卷叶蛾.jpg"
"1886"	"豆根蛇潜蝇"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/豆根蛇潜蝇.jpg"
"1887"	"豆灰蝶"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/豆灰蝶.jpg"
"1888"	"豆突眼长蝽"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/豆突眼长蝽.jpg"
"1889"	"豌豆修尾蚜"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/豌豆修尾蚜.jpg"
"1890"	"辣椒实蝇"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/辣椒实蝇.jpg"
"1891"	"银川油葫芦"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/银川油葫芦.jpg"
"1892"	"黄斑大蚊"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/黄斑大蚊.jpg"
"1893"	"黄斑长跗萤叶甲"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/黄斑长跗萤叶甲.jpg"
"1894"	"黄瓜天牛"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/黄瓜天牛.jpg"
"1895"	"黄胸蓟马"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/黄胸蓟马.jpg"
"1896"	"黄草地螟"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/黄草地螟.jpg"
"1897"	"黄领麻纹灯蛾"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/黄领麻纹灯蛾.jpg"
"1898"	"黑足黑守瓜"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/黑足黑守瓜.jpg"
"1899"	"黑龙江筒喙象"	"中国果菜类蔬菜害虫数据库"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/黑龙江筒喙象.jpg"
"1900"	"侧多食跗线螨"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/侧多食跗线螨.jpg"
"1901"	"光盾绿天牛"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/光盾绿天牛.jpg"
"1902"	"八点广翅蜡蝉"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/八点广翅蜡蝉.jpg"
"1903"	"六星吉丁虫"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/六星吉丁虫.jpg"
"1904"	"双线盗毒蛾"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/双线盗毒蛾.jpg"
"1905"	"吹绵蚧"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/吹绵蚧.jpg"
"1906"	"咖啡豹蠹蛾"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/咖啡豹蠹蛾.jpg"
"1907"	"嘴壶夜蛾"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/嘴壶夜蛾.jpg"
"1908"	"堆蜡粉蚧"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/堆蜡粉蚧.jpg"
"1909"	"大头蟋蟀"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/大头蟋蟀.jpg"
"1910"	"大绿蝽"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/大绿蝽.jpg"
"1911"	"大绿象虫"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/大绿象虫.jpg"
"1912"	"大蓑蛾"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/大蓑蛾.jpg"
"1913"	"大造桥虫"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/大造桥虫.jpg"
"1914"	"大钩翅尺蛾"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/大钩翅尺蛾.jpg"
"1915"	"大青蝗"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/大青蝗.jpg"
"1916"	"小绿象虫"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/小绿象虫.jpg"
"1917"	"小蓑蛾"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/小蓑蛾.jpg"
"1918"	"彩肖金夜蛾"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/彩肖金夜蛾.jpg"
"1919"	"恶性叶甲"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/恶性叶甲.jpg"
"1920"	"扁刺蛾"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/扁刺蛾.jpg"
"1921"	"拟小黄卷叶蛾"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/拟小黄卷叶蛾.jpg"
"1922"	"斑喙丽金龟子"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/斑喙丽金龟子.jpg"
"1923"	"斑衣蜡蝉"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/斑衣蜡蝉.jpg"
"1924"	"斜纹夜蛾"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/斜纹夜蛾.jpg"
"1925"	"旋目夜蛾"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/旋目夜蛾.jpg"
"1926"	"星天牛"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/星天牛.jpg"
"1927"	"曲胫侎缘蝽"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/曲胫侎缘蝽.jpg"
"1928"	"枯叶夜蛾"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/枯叶夜蛾.jpg"
"1929"	"枸橘潜叶甲"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/枸橘潜叶甲.jpg"
"1930"	"柑橘凤蝶"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/柑橘凤蝶.jpg"
"1931"	"柑橘同型巴蜗牛"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/柑橘同型巴蜗牛.jpg"
"1932"	"柑橘吸果夜蛾"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/柑橘吸果夜蛾.jpg"
"1933"	"柑橘大实蝇"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/柑橘大实蝇.jpg"
"1934"	"柑橘始叶螨"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/柑橘始叶螨.jpg"
"1935"	"柑橘小实蝇"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/柑橘小实蝇.jpg"
