"id"	"主要危害部位"	"地理分布"	"为害症状"	"病害类型"	"中文名"	"病原中文名"	"病原拉丁学名"	"主要危害作物"	"别名"	"病原分类地位"	"病原形态特征"	"相关文献"	"防治方法"	"英文名"	"记录号"	"传播途径和发病条件"	"图片"
"44"	"叶片"		"青花菜、紫甘蓝苗期染病，叶片产生褪绿近圆形斑点，直径2～3毫米，后整个叶片颜色变淡或变为浓淡相间绿色斑驳。成株染病除嫩叶现浓淡不均斑驳外，老叶背面生有黑色坏死斑点，病株结球晚且松散。种株染病，叶片上现出斑驳，并伴有叶脉轻度坏死。"	"病毒"	"青花菜、紫甘蓝病毒病"	"芜菁花叶病毒,黄瓜花叶病毒"	"Turnip mosaic virus简称TuMV,黄瓜花叶病毒(Cucumber mosaic virus简称(CMV)"	"十字花科蔬菜"			"芜菁花叶病毒  (Turnip mosaic virus简称TuMV)，形态特征见乌塌菜病毒病。黄瓜花叶病毒(Cucumber mosaic virus简称(CMV)黄瓜花叶病毒寄主范围39科117种植物，病毒颗粒球状，直径28～30纳米。病毒汁液稀释限点1000～10000倍，钝化温度60～70℃，10分钟，体外存活期3～4天，不耐干燥，在指示植物普通烟、心叶烟及曼陀罗上呈系统花叶，在黄瓜上也现系统花叶。烟草花叶病毒(Tobacco mosaic virus简称TMV)。病毒粒体杆状，约280×15纳米，失毒温度90～93℃10分钟，稀释限点1000000倍，体外保毒期72～96小时，在无菌条件下致病力达数年，在干燥病组织内存活30年以上；该病毒在田间存有不同株系，因其致病力的差异及与其他病毒的复合侵染，形成症状的多样性。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"(1)选种抗病品种。种子经78℃干热处理48小时可去除种子传染病毒。(2)调整蔬菜布局，合理间、套、轮作，发现病株及时拔除。(3)适期早播，躲过高温及蚜虫猖獗季节，适时蹲苗应据天气、土壤和苗情掌握，一般轻蹲十几天即可。蹲苗时间过长，妨碍根系生长发育，容易染病。(4)水分管理。为了防止地温升高，播后浇水有利于降低地温。连续浇水，地温稳定，可防止病毒病的发生。(5)苗期防蚜至关重要，要尽一切可能把传毒蚜虫消灭在毒源植物上，尤其春季气温升高后对采种株及春播十字花科蔬菜的蚜虫更要早防。(6)发病初期开始喷洒20％毒克星可湿性粉剂500倍液或5％菌毒清可湿性粉剂500倍液、0．5％抗毒剂l号水剂300倍液、20％病毒宁水溶性粉剂500倍液、83增抗剂100倍液，隔10天1次，连续防治2～3次。采收前5天停止用药。"	"Broccoli and Purple cabbage virus disease"	"ed00185"	"冬季不种十字花科蔬菜的地区，病毒在窖藏的甘蓝、大白菜、萝卜青花菜或越冬菠菜上越冬，冬季如栽植十字花科蔬菜，病毒则在寄主体内越冬，翌年春天由蚜虫把毒源从越冬寄主上传到春季青花菜、紫甘蓝、甘蓝、水萝卜、油菜、青菜等十字花科蔬菜及野油菜上。南方由于终年长有上述十字花科植物，则无明显越冬现象，感病的十字花科蔬菜、野油菜等十字花科杂草都是重要初侵染源。十字花科蔬菜种株采收后，桃蚜、菜缢管蚜、甘蓝蚜等迁飞到夏季生长的小白菜、油菜、菜薹、萝卜等十字花科蔬菜上，又把毒源传到秋季青花菜上，如此循环，周而复始，此外病毒汁液接触也能传毒。研究指出TuMV和CMV除蚜虫传毒外，还发现有自然非蚜传株系存在，给防治带来困难。生产上遇有播种早，毒源或蚜虫多，再加上管理粗放，地势低不通风或土壤干燥，缺水、缺肥时发病重。地温高或持续时间长，根系生长发育受抑，地上部朽住不长，寄主抗病力下降，此外，高温还会缩短病毒潜育期，28℃芜菁花叶病毒潜育期3～14天，10℃25～30天或不显症。本病春秋两季或反季节栽培时，蚜虫发生高峰期与青花菜、紫甘蓝感病期吻合，并遇有气温15～20℃，相对湿度75％以下易发病。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/青花菜、紫甘蓝病毒病.jpg"
"45"	"叶片"		"一般花期开始发病，先在叶片上出现褪绿黄斑，后形成大型环斑或斑驳。有些品种出现明脉或叶脉变色。"	"病毒"	"丝瓜(WMV)斑驳花叶病"	"西瓜花叶病毒"	"Watermelon mosaic virus简称WMV"	"丝瓜"			"病毒粒体线条状，长约750×13纳米，粒体分散在细胞质细胞核内，内含体为风轮状结晶。钝化温度60～65℃经10分钟，稀释限点100～100000倍，体外保毒期16～32天。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"(1)选用夏棠1号、天河夏丝瓜、3号丝瓜、长度丝瓜、短度丝瓜等耐热品种可减轻发病。(2)其它方法参见西葫芦花叶病。"	"Vegetable sponge virus disease"	"ed00186"	"靠桃蚜和棉蚜进行非持久性传毒，也可借病毒汁液摩擦传播蔓延。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/丝瓜(WMV)斑驳花叶病.jpg"
"46"	"叶"		"主要表现叶绿素分布不均，叶面出现黄斑或深浅相间斑驳花叶，有时沿叶脉叶绿素浓度增高，形成深绿色相间带，严重的致叶面凹凸不平，脉皱曲变形。一般新叶症状较老叶明显。病情严重的，茎蔓和顶叶扭缩，果实染病出现褪绿斑。开花结果后病情趋于加重。"	"病毒"	"笋瓜花叶病"	"南瓜花叶病毒"	"Squash mosaic virus简称SqMV"	"只侵染瓜类及豆科植物。"			"病毒粒体球形，直径25～30纳米。病毒汁液稀释限点10000～1000000倍，钝化温度70～80℃，体外存活期28天以上。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"(1)从无病株选留种子，防止种子传毒。(2)加强田间管理，及时防治蚜虫、叶甲等。(3)商品种子用10％磷酸三钠浸种20分钟。水洗后播种。(4)发病初期开始喷洒20％毒克星可湿性粉剂500倍液或1．5％植病灵乳剂1000倍液、83增抗剂100倍液、5％菌毒清水剂400倍液、20％病毒宁水溶性粉剂500倍液、隔10天左右1次，连续防治2～3次。采收前5天停止用药。"	"Winter squash mosaic"	"ed00187"	"笋瓜花叶病毒主要通过汁液摩擦或黄瓜条叶甲、11星叶甲等传毒。田间种子带毒率高、管理粗放、虫害多，发病也重。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/笋瓜花叶病.jpg"
"48"	"整株系统性侵染"		"系统感染辣椒，叶片表现轻微斑驳，有时表现略皱缩。幼苗染病产生系统性枯斑，但不致死。果实染病症状较明显，产生环斑或条斑及坏死斑点，发病早的，植株的生长发育会受到阻碍"	"病毒"	"甜椒、辣椒(CaMV)花叶病"	"辣椒斑驳病毒"	"Capsicum mottle virus简称CaMV"	"除感染辣椒外，还感染苋色藜及隐约感染昆诺阿藜、墙生藜、曼陀罗、千日红等，表现为局部坏死斑。"			"病毒粒子直杆状，有长短两种，多为300～312×15纳米，少数为90～105×15纳米，致死温度90～100℃，稀释限点100000000～1000000000倍，体外保毒期40多天。我国新疆已分离到与澳大利亚报道的CaMV基本一致，是Tohamoviruses的一个新成员。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"(1)选用中椒2～7号，甜杂1、2、6号，农发、农乐、津椒2号、3号，辽椒4号，吉椒2号，早丰1号，苏椒2号、3号，皖椒1号、早杂2号、湘研1～6号、线椒8212等抗病毒病品种。(2)适时播种，培育壮苗。要求秧苗株型矮壮，第一分杈具花蕾时定植。(3)种子用10％磷酸三钠浸种20～30分钟后洗净催芽，在分苗、定植前，或花期分别喷洒0．1％～0．2％硫酸锌。(4)利用保护地设施，于终霜前20～25天定植，或采用塑料膜覆盖栽培，促其早栽、早结果，进入病毒盛发期辣椒已花果满枝，根系发达，植株老健，抗病能力强。(5)采用配方施肥技术，施足基肥，勤浇水。尤其采收期需勤施肥、浇水。(6)遮荫栽培及时防蚜虫。可与高粱、玉米等高杆作物间作，减轻病毒病发生。蚜虫防治法参照本书蚜虫。(7)喷洒5％菌毒清可湿性粉剂500倍液、20％病毒宁水溶性粉剂500倍液、NS一83增抗剂100倍液、20％毒克星可湿性粉剂500倍液、0．5％抗毒剂1号水剂200～300倍液，植物病毒钝化剂912 667m 2 用药粉75克加温水稀释成糊状，用l kg开水浸泡12小时，充分搅匀晾凉后，对水15kg，于定植后，初果期、盛果期早晚各喷1次，此外也可用弱毒疫苗N14、卫星核糖核酸(即卫星病毒)s52."	"Sweet pepper and Pepper mosaic"	"ed00189"	"汁液易传播。在新疆自然发生率高，占21．3％，是主要毒源之一。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/甜椒、辣椒(CaMV)花叶病.jpg"
"49"	"全株"		"由甜菜曲顶病毒引起的甜、辣椒病毒病，老叶叶缘向上卷曲，幼叶卷曲显著，叶柄明显下弯，发病早的植株明显变黄和矮化，结果少或不结果，即使坐果，果实变小、畸形、过早成熟，病株一般不能存活。"	"病毒"	"甜椒、辣椒(CTV)病毒病"	"甜菜曲顶病毒"	"Beet curly—top virus简称CTV"	"甜椒、辣椒等"			"参见番茄曲顶病毒病。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"参见番茄曲顶病毒病。"	"Sweet pepper and Pepper virus disease"	"ed00190"	"参见番茄曲顶病毒病。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/甜椒、辣椒(CTV)病毒病.jpg"
"50"	"叶"		"甜、辣椒黄化条斑病，病株生长点附近叶片上产生畸形、褪绿或花叶，后形成不明显的轮纹，生长点四周茎上生褐色条斑，纵剖维管束变褐，茎基部表皮也变褐，与疫病症状相近。果实染病产生轻微花斑，畸形或产生不规则的褐色坏死斑，生长点枯死是该病特点。番茄斑萎病毒引起的甜、辣椒黄化条斑病的症状易变，有些品种在顶端嫩茎上产生系统坏死和落叶，落叶后又长出的新叶现系统花斑或严重变形，早期染病植株严重矮化。"	"病毒"	"甜椒、辣椒黄化条斑病毒病"	"番茄斑萎病毒"	"Tomato spotted wilt virus简称ToSWV"	"甜椒、辣椒等"			"参见番茄斑萎病毒病。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"参见番茄斑萎病毒病。"	"Sweet pepper and Pepper spotted wilt virus disease"	"ed00191"	"参见番茄斑萎病毒病。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/甜椒、辣椒黄化条斑病毒病.jpg"
"51"	"全株"	"全国分布广泛"	"在田间染病株整株矮缩，黄化蕨叶、不结实或果实小且朽住不长，人工接种叶产生枯斑，并发展成系统斑驳或坏死。"	"病毒"	"甜椒、辣椒枯顶病毒病"	"蚕豆萎蔫病毒辣椒分离物的一个株系"	"Broad bean wilt virus简称BBWV"	"能侵染苋科、豆科、菊科、茄科等25种植物"			"病毒颗粒球形，直径约25纳米，病组织超薄切片在电镜下观察，分散在液泡膜附近的长管状内含体，直径约80纳米，在细胞质中具布纹状结晶体。体外钝化温度为65～70℃，稀释限点10000～100000倍，20-22℃条件下，体外保毒期6天。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"参见甜椒、辣椒CaMV花叶病。"	"Sweet pepper and Pepper top blight virus"	"ed00192"	"该病毒可由桃蚜(Myzus persicae)进行非持久性传毒，在矮牵牛、千日红、奎宁藜上的传毒率分别为55．5％、44．4％及7％。其发生与蚜虫猖獗情况有关，特别是遇有高温干旱的天气，不仅利于蚜虫传毒，还会降低寄生的抗病性，地势低洼、定植晚的连作地易诱发此病。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/甜椒、辣椒枯顶病毒病.jpg"
"52"	"叶,果实"		"茄门甜椒和耐湿辣椒染病后，初在叶上产生褪绿斑点和环斑，大小1～2毫米，暗褐色，后叶坏死；上位叶产生系统褪绿环斑或黄色斑驳，多沿脉扩展，心叶变小，稍扭曲、畸形；湿度大条件下，叶脉或茎部产生坏死条纹，果实上也生褪绿花斑，植株稍黄化，矮缩。"	"病毒"	"甜椒、辣椒苜蓿花叶病毒病"	"苜蓿花叶病毒"	"Alfalfa mosaic virus简称AMV"	"可侵染菜豆、豇豆、蚕豆、茄子、烟草、蔓陀罗和昆诺阿藜，但不侵染番茄。"			"病毒粒体短杆状，其长度电镜下观察到5种不同长度，平均长度分别为59．1纳米、49．5纳米，39．1纳米、28．3纳米和19．3纳米，与苜蓿花叶病毒抗血清呈阳性反应。是我国新发现的为害甜、辣椒的毒源，在北京该毒源常与TMV和CMV复合侵染。是个值得重视的毒源。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"参见甜椒、辣椒(CaMV)花叶病。"	"Sweet pepper and Pepper alfalfa mosaic virus disease"	"ed00193"	"AMV可通过辣椒种子传毒，在田间可通过桃蚜(Myzus persicae)传毒，汁液摩擦接种可侵染菜豆、豇豆、蚕豆、茄子、烟草、蔓陀罗和昆诺阿藜，但不侵染番茄。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/甜椒、辣椒苜蓿花叶病毒病.jpg"
"53"	"全株"		"豌豆病毒病种类很多，国外鉴定出30多种，我国已鉴定出9种，其中BBWV是我国豌豆主要毒源，占检测样本59％，通常表现出重花叶、株矮、叶皱及早枯等严重症状。"	"病毒"	"豌豆(BBWV)病毒病"	"蚕豆萎蔫病毒"	"Broad bean wilt virus简称BBWV"	"豌豆"			"病毒粒体球形，直径25纳米，钝化温度50～55℃，稀释限点1000～10000倍，体外保毒期72小时。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"(1)选用内软1号豌豆等抗病品种。(2)合理规划成片种植，由于近效菜区毒源作物多，面积大，周而复始，发病重。尤其小片地发病更重，提倡向远郊发展，成片集中种植，避病作用明显。(3)选用丰产优质良种。(4)适时播种，培育壮苗。有利豌豆苗健壮生长。(5)与大蒜套栽，避蚜防病作用明显。(6)早期治蚜防病保苗，生产上应据天气、苗情、虫情在第一片真叶长出后及时喷药，以后视情况5～7天后再喷1次，常用药剂：50％抗蚜威可湿性粉剂2000倍液或20％氟杀乳油2000倍液。(7)发病初期开始喷洒20％毒克星可湿性粉剂500倍液或1-5％植病灵乳剂1000倍液、83增抗剂100倍液，隔10天左右1次，连续防治3～4次。采收前5天停止用药。"	"Pea wilt virus"	"ed00194"	"可由桃蚜、豆蚜以非持久性方式传毒。在田间经常出现BBWV与CMV或LMV等复合侵染的情况。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/豌豆(BBWV)病毒病.jpg"
"54"	"叶"		"莴苣、莴笋染病后一般表现为花叶，严重的矮缩并黄化。"	"病毒"	"莴苣、莴笋(TAV)病毒病"	"番茄不孕病毒"	"Tomato aspermy  virus简称TAV"	"除侵染莴苣、莴笋外，还可侵染菜豆、豇豆、大豆、番茄、菊花等。"			"病毒粒体球状，直径20～50纳米，分散在细胞质及细胞核中。稀释限点100～100000倍，致死温度50～60℃，体外存活期3～6天."	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"(1)选用红叶生菜等抗病毒病品种。(2)其他方法参见莴苣巨脉病毒病。"	"Lettuce and Asparagus lettuce virus disease"	"ed00195"	"汁液和桃蚜等进行非持久性传毒。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/莴苣、莴笋(TAV)病毒病.jpg"
"55"	"叶"		"莴苣巨脉病是露地栽培时的常发病害，最初呈明脉状，脉间叶组织变得凹凸不平，呈疱状或产生斑驳；叶脉粗大，竖立、皱缩；叶脉失绿变白，出现明显的亮绿色至苍白色脉带，叶脉四周部分透亮，伸向叶片基部。“脉带”是该病特有症状，称为巨脉病或大叶脉，后期病叶卷曲、皱缩，病株矮小，生长受阻，不能形成正常叶球，失去商品价值。"	"病毒"	"莴苣巨脉病毒病"	"莴苣巨脉病毒"	"Lettuce big vein virus简称LBVV"	"豌豆、菠菜、韭菜、大黄和车钱等"			"Lettuce big vein virus简称LBVV称莴苣巨脉病毒。有报道最近发现了该病毒的RNA，确定为该病毒原。LBVV寄主范围较窄，仅限于几种菊科植物，致死温度65℃经30分钟，稀释限点200000倍。此外有认为MLO称类菌原体也可引起巨脉病。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"(1)该病在经常种植莴苣的地块易发生，生产上应实行2～3年轮作。(2)苗床消毒播前苗床用50％甲基硫菌灵可湿性粉剂消毒，每m 2 用药8～9克，与筛好的堰土充分拌匀，撒在床面上，后进行育苗，有一定防治作用。(3)采用无土栽培的，可在营养液中加入0．1％的50％多菌灵可湿性粉剂，也可有效地防治本病。(4)田间可采用遮阳网，降低田间温度，切忌温度过高。"	"Lettuce big vein virus"	"ed00196"	"该病主要靠土壤中芸薹油壶菌的游动孢子传播，侵入根部以后释放病毒，经4～5周显症，该菌传播的巨脉病毒可从豌豆、菠菜、韭菜、大黄和车钱等植物上分离到。油壶菌可在土壤中存活10年，育苗时，如基质带毒，莴苣染病后4周显症，一般不易发现。但病株如栽植到营养液膜系统中，油壶菌会产生大量游动孢子，迅速传播蔓延。此外，汁液接种到根部也可传毒。气温14℃症状严重，24℃时则潜隐，连作地易发病。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/莴苣巨脉病毒病.jpg"
"56"	"全株"		"本病主要侵染乌塌菜和普通白菜中的小白菜和菜薹。先在新长出的嫩叶上产生明脉，后出现斑驳，病叶多畸形，植株矮缩，结荚少，种子不实粒多，发芽率低。本病在广州一带发生普遍，发病率有时达100％。"	"病毒"	"乌塌菜病毒病"	"芜菁花叶病毒、黄瓜花叶病毒、烟草花叶病毒、萝卜花叶病毒"	"芜菁花叶病毒(TuMV)、黄瓜花叶病毒(CMV)、烟草花叶病毒(TMV)、萝卜花叶病毒(RMV)"	"小白菜、萝卜、芜菁、芥菜、菜薹等。"			"目前已知为害十字花科蔬菜的主要毒源有芜菁花叶病毒(TuMV)、黄瓜花叶病毒(CMV)、烟草花叶病毒(TMV)、萝卜花叶病毒(RMV)。其中主要是前3种，但各地略有不同。如湖南的小白菜主要毒源是TuMV、TMV、CMV和少量AMV(苜蓿花叶病毒)，其中以TuMV为主，CMV和TMV次之，AMV发生很少，与国内外报道小白菜TMV、CMV比例较大有所不同。芜菁花叶病毒(Turnip mosaic virus简称TuMV)，粒体线状，大小700～800×12～18纳米，失毒温度55～60℃经10分钟，稀释限点1000倍，体外保毒期48～72小时，通过蚜虫或汁液接触传毒，在田间自然条件下主要靠蚜虫传毒。除十字花科外，还可侵染菠菜、茼蒿、芥菜等。目前已知其分化有若干个株系。黄瓜花叶病毒见黄瓜病毒病。广州地区乌塌菜病毒病毒源为芜菁花叶病毒(TuMV)的两个株系，即油菜系和芜菁系侵染引起。油菜株系致死温度60℃，稀释限点1000倍，体外存活期144小时；芜菁株系致死温度60℃，稀释限点1500倍，体外存活期72小时。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"(1)选种抗病品种。(2)调整蔬菜布局，合理间、套、轮作，发现病株及时拔除。(3)育苗地应远离菜田，定植时注意剔除病苗、弱苗。(4)收后及时翻晒土，采用配方施肥技术，促进白菜生长，提早收获，可大大减轻为害。(5)及时防治传毒蚜虫，方法参照本书蚜虫部分。(6)发病初期开始喷洒5％菌毒清可湿性粉剂400倍液或0．5％抗毒剂1号水剂300倍液、20％毒克星可湿性粉剂500倍液，隔10天1次，连续防治2～3次。采收前3天停止用药。"	"Wuta—cai mosaic"	"ed00197"	"南方由于终年长有上述十字花科植物，则无明显越冬现象，感病的十字花科蔬菜、野油菜等十字花科杂草都是重要初侵染源。十字花科蔬菜种株采收后，桃蚜、菜缢管蚜、甘蓝蚜等迁飞到夏季生长的小白菜、油菜，菜薹、萝卜等十字花科蔬菜上，又把毒源传到秋播白菜上，如此循环，周而复始，此外病毒汁液接触也能传毒。新近研究指出TuMV和CMV除蚜虫传毒外，还发现有自然非蚜传株系存在，给防治带来困难。但对研究植物病毒又开拓了新领域。至于TuMV两株系主要在西洋菜、鹅肠菜、天蓬草、碎米芥、野油菜、荠菜等寄主上越夏，借桃蚜、萝卜蚜传毒，蚜虫数量大时，传毒率明显提高，至于黄条跳甲、斜纹夜蛾，或菟丝子及直接与病土接触均不传毒，小白菜根部受伤后，再用病汁液浸根，只能少量传毒。冬季不种十字花科蔬菜的地区，病毒在窖藏的大白菜、甘蓝、萝卜或越冬菠菜上越冬，冬季如栽植十字花科蔬菜，病毒则在寄主体内越冬，翌年春天由蚜虫把毒源从越冬寄主上传到春季甘蓝、水萝卜、油菜、青菜或小白菜等十字花科蔬菜及野油菜上。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/乌塌菜病毒病.jpg"
"57"	"主要为害叶、果梗及果实"	"大陆、台湾均有分布"	"西瓜绿斑驳花叶病主要为害叶、果梗及果实。苗期染病新叶上现不规则形褐色和绿色斑驳，症状较明显。成株染病症状不明显。果梗、果实染病初生褐色斑，剖开病果产生赤褐色油浸状病变，病部腐败发臭，无法食用。"	"病毒"	"西瓜绿斑驳花叶病"	"黄瓜绿斑花叶病毒"	"Cucumber green mottle mosaic virus简称CGMMV"	"西瓜"			"参见黄瓜绿斑花叶病。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"参见黄瓜绿斑花叶病。"	"Watermelon green mottle mosaic"	"ed00198"	"参见黄瓜绿斑花叶病。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/西瓜绿斑驳花叶病.jpg"
"58"	"叶,果实"		"形成系统花叶，矮化，局部褪绿，系统明脉，黄化花叶，叶片畸形，坏死，果实畸形等症状，影响产量和品质。"	"病毒"	"西葫芦(小西葫芦黄化花叶病毒)病毒病"	"小西葫芦黄化花叶病毒"	"Zucchini Yellow Mosaic virus"	"除侵染西葫芦外，还可侵染哈密瓜、黄瓜、丝瓜、西瓜的幼苗，形成系统侵染。"			"感病叶组织汁液经醋酸铀负染色，在电镜下观查到线形病毒粒子，长约750纳米。宽12纳米，感病叶组织经树脂包埋和超薄切片，可见风轮状内含体，属马铃薯Y病毒组。稀释限点1～10000倍．室温贮存4天仍具侵染性，60℃经10分钟致死。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"参见西葫芦、黑皮西葫芦(WMV一2)花叶病。"	"Summer squash yellow mosaic"	"ed00199"	"机械汁液摩擦方式传毒，除侵染西葫芦外，还可侵染哈密瓜、黄瓜、丝瓜、西瓜的幼苗，形成系统侵染。接种在苋色藜叶片上形成局部褪绿小枯斑或褪绿褐色小环斑。该病毒与西瓜花叶病毒一2相近，但西瓜花叶病毒不能侵染丝瓜。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/西葫芦(小西葫芦黄化花叶病毒)病毒病.jpg"
"59"	"叶"		"病叶发皱，叶缘呈锯齿状，叶面上生深绿色泡状突起，染病株生长缓慢，坐蕾、开花、结果明显减少，致提前拉秧。该病是西葫芦的重要病害，对产量品质影响很大。"	"病毒"	"西葫芦、黑皮西葫芦(WMV-2)花叶病"	"西瓜花叶病毒2"	"Watermelon mosaic virus 2简称WMV-2"	"哈密瓜、甜瓜,西葫芦"			"病毒粒体线条状，大小750×13纳米，分散在细胞质内，内含体风轮状，在细胞核内有晶状内含体，钝化温度60～65℃，经10分钟，稀释限点100～100000倍，体外保毒期16～32天。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"(1)选用山西黑皮西葫芦、阿尔及利亚等抗病毒病品种。(2)集中育苗，或在田间铺银灰膜避蚜。(3)田间及时治蚜，可选用25％抗蚜威乳油3000倍液。(4)西葫芦周围400米，最好不种哈密瓜、甜瓜等瓜类作物。(5)从无病瓜选留种，并用10％磷酸三钠浸种10分钟或种子经干热处理，即70℃恒温处理72小时。(6)发病初期开始喷洒20％病毒A可湿性粉剂500倍液或5％菌毒清水剂500倍液、20％病毒宁水溶性粉剂500倍液、0．5％抗毒剂1号水剂300倍液、83增抗剂100倍液，隔10天左右1次，连续防治2～3次。采收前5天停止用药。"	"Summer squash and Black—skin summer squash mosaic"	"ed00200"	"主要由病毒汁液摩擦接种传播，也可由桃蚜、棉蚜等进行非持久性传毒。与瓜类作物邻作。田间管理粗放，蚜虫发生量大发病重，但也有非蚜传株系。此外国内已发现哈密瓜种子带毒率达8．5％，说明哈密瓜和甜瓜感染西瓜花叶病毒2号后，种子是带毒的，生产上应注意毒源从哈密瓜、甜瓜传入西葫芦田，引起该病的发生和流行。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/西葫芦、黑皮西葫芦(WMV-2)花叶病.jpg"
"60"	"叶"		"我国从日本引进的鸭儿芹春季返青时发病，病株发枝增多，形成丛枝状，全株矮缩，黄化，叶片变小，花序分化不正常。发病株率15％～30％，影响产量和品质。"	"病毒"	"鸭儿芹丛枝病"	"类菌原体"	"Mycoplasma—like Organism，简称MLO"	"鸭儿芹"			"Mycoplasma—like Organism，简称MLO，称类病毒，用电镜观察病株幼茎，叶片主脉韧皮部筛管细胞中多没有细胞壁，具形态多样的菌体，菌体以椭圆形、球形为主，此外还有长形或哑铃形的，大小不一，椭圆形的250～500×300～660纳米，球形的200～600纳米，此外还可见到不规则放射状的核酸物质。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"参见豇豆丛枝病。"	"Japanese hornwort witches'  broom"	"ed00201"	"参见豇豆丛枝病。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/鸭儿芹丛枝病.jpg"
"61"	"叶"		"植株生长期间现黄色花叶或花叶，一般心叶发生多，多表现为轻型花叶，有时心叶现皱缩花叶，向后翻卷，严重的植株矮化。"	"病毒"	"芫荽花叶病毒病"	"黄瓜花叶病毒和马铃薯Y病毒"	"CMV称黄瓜花叶病毒和Potato virus Y简称PVY称马铃薯Y病毒"	"芫荽"			"有CMV称黄瓜花叶病毒和Potato virus Y简称PVY称马铃薯Y病毒，属病毒。CMV见姜花叶病毒病；PVY病毒粒体弯曲，长杆状，质粒大小11×730纳米，致死温度52～62℃，稀释限点100～1000倍，体外存活期2～3天。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"(1)选用沙滘芫荽、天津芫荽等耐热品种。(2)及时防治传毒蚜虫。(3)发病初期药剂防治参见菠菜矮花叶病。"	"Coriander virus disease"	"ed00202"	"PVY主要靠蚜虫传毒。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/芫荽花叶病毒病.jpg"
