"id"	"标题"	"种类"	"路径"
"328"	"中国小豆矮秆种质资源地理分布图.gif.txt"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小豆/矮秆/中国小豆矮秆种质资源地理分布图.gif.txt"
"329"	"中国红小豆种质资源地理分布图.gif.txt"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小豆/红小豆/中国红小豆种质资源地理分布图.gif.txt"
"330"	"中国绿小豆种质资源地理分布图.gif.txt"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小豆/绿小豆/中国绿小豆种质资源地理分布图.gif.txt"
"331"	"中国小豆脂肪密度分布图.gif.txt"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小豆/脂肪/中国小豆脂肪密度分布图.gif.txt"
"332"	"中国花斑(纹)小豆种质资源地理分布图.gif.txt"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小豆/花斑(纹)/中国花斑(纹)小豆种质资源地理分布图.gif.txt"
"333"	"中国小豆荚长密度分布图.gif.txt"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小豆/荚长/中国小豆荚长密度分布图.gif.txt"
"334"	"中国小豆蔓生种质资源地理分布图.gif.txt"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小豆/蔓生/中国小豆蔓生种质资源地理分布图.gif.txt"
"335"	"中国小豆蛋白质密度分布图.gif.txt"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小豆/蛋白质/中国小豆蛋白质密度分布图.gif.txt"
"336"	"中国小豆近球形种质资源地理分布图.gif.txt"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小豆/近球形/中国小豆近球形种质资源地理分布图.gif.txt"
"337"	"中国小豆长圆柱形种质资源地理分布图.gif.txt"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小豆/长圆柱形/中国小豆长圆柱形种质资源地理分布图.gif.txt"
"338"	"中国小豆长荚种质资源地理分布图.gif.txt"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小豆/长荚/中国小豆长荚种质资源地理分布图.gif.txt"
"339"	"中国小豆高产种质资源地理分布图.gif.txt"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小豆/高产/中国小豆高产种质资源地理分布图.gif.txt"
"340"	"中国小豆高淀粉种质资源地理分布图.gif.txt"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小豆/高淀粉/中国小豆高淀粉种质资源地理分布图.gif.txt"
"341"	"中国小豆高脂肪种质资源地理分布图.gif.txt"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小豆/高脂肪/中国小豆高脂肪种质资源地理分布图.gif.txt"
"342"	"中国小豆高蛋白种质资源地理分布图.gif.txt"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小豆/高蛋白/中国小豆高蛋白种质资源地理分布图.gif.txt"
"343"	"中国黄小豆种质资源地理分布图.gif.txt"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小豆/黄小豆/中国黄小豆种质资源地理分布图.gif.txt"
"344"	"中国冬小麦种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小麦/冬小麦/中国冬小麦种质资源地理分布图.gif"
"345"	"中国小麦千粒重密度分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小麦/千粒重/中国小麦千粒重密度分布图.gif"
"346"	"中国小麦多粒种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小麦/多粒/中国小麦多粒种质资源地理分布图.gif"
"347"	"中国小麦大粒种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小麦/大粒/中国小麦大粒种质资源地理分布图.gif"
"348"	"中国小麦种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小麦/小麦/中国小麦种质资源地理分布图.gif"
"349"	"中国弱冬小麦种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小麦/弱冬小麦/中国弱冬小麦种质资源地理分布图.gif"
"350"	"中国强冬小麦种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小麦/强冬小麦/中国强冬小麦种质资源地理分布图.gif"
"351"	"中国小麦感叶锈病种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小麦/感叶锈病/中国小麦感叶锈病种质资源地理分布图.gif"
"352"	"中国小麦感条锈病种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小麦/感条锈病/中国小麦感条锈病种质资源地理分布图.gif"
"353"	"中国小麦感白粉病种质资源地理分布图.gif.txt"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小麦/感白粉病/中国小麦感白粉病种质资源地理分布图.gif.txt"
"354"	"中国小麦感秆锈病种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小麦/感秆锈病/中国小麦感秆锈病种质资源地理分布图.gif"
"355"	"中国小麦感赤霉病种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小麦/感赤霉病/中国小麦感赤霉病种质资源地理分布图.gif"
"356"	"中国小麦感黄矮病种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小麦/感黄矮病/中国小麦感黄矮病种质资源地理分布图.gif"
"357"	"中国小麦抗叶锈病种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小麦/抗叶锈病/中国小麦抗叶锈病种质资源地理分布图.gif"
"358"	"中国小麦抗旱种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小麦/抗旱/中国小麦抗旱种质资源地理分布图.gif"
"359"	"中国小麦抗条锈病种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小麦/抗条锈病/中国小麦抗条锈病种质资源地理分布图.gif"
"360"	"中国小麦抗白粉病种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小麦/抗白粉病/中国小麦抗白粉病种质资源地理分布图.gif"
"361"	"中国小麦抗秆锈病种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小麦/抗秆锈病/中国小麦抗秆锈病种质资源地理分布图.gif"
"362"	"中国小麦抗赤霉病种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小麦/抗赤霉病/中国小麦抗赤霉病种质资源地理分布图.gif"
"363"	"中国小麦抗黄矮病种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小麦/抗黄矮病/中国小麦抗黄矮病种质资源地理分布图.gif"
"364"	"中国小麦早熟种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小麦/早熟/中国小麦早熟种质资源地理分布图.gif"
"365"	"中国春小麦种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小麦/春小麦/中国春小麦种质资源地理分布图.gif"
"366"	"中国小麦株高密度分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小麦/株高/中国小麦株高密度分布图.gif"
"367"	"中国白粒小麦种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小麦/白粒/中国白粒小麦种质资源地理分布图.gif"
"368"	"中国小麦矮秆种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小麦/矮秆/中国小麦矮秆种质资源地理分布图.gif"
"369"	"中国小麦穗粒数密度分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小麦/穗粒数/中国小麦穗粒数密度分布图.gif"
"370"	"中国小麦穗长密度分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小麦/穗长/中国小麦穗长密度分布图.gif"
"371"	"中国小麦粗蛋白密度分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小麦/粗蛋白/中国小麦粗蛋白密度分布图.gif"
"372"	"中国红粒小麦种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小麦/红粒/中国红粒小麦种质资源地理分布图.gif"
"373"	"中国小麦赖氨酸密度分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小麦/赖氨酸/中国小麦赖氨酸密度分布图.gif"
"374"	"中国小麦选育单位地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小麦/选育单位/中国小麦选育单位地理分布图.gif"
"375"	"中国小麦长穗种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小麦/长穗/中国小麦长穗种质资源地理分布图.gif"
"376"	"中国小麦高蛋白种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小麦/高蛋白/中国小麦高蛋白种质资源地理分布图.gif"
"377"	"中国小麦高赖氨酸种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小麦/高赖氨酸/中国小麦高赖氨酸种质资源地理分布图.gif"
"378"	"中国亚洲棉种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/棉花/亚洲棉/中国亚洲棉种质资源地理分布图.gif"
"379"	"中国棉花单株铃数密度分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/棉花/单株铃数/中国棉花单株铃数密度分布图.gif"
"380"	"中国棉花多果枝种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/棉花/多果枝/中国棉花多果枝种质资源地理分布图.gif"
"381"	"中国棉花大铃种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/棉花/大铃/中国棉花大铃种质资源地理分布图.gif"
"382"	"中国棉花子指密度分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/棉花/子指/中国棉花子指密度分布图.gif"
"383"	"中国棉花抗枯萎病种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/棉花/抗枯萎病/中国棉花抗枯萎病种质资源地理分布图.gif"
"384"	"中国棉花抗棉铃虫种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/棉花/抗棉铃虫/中国棉花抗棉铃虫种质资源地理分布图.gif"
"385"	"中国棉花抗黄矮病种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/棉花/抗黄矮病/中国棉花抗黄矮病种质资源地理分布图.gif"
"386"	"中国棉花早熟种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/棉花/早熟/中国棉花早熟种质资源地理分布图.gif"
"387"	"中国有色棉种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/棉花/有色棉/中国有色棉种质资源地理分布图.gif"
"388"	"中国棉花果枝数密度分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/棉花/果枝数/中国棉花果枝数密度分布图.gif"
"389"	"中国棉花株高密度分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/棉花/株高/中国棉花株高密度分布图.gif"
"390"	"中国棉花种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/棉花/棉花/中国棉花种质资源地理分布图.gif"
"391"	"中国棉花比强度密度分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/棉花/比强度/中国棉花比强度密度分布图.gif"
"392"	"中国海岛棉种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/棉花/海岛棉/中国海岛棉种质资源地理分布图.gif"
"393"	"中国棉花生育期密度分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/棉花/生育期/中国棉花生育期密度分布图.gif"
"394"	"中国棉花矮秆种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/棉花/矮秆/中国棉花矮秆种质资源地理分布图.gif"
"395"	"中国棉花种仁脂肪密度分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/棉花/种仁脂肪/中国棉花种仁脂肪密度分布图.gif"
"396"	"中国棉花种仁蛋白密度分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/棉花/种仁蛋白/中国棉花种仁蛋白密度分布图.gif"
"397"	"中国棉花耐旱种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/棉花/耐旱/中国棉花耐旱种质资源地理分布图.gif"
"398"	"中国棉花耐盐种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/棉花/耐盐/中国棉花耐盐种质资源地理分布图.gif"
"399"	"中国棉花衣分密度分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/棉花/衣分/中国棉花衣分密度分布图.gif"
"400"	"中国棉花跨长密度分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/棉花/跨长/中国棉花跨长密度分布图.gif"
"401"	"中国棉花选育单位地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/棉花/选育单位/中国棉花选育单位地理分布图.gif"
"402"	"中国棉花铃重密度分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/棉花/铃重/中国棉花铃重密度分布图.gif"
"403"	"中国棉花长跨长种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/棉花/长跨长/中国棉花长跨长种质资源地理分布图.gif"
"404"	"中国陆地棉种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/棉花/陆地棉/中国陆地棉种质资源地理分布图.gif"
"405"	"中国棉花高子指种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/棉花/高子指/中国棉花高子指种质资源地理分布图.gif"
"406"	"中国棉花高比强度种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/棉花/高比强度/中国棉花高比强度种质资源地理分布图.gif"
"407"	"中国棉花高种仁脂肪种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/棉花/高种仁脂肪/中国棉花高种仁脂肪种质资源地理分布图.gif"
"408"	"中国棉花高种仁蛋白种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/棉花/高种仁蛋白/中国棉花高种仁蛋白种质资源地理分布图.gif"
"409"	"中国棉花高衣分种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/棉花/高衣分/中国棉花高衣分种质资源地理分布图.gif"
"410"	"中国棉花高麦克隆值种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/棉花/高麦克隆值/中国棉花高麦克隆值种质资源地理分布图.gif"
"411"	"中国棉花麦克隆值密度分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/棉花/麦克隆值/中国棉花麦克隆值密度分布图.gif"
"412"	"中国水稻低直链淀粉种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/水稻/低直链淀粉/中国水稻低直链淀粉种质资源地理分布图.gif"
"413"	"中国水稻低糊化温度种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/水稻/低糊化温度/中国水稻低糊化温度种质资源地理分布图.gif"
"414"	"中国水稻总淀粉密度分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/水稻/总淀粉/中国水稻总淀粉密度分布图.gif"
"415"	"中国水稻抗白叶枯病种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/水稻/抗白叶枯病/中国水稻抗白叶枯病种质资源地理分布图.gif"
"416"	"中国水稻抗白背飞虱种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/水稻/抗白背飞虱/中国水稻抗白背飞虱种质资源地理分布图.gif"
"417"	"中国水稻抗苗瘟种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/水稻/抗苗瘟/中国水稻抗苗瘟种质资源地理分布图.gif"
"418"	"中国水稻抗褐稻虱种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/水稻/抗褐稻虱/中国水稻抗褐稻虱种质资源地理分布图.gif"
"419"	"中国水稻株高密度分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/水稻/株高/中国水稻株高密度分布图.gif"
"420"	"中国水稻种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/水稻/水稻/中国水稻种质资源地理分布图.gif"
"421"	"中国水稻地方种资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/水稻/水稻地方种/中国水稻地方种资源地理分布图.gif"
"422"	"中国特长粒水稻种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/水稻/特长粒/中国特长粒水稻种质资源地理分布图.gif"
"423"	"中国水稻直链淀粉密度分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/水稻/直链淀粉/中国水稻直链淀粉密度分布图.gif"
"424"	"中国短粒水稻种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/水稻/短粒/中国短粒水稻种质资源地理分布图.gif"
"425"	"中国水稻矮秆种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/水稻/矮秆/中国水稻矮秆种质资源地理分布图.gif"
"426"	"中国籼稻种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/水稻/籼稻/中国籼稻种质资源地理分布图.gif"
"427"	"中国水稻粗蛋白密度分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/水稻/粗蛋白/中国水稻粗蛋白密度分布图.gif"
"428"	"中国粘稻种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/水稻/粘稻/中国粘稻种质资源地理分布图.gif"
"429"	"中国粳稻种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/水稻/粳稻/中国粳稻种质资源地理分布图.gif"
"430"	"中国水稻精米率密度分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/水稻/精米率/中国水稻精米率密度分布图.gif"
"431"	"中国水稻糊化温度密度分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/水稻/糊化温度/中国水稻糊化温度密度分布图.gif"
"432"	"中国水稻糙米率密度分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/水稻/糙米率/中国水稻糙米率密度分布图.gif"
"433"	"中国糯稻种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/水稻/糯稻/中国糯稻种质资源地理分布图.gif"
"434"	"中国水稻紫米种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/水稻/紫米/中国水稻紫米种质资源地理分布图.gif"
"435"	"中国水稻红米种质资源地理分布图.gif.txt"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/水稻/红米/中国水稻红米种质资源地理分布图.gif.txt"
"436"	"中国水稻胶稠度密度分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/水稻/胶稠度/中国水稻胶稠度密度分布图.gif"
"437"	"中国水稻苗期耐旱种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/水稻/苗期耐旱/中国水稻苗期耐旱种质资源地理分布图.gif"
"438"	"中国水稻赖氨酸密度分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/水稻/赖氨酸/中国水稻赖氨酸密度分布图.gif"
"439"	"中国长粒水稻种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/水稻/长粒/中国长粒水稻种质资源地理分布图.gif"
"440"	"中国陆稻种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/水稻/陆稻/中国陆稻种质资源地理分布图.gif"
"441"	"中国水稻高直链淀粉种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/水稻/高直链淀粉/中国水稻高直链淀粉种质资源地理分布图.gif"
"442"	"中国水稻高精米率种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/水稻/高精米率/中国水稻高精米率种质资源地理分布图.gif"
"443"	"中国水稻高糊化温度种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/水稻/高糊化温度/中国水稻高糊化温度种质资源地理分布图.gif"
"444"	"中国水稻高糙米率种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/水稻/高糙米率/中国水稻高糙米率种质资源地理分布图.gif"
"445"	"中国水稻高蛋白种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/水稻/高蛋白/中国水稻高蛋白种质资源地理分布图.gif"
"446"	"中国水稻高赖氨酸种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/水稻/高赖氨酸/中国水稻高赖氨酸种质资源地理分布图.gif"
"447"	"中国玉米千粒重密度分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/玉米/千粒重/中国玉米千粒重密度分布图.gif"
"448"	"中国半马齿玉米种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/玉米/半马齿玉米/中国半马齿玉米种质资源地理分布图.gif"
"449"	"中国玉米叶片数密度分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/玉米/叶片数/中国玉米叶片数密度分布图.gif"
"450"	"中国玉米多穗种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/玉米/多穗/中国玉米多穗种质资源地理分布图.gif"
"451"	"中国玉米多穗行种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/玉米/多穗行/中国玉米多穗行种质资源地理分布图.gif"
"452"	"中国玉米大粒种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/玉米/大粒/中国玉米大粒种质资源地理分布图.gif"
"453"	"中国玉米少叶片种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/玉米/少叶片/中国玉米少叶片种质资源地理分布图.gif"
"454"	"中国玉米抗丝黑穗病种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/玉米/抗丝黑穗病/中国玉米抗丝黑穗病种质资源地理分布图.gif"
"455"	"中国玉米抗大斑病种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/玉米/抗大斑病/中国玉米抗大斑病种质资源地理分布图.gif"
"456"	"中国玉米抗小斑病种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/玉米/抗小斑病/中国玉米抗小斑病种质资源地理分布图.gif"
"457"	"中国玉米抗矮花叶病种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/玉米/抗矮花叶病/中国玉米抗矮花叶病种质资源地理分布图.gif"
"458"	"中国玉米早熟种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/玉米/早熟/中国玉米早熟种质资源地理分布图.gif"
"459"	"中国玉米株高密度分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/玉米/株高/中国玉米株高密度分布图.gif"
"460"	"中国爆粒玉米种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/玉米/爆粒玉米/中国爆粒玉米种质资源地理分布图.gif"
"461"	"中国玉米种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/玉米/玉米/中国玉米种质资源地理分布图.gif"
"462"	"中国甜玉米种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/玉米/甜玉米/中国甜玉米种质资源地理分布图.gif"
"463"	"中国玉米生育日数密度分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/玉米/生育日数/中国玉米生育日数密度分布图.gif"
"464"	"中国白玉米种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/玉米/白玉米/中国白玉米种质资源地理分布图.gif"
"465"	"中国玉米矮秆种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/玉米/矮秆/中国玉米矮秆种质资源地理分布图.gif"
"466"	"中国硬粒玉米种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/玉米/硬粒玉米/中国硬粒玉米种质资源地理分布图.gif"
"467"	"中国玉米穗位高密度分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/玉米/穗位高/中国玉米穗位高密度分布图.gif"
"468"	"中国玉米穗粗密度分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/玉米/穗粗/中国玉米穗粗密度分布图.gif"
"469"	"中国玉米穗行数密度分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/玉米/穗行数/中国玉米穗行数密度分布图.gif"
"470"	"中国玉米穗长密度分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/玉米/穗长/中国玉米穗长密度分布图.gif"
"471"	"中国玉米粗总淀粉密度分布图.gif.txt"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/玉米/粗总淀粉/中国玉米粗总淀粉密度分布图.gif.txt"
"472"	"中国玉米粗脂肪密度分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/玉米/粗脂肪/中国玉米粗脂肪密度分布图.gif"
"473"	"中国玉米粗蛋白密度分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/玉米/粗蛋白/中国玉米粗蛋白密度分布图.gif"
"474"	"中国糯玉米种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/玉米/糯玉米/中国糯玉米种质资源地理分布图.gif"
