"id"	"天敌"	"地理分布"	"形态特征"	"中文名"	"纲"	"目"	"科"	"主要危害作物"	"生物学特性及发生消长规律"	"相关文献"	"拉丁学名"	"记录号"	"防治方法"	"图片"
"37"			"成虫体长约1．3mm，褐色带紫，头胸部黄褐色；触角较粗壮，第三节长为宽的2．5倍并在前半部有一横脊；头短于前胸，后部背面皱纹粗，颊两侧收缩明显；头顶前缘在两复眼间较平，仅中央稍突；前翅较宽短，前脉鬃20～21根，后脉鬃14～16根；第8腹节背面后缘梳完整，齿上有细毛；头、前胸、翅脉及腹端鬃较粗壮且黑。二龄若虫体长约1mm，基色黄；复眼红；触角7节，第3、4节最长，第3节有覆瓦状环纹，第4节有环状排列的微鬃；胸、腹部背面体鬃尖端微圆钝；第9腹节后缘有一圈清楚的微齿。"	"花蓟马"	"昆虫纲"	"缨翅目"	"蓟马科"	"稻、棉、甘蔗、瓜类、茄果类、豆类等。"	"在我国南方年发生11～14代，以成虫越冬。成虫有趋花性，卵大部分产于花内植物组织中，如花瓣、花丝、花膜、花柄，一般产在花瓣上。每雌产卵约180粒。产卵历期长达20～50天。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999"	"Frankliniella intonsa(Trybom)"	"rp00037"	"参见稻管蓟马。"	"agridata/images/中国农业有害生物数据库/中国水稻害虫数据库/花蓟马.jpg"
"38"		"分布在内蒙古、辽宁、福建、广东、广西、四川、云南、西藏、陕西、甘肃、青海、宁夏、新疆、江西、河南等省区。"	"雌虫体长1．3～1．5mm，体灰褐到黑褐色，胸部稍浅，腹部顶端黑色；触静黑褐色，仅第3、4节黄色；腿节顶端和全部胫节、跗节黄至黄褐色；翅淡黄色；鬃黑色。头部长大于宽，较前胸略长，颊平行，头顶略凸，各单眼内缘色暗；单眼间鬃长，着生于三角形连线外缘。触角8节，细长，第3节长是宽的3倍，第3、4节各着生一叉状感觉锥。前胸背板较平滑，前角各具一长鬃，前缘中对鬃稍长，后角各具2对长鬃，后缘有5对鬃。前翅脉鬃连续，上脉鬃18～20根，下脉鬃14～15根。第8腹节背板后缘梳不完整。雄成虫较雌虫小而窄，足和触角黄色，腹部3～7腹板有似哑铃形腺域。二龄若虫触角7节，较瘦细，第1、2节端部，第3节两端白色。"	"禾蓟马"	"昆虫纲"	"缨翅目"	"蓟马科"	"水稻、玉米、麦类、高粱、糜子等禾本科植物和空心菜、茄子、茄瓜。"	"贵州年约生13代，越冬成虫于3月初开始活动，先后在小麦、稗草等春夏开花抽穗的寄主上繁殖4代左右，6月中旬后迁到稻株上产卵繁殖，禾蓟马在水稻、茭白上约发生8代，又迁到其他寄主上取食为害，在玉米上以成虫为主，苗期多隐藏在心叶喇叭口内，多在叶正面食伸展的叶片，仅次于玉米黄呆蓟马。禾蓟马羽化后不久即可交尾，经1～3天开始产卵，成虫寿命24天左右，产卵历期19天。禾蓟马成虫比稻蓟马、稻管蓟马活泼善跳，稍有惊动即迅速跳开或举翅迁飞。禾蓟马在相对湿度50％～90％均能发生，70％～85％较适。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999"	"Frankliniella tenuicornis(Uzel)"	"rp00038"	"(1)苗期汰除有虫株，带出田外沤肥或深埋，可减少虫源。(2)必要时喷洒40％七星保乳油600～800倍液或10％吡虫啉可湿性粉剂2500倍液或25％辉丰快克乳油1500～2000倍液。"	"agridata/images/中国农业有害生物数据库/中国水稻害虫数据库/禾蓟马.jpg"
"39"		"分布在全国各地。"	"雌成虫体长1．6～1．76mm，体黑棕或黄棕色。触角8节，全暗棕色；第3、4节呈倒花瓶状，各节有长的叉状感觉锥；单眼间鬃长，靠近后单眼，位于3个单眼中心连线内缘。下颚须3节。前胸后角有2对长鬃。前翅暗棕色，基部和近端处色淡，上脉基中部有鬃18根，端鬃2根；下脉鬃15～18根。腹部第2至7节背板近前缘有1黑色横纹，第5至第8节两侧无微弯梳，第8节后缘仅两侧有梳。雄成虫显著比雌成虫体小而色淡，且触角也细。腹部腹板腺域不明显，但第2至8节除后缘鬃似矛形外，尚有附属矛形鬃，第2和第8节有40余根，第3至7节90余根。"	"端大蓟马"	"昆虫纲"	"缨翅目"	"蓟马科"	"小麦、水稻、四季豆、豌豆、蚕豆、丝瓜、胡萝卜、白菜、油菜、花生、苜蓿、红花草、紫云英、苕子、猪屎豆、柽麻等。"	"江西、浙江、福建年生6～7代，紫云英上常发生3～4代，以成虫在紫云英、葱、蒜、萝卜等叶背或茎皮的裂缝中越冬。翌年，福建在3月下旬、浙江在4月上旬盛发，大量产卵繁殖，紫云英花期进入为害盛期，世代重叠，在生长期均可见到各虫态的虫体，成、若虫白天栖息在花器内和叶背面，行动迅速。常把卵产在花萼或花梗组织里，卵期7天，若虫在花器中为害1周左右，钻入表土0．5～1cm深处进行蜕皮，蜕皮时先变为预蛹，后再蜕皮化蛹，蛹经一周羽化为成虫。紫云英成熟时迁往猪屎豆、扁豆、豇豆等植株上生活，10月下旬至11月开始越冬。3～4月干旱易大发生，高温多雨年份发生轻。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999"	"Megalurothrips distalis(Karny)"	"rp00039"	"(1)掌握在稻田春耕灌水时，端带蓟马集中到紫云英留种田时，喷洒50％辛硫磷乳油或10％吡虫啉可湿性粉剂2500倍液、30％灭多威乳油2000倍液、40％七星保乳油600～800倍液或20％好年冬乳油800倍液。也可用21％灭杀毙乳油1500倍液或20％复方浏阳霉素乳油1000倍液。其他药剂参见稻管蓟马防治方法。"	"agridata/images/中国农业有害生物数据库/中国水稻害虫数据库/端大蓟马.jpg"
"40"		"分布在全国各麦区及部分稻区。"	"见麦长管蚜。"	"水稻田蚜虫(麦长管蚜)"	"昆虫纲"	"同翅目"	"蚜科"	"水稻、小麦等。"	"麦长管蚜在长江以南以无翅胎生成蚜和若蚜于麦株心叶或叶鞘内侧及早熟禾、看麦娘、狗尾草等杂草上越冬，无明显休眠现象，气温高时，仍见蚜虫在叶面上取食。浙江越冬蚜于3～4月，气温10℃以上时开始活动和取食及繁殖，在麦株下部或杂草丛中蛰伏的蚜虫迁至麦株上为害，大量繁殖无翅胎生蚜，到5月上旬虫口达到高峰，严重为害小麦和大麦，5月中旬后，小麦、大麦逐渐成熟，蚜虫开始迁至早稻田，早稻进入分蘖阶段，为害较大，并在水稻上繁殖无翅胎生蚜，进入梅雨季节后，虫量开始减少，大多产生有翅胎生蚜迁至河边、山边及稗草、马唐、茭白、玉米、高粱上栖息或取食，此后出现高温干旱，则进入越夏阶段。9～10月天气转凉，杂草开始衰老，这时晚稻正处在旺盛生长阶段，最适麦长管蚜取食为害，因此晚稻常遭受严重为害，大发生时，有些田块，每穗蚜虫数可高达数百头。晚稻黄熟后，虫口下降，大多产生有翅胎生蚜，迁到麦田及杂草上取食或蛰伏越冬。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999"	"Sitobion avenae(Fabricius)异名Macrosiphum avenae(Fabricius)麦长管蚜"	"rp00040"	"(1)注意清除田间、地边杂草，尤其夏秋两季除草，对减轻晚稻蚜虫为害具重要作用。(2)加强稻田管理，使水稻及时抽穗、扬花、灌浆，提早成熟，可减轻蚜害。(3)晚稻有蚜株率达10％～15％，每株有蚜虫5头以上时，及时喷洒40％乐果乳油1000倍液或80％敌敌畏乳油1200倍液、2．5％保得乳油2500倍液、65％蚜螨虫威可湿性粉剂600倍液、10％吡虫啉可湿性粉剂2000倍液。"	"agridata/images/中国农业有害生物数据库/中国水稻害虫数据库/水稻田蚜虫(麦长管蚜).jpg"
"41"		"分布在全国各地。"	"参见棉铃虫。"	"稻田棉铃虫"	"昆虫纲"	"鳞翅目"	"夜蛾科"	"水稻、小麦、棉花等。"	"参见棉铃虫。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999"	"Helicoverpa armigera(Hübner)异名Heliothis armigera(Hübner)"	"rp00041"	"参见棉铃虫。"	"agridata/images/中国农业有害生物数据库/中国水稻害虫数据库/稻田棉铃虫.jpg"
"42"	"天敌主要有步行甲、蛙类、鸟类、寄生蜂、寄生蝇等。"	"分布除新疆未见报道外，遍布全国各地。"	"成虫体长15～17mm，翅展36～40mm。头部与胸部灰褐色，腹部暗褐色。前、翅灰黄褐色、黄色或橙色，变化很多；内横线往往只现几个黑点，环纹与肾纹褐黄色，界限不显著，肾纹后端有一个白点，其两侧各有一个黑点；外横线为一列黑点；亚缘线自顶角内斜至M2；缘线为一列黑点。后翅暗褐色，向基部色渐淡。卵长约0．5mm，半球形，初产白色渐变黄色，有光泽。卵粒单层排列成行成块。老熟幼虫体长38mm。头红褐色，头盖有网纹，额扁，两侧有褐色粗纵纹，略呈八字形，外侧有褐色网纹。体色由淡绿至浓黑，变化甚大(常因食料和环境不同而有变化)；在大发生时背面常呈黑色，腹面淡污色，背中线白色，亚背线与气门上线之间稍带蓝色，气门线与气门下线之间粉红色至灰白色。腹足外侧有黑褐色宽纵带，足的先端有半环式黑褐色趾钩。蛹长约19mm；红褐色；腹部5～7节背面前缘各有一列齿状点刻；臀棘上有刺4根，中央2根粗大，两侧的细短刺略弯。"	"稻田粘虫"	"昆虫纲"	"鳞翅目"	"夜蛾科"	"麦、稻、粟、玉米等禾谷类粮食作物及棉花、豆类、蔬菜等16科104种以上植物。"	"年发生世代数全国各地不一，从北至南世代数为：东北、内蒙古年生2～3代，华北中南部3～4代，江苏淮河流域4～5代，长江流域5～6代，华南6～8代。粘虫属迁飞性害虫，其越冬分界线在北纬33度一带。在33度以北地区任何虫态均不能越冬；在湖南、江西、浙江一带，以幼虫和蛹在稻桩、田埂杂草、绿肥田、麦田表土下等处越冬；在广东、福建南部终年繁殖，无越冬现象。北方春季出现的大量成虫系由南方迁飞所至。成虫产卵于叶尖或嫩叶、心叶皱缝间，常使叶片成纵卷。初孵幼虫腹足未全发育，所以行走如尺蠖；初龄、幼虫仅能啃食叶肉，使叶片呈现白色斑点；3龄后可蚕食叶片成缺刻，5～6龄幼虫进入暴食期。幼虫共6龄。老熟幼虫在根际表土1～3cm做土室化蛹。发育起点温度：卵13．1±1℃，幼虫7．7土1．3℃，蛹12．0土0．5℃，成虫产卵9．0±0．8℃；整个生活史为9．6士1℃。有效发育积温：卵期45．3日度，幼虫期402．1日度，蛹期121．0日度，成虫产卵111日度；整个生活史为685．2日度。 成虫昼伏夜出，傍晚开始活动。黄昏时觅食，半夜交尾产卵，黎明时寻找隐蔽场所。成虫对糖醋液趋性强，产卵趋向黄枯叶片。在麦田喜把卵产在麦株基部枯黄叶片叶尖处折缝里；在稻田多把卵产在中上部半枯黄的叶尖上，着卵枯叶纵卷成条状。每个卵块一般20～40粒，成条状或重叠，多者达200～300粒，每雌一生产卵1000～2000粒。初孵幼虫有群集性，1、2龄幼虫多在麦株基部叶背或分蘖叶背光处为害，3龄后食量大增，5～6龄进入暴食阶段，食光叶片或把穗头咬断，其食量占整个幼虫期90％左右，3龄后的幼虫有假死性，受惊动迅速卷缩坠地，畏光，晴天白昼潜伏在麦根处土缝中，傍晚后或阴天爬到植株上为害，幼虫发生量大食料缺乏时，常成群迁移到附近地块继续为害，老熟幼虫入土化蛹。适宜该虫温度为10～25℃，相对湿度为85％。产卵适温19～22℃，适宜相对湿度为90％左右，气温低于15℃或高于25℃，产卵明显减少，气温高于35℃即不能产卵。湿度直接影响初孵幼虫存活率的高低。该虫成虫需取食花蜜补充营养，遇有蜜源丰富，产卵量高；幼虫取食禾本科植物的发育快，羽化的成虫产卵量高。成虫喜在茂密的田块产卵，生产上长势好的小麦、粟、水稻田、生长茂密的密植田及多肥、灌溉好的田块，利于该虫大发生。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999"	"Mythimna separata(Walker)"	"rp00042"	"(1)当水稻田每m 2 有虫15头时，于幼虫3龄前喷洒90％晶体敌百虫或50％杀螟松乳油或50％辛硫磷乳油1000倍液、25％杀虫脒或25％杀虫双500倍液、20％速杀菊酯或2．5％敌杀死乳油4000～5000倍液。(2)也可用2．5％敌百虫粉或5％马拉松粉或2．5％辛硫磷或0．04％除虫精粉或0．06％氰戊菊酯粉喷粉，每667m 2 喷施2kg。(3)还可用2．5％敌百虫粉或2．5％辛硫磷粉剂或4．5％甲敌粉撤施。每667m 2 用药2kg，拌入细沙或细土15～20kg，制成颗粒剂撒施，效果也很好。"	"agridata/images/中国农业有害生物数据库/中国水稻害虫数据库/稻田粘虫.jpg"
"43"	"天敌有蜻蜒、螳螂、青蛙、蜘蛛、鸟类。"	"分布在中国南、北方各稻区。"	"成虫雄体长15～33mm，雌虫19～40mm，黄绿、褐绿、绿色，前翅前缘绿色，余淡褐色，头宽大，卵圆形，头顶向前伸，颜面隆起宽，两侧缘近平行，具纵沟。复眼卵圆形，触角丝状，前胸背板后横沟位于中部之后，前胸腹板突圆锥形，略向后倾斜,翅长超过后足腿节末端。雄虫尾端近圆锥形，肛上板短三角形，平滑无侧沟，顶端呈锐角。雌虫腹部第2～3节背板侧面的后下角呈刺状，有的第3节不明显。产卵瓣长，上下瓣大，外缘具细齿。卵长约3．5mm，宽1mm，长圆筒形，中间略弯，深黄色，胶质卵囊褐色，包在卵外面，囊内含卵10～100粒，多为30粒左右，斜列2纵行。若虫5～6龄，少数7龄。1龄灰绿色，头大高举，无翅芽，触角13节；2龄绿色，头胸侧的黑褐色纵纹开始显现，触角14～17节,3龄浅绿色，头胸两侧黑褐色纵纹明显，沿背中线淡色中带明显，触角18～19节，微露翅芽；4龄翅芽呈三角形，长未达腹部第一节，触角20～22节；末龄翅芽超过腹部第3节，触角23～29节。"	"中华稻蝗"	"昆虫纲"	"直翅目"	"蝗科"	"水稻、茭白及其他禾本科植物，豆科、旋花科、锦葵科、茄科等多种植物。"	"浙江、湖南以北年生1代，以南2代，各地均以卵块在田埂、荒滩、堤坝等土中1．5～4cm深处或杂草根际、稻茬株间越冬。广州3月下旬～4月上旬越冬卵孵化，南昌5月上中旬，湖北汉川5月中下旬，北京6月上旬，吉林省公主岭7月上中旬；广州6月上中旬羽化，南昌7月上中旬，汉川7月中下旬，北京8月上中旬，公主岭为8月中下旬羽化。二代区二代成虫多在9月羽化，各地大体相同。成虫寿命59～113天，产卵前期25～65天，一代区卵期6个月，二代区第一代3～5个月，第二代近1个月，若虫期42～55天，长者80天。喜在早晨羽化，羽化后15～45天开始交配，一生可交配多次，夜晚闷热时有扑灯习性。卵成块产在土下，田埂上居多，每雌产卵1～3块。初孵若虫先取食杂草，3龄后扩散为害茭白、水稻或豆类等。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999"	"Oxya chinensis(Thunberg)"	"rp00043"	"(1)稻蝗喜在田埂、地头、渠旁产卵。发生重的地区组织人力铲埂、翻埂杀灭蝗卵，具明显效果。(2)保护青蛙、蟾蜍，可有效抑制该虫发生。(3)抓住3龄前稻蝗群集在田埂、地边、渠旁取食杂草嫩叶特点，突击防治，当进入3～4龄后常转入大田，当百株有虫10头以上时，应及时喷洒50％辛硫磷乳油或50％马拉硫磷乳油或20％氰戊菊酯乳油、2．5％功夫菊酯乳油2000～3000倍液、40％乐果乳油1000倍液、2．5％氯氰灵乳油1000～2000倍液。均可取得较好防治效果。(4)大面积发生时应使用飞机防治。"	"agridata/images/中国农业有害生物数据库/中国水稻害虫数据库/中华稻蝗.jpg"
"44"		"分布在江苏、浙江、江西、福建、广东、广西、台湾、四川、云南等省区。"	"雌成虫体长19～22mm，雄成虫17～18mm，体黄绿色。复眼的后方、前胸背板侧片的上端具黑褐色纵条纹，向后延伸至中、后胸背板的两侧。前翅黄绿色，后翅基部淡蓝色，顶端略烟色。后足腿节黄绿色，下膝侧片红色，胫节淡青蓝色，基部红色。头短于前胸背板。颜面向后倾斜和头顶组成锐角；颜面隆起具明显的纵沟。头顶略向前突出，复眼间头顶的宽度窄于或等于触角间颜面隆起的宽度。复眼卵形。触角丝状，到达或超过前胸背板的后缘。前胸背板前端较窄，后端较宽，中隆线弱，被3条横沟割断，后横沟位于中部之后；前缘近于平直，后缘为圆弧形。前、后翅发达，超过后足腿节的顶端。后足胫节内侧具8～9根刺，顶端第1与第2刺间的距离较各刺的距离长。卵长4～5mm，长圆筒形，初产淡黄色，渐变为深黄色，卵块状，外被囊状胶质保护物。若虫初孵浅绿色，后渐变为黄绿色。"	"芋蝗"	"昆虫纲"	"直翅目"	"蝗总科"	"水稻、芋类、莲藕、野生水仙、甘蔗、玉米等植物。"	"年生一代，在广东可发生3代。以成虫在枯枝落叶下越冬。翌年3月下旬至4月上旬开始活动，5、6月产卵，产卵于叶柄中下部，蛀孔分泌出黄褐色胶液，每雌产卵8～10块，每块有卵6～18粒左右，卵期20～32天，若虫6龄，历期30多天，到10月至11月陆续进入越冬期。成虫白天活动，中午天气炎热时，多在叶面上飞跳，很少取食。在田间每年以7至9月上旬发生数量较多。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999"	"Gesonula punctifrons (Stal)"	"rp00044"	"(1)芋蝗产卵盛期在产卵孔处刮杀未孵化的虫卵，当卵孔已光滑，流出锈褐色汁液时，卵已孵化或近孵化，只要刮杀的时间掌握准确，可减轻为害。(2)在成、若虫盛期喷药防治，使用药剂种类参见中华稻蝗。"	"agridata/images/中国农业有害生物数据库/中国水稻害虫数据库/芋蝗.jpg"
"45"	"天敌有蜘蛛、蚂蚁、隐翅虫、寄生蜂等。"	"1991年在福建省闽中、闽东稻区发现。近年湖南稻田普遍发生。"	"雌成虫体长约0．71mm，雄虫约0．64mm，初羽化成虫于5～6天后身体及翅面分泌出白色蜡粉覆盖。一龄若虫体长0．29mm，胸足3对，触角发达，虫体浅黄绿色，扁平椭圆形，虫体外缘具刺毛18对，且前后端刺毛较两侧刺毛粗长，进入二龄后触角和足退化。二、三龄若虫体长0．34mm和0．57mm。蛹壳长约0．92mm，宽0．38mm，椭圆形，背面前端具刺毛4～6根，多为4根，具“上”蜕裂线，后端具刺毛4根。"	"稻白粉虱"	"昆虫纲"	"同翅目"	"粉虱科"	"水稻"	"湖南年生6代，福建7代，以第7代拟蛹和成虫在马唐、千金子、狗牙根、牛筋草等禾本科杂草及落谷苗的叶背面越冬，翌年4月中下旬气温升至16℃时，早播秧田上出现成虫，第1～4代为害双季早稻，3代是主害代。平均气温26．8℃，相对湿度72％，卵期9～12天，一龄若虫2～3天，二龄3～5天，三龄4～6天，假蛹6～8天，成虫产卵前期1～2天，成虫寿命9～21天。3～6代为害单季中稻，4～5代是主害代。5～6代为害双季晚稻，第5代是主害代。3～5代出现世代重叠。孕穗至灌浆期受害重。稻田灌深水、杂草多、偏施氮肥、植株生长茂盛、无效分蘖多、通风不良受害重。7～8月高温干旱受害重。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999"	"Aleurocybotus indicus David et Subramaniam异名Bemisia sp．"	"rp00045"	"(1)农业防治及时清除田边、沟边杂草，及时耕翻落谷苗，消灭越冬虫源。合理密植，防止偏施氮肥，加强田间管理，不要深灌，适时烤田，控制无效分蘖。(2)采用压前控后治虫策略，狠治3～5代。在低龄若虫发生盛期喷洒25％扑虱灵可湿性粉剂1000倍液或40％氧化乐果乳油1000倍液、8％杀虫威可湿性粉剂1500倍液、20％灭扫利乳油1000倍液、44％速凯乳油1500倍液、20％吡虫啉(康福多)浓可溶剂3000～4000倍液。"	"agridata/images/中国农业有害生物数据库/中国水稻害虫数据库/稻白粉虱.jpg"
"46"		"分布北起浙江、河南、陕西，南至广东、广西、云南、四川、贵州、福建。"	"成虫体长11～13．5mm，黑色狭长，有光泽，前翅合拢时两侧近平行。头冠稍凸，复眼黑褐色，单眼黄红色。颜面凸出，密被黑色细毛，中脊明显。触角基部2节粗短，黑色。小盾片三角形，顶具1大的梭形凹陷。前翅黑色，近基部具大白斑2个，雄性近端部具肾状大红斑1个，雌性具2个一大一小的红斑。卵长椭圆形，乳白色。若虫共5龄，形状似成虫，初乳白色，后变浅黑色，体表四周具泡沫状液。"	"稻赤斑沫蝉"	"昆虫纲"	"同翅目"	"沫蝉科"	"主害水稻，也为害高粱、玉米、粟、甘蔗、油菜等。"	"河南、四川、江西、贵州、云南等省年生1代，以卵在田埂杂草根际或裂缝的3～10cm处越冬。翌年5月中旬至下旬孵化为若虫，在土中吸食草根汁液，2龄后渐向上移，若虫常从肛门处排出体液，放出或排出的空气吹成泡沫，遮住身体进行自我保护，羽化前爬至土表。6月中旬羽化为成虫，羽化后3～4小时即可为害水稻、高粱或玉米，7月受害重，8月以后成虫数量减少，11月下旬终见。每雌产卵164～228粒。卵期10～11个月，若虫期21～35天，成虫寿命11～41天。一般分散活动，早、晚多在稻田取食，遇有高温强光则藏在杂草丛中，大发生时傍晚在田间成群飞翔。一般田边受害较田中心重。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999"	"Callitetix versicolor(Fabricius)"	"rp00046"	"(1)为害重的地区，冬春结合铲草积肥或春耕沤田时，用泥封田埂，能杀灭部分越冬卵，同时可阻止若虫孵化。(2)必要时在6～7月成虫发生盛期喷洒40％异丙威乳油150～200ml，(有效成分30～40g)，对水75～100L均匀喷雾，施药时田间保持浅水层2～3天，能兼治稻蓟马等。此外也可喷洒45％马拉硫磷乳油1000倍液、40％氧乐果乳油1500倍液。"	"agridata/images/中国农业有害生物数据库/中国水稻害虫数据库/稻赤斑沫蝉.jpg"
"47"	"有弄蝶绒茧蜂、螟蛉绒茧峰、广大腿蜂及步甲、猎蝽等。"	"分布在河南、陕西以南，四川、云南以东各省。"	"成虫体长16．5mm，翅展41～52mm，翅面暗褐至黑褐色，背面灰黄色；前翅正反面第3、6室各具1大1小的黑色蛇眼状圆斑，前小后大，后翅反面具2组各3个蛇眼圆斑。卵馒头形，大小0．8～0．9mm，米黄色，表面有微细网纹，孵化前转为褐色。幼虫初孵时2～3mm，浅白色，后体长32mm，老熟幼虫草绿色，纺锤形，头部具角状突起1对，腹末具尾角1对。蛹长约15mm，初绿色，后变灰褐色，腹背隆起呈弓状。"	"稻眼蝶"	"昆虫纲"	"鳞翅目"	"眼蝶科"	"稻、茭白、甘蔗、竹子等。"	"浙江、福建年生4～5代，华南5～6代，世代重叠，以蛹或末龄幼虫在稻田、河边、沟边及山间杂草上越冬。成虫羽化多在6～15时，白天飞舞在花丛或竹园四周，晚间静伏在杂草丛中，经5～10天补充营养交尾后次日把卵散产在叶背或叶面，产卵期30多天，每雌可产卵96～166粒，初孵幼虫先吃卵壳，后取食叶缘，3龄后食量大增。老熟幼虫经1～3天不食不动，便吐丝粘着叶背倒挂半空化蛹。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999"	"Mycalesis gotama Moore"	"rp00047"	"(1)利用幼虫假死性，震落后捕杀或放鸭啄食。(2)在2龄幼虫为害高峰期喷药防治。用药种类见菲岛毛眼水蝇。"	"agridata/images/中国农业有害生物数据库/中国水稻害虫数据库/稻眼蝶.jpg"
"48"		"分布在长江流域以南至海南、广东、广西、贵州、云南，东面滨海，西达甘肃，折入四川。"	"雄成虫体长21～24mm，雌成虫25～29mm，雄前翅长13～16mm，雌17～20mm，体短粗，绿色至黄绿色，有明显的宽黑褐色眼后带，延伸至前胸背板后缘。雌前翅臀脉域为绿色，雄为褐色，其它部位褐色。后足股节黄绿色或膝黑色，后足胫节绿色。触角丝状，长过前胸背板后缘。前胸背板侧缘平行，背板刻点略粗。前翅稍短，不达或刚达后足股节膝部。雄性肛板三角状，宽大于长，基部两侧有弱侧沟，肛上板侧缘略直。尾须锥状，顶端平，中央稍凹；下生殖板顶钝、短锥形。雌性前翅前缘生弱刺，腹部3、4节背板后下角有锐齿，第4节大，产卵瓣外缘有大小不等的钝齿，瓣基骨片内缘有1大齿，下生殖板端半部具粗侧隆线2条，端部齿状，下生殖板后缘中间三角形凸出，顶端二齿相距较近，三角突两侧各具1齿。"	"山稻蝗"	"昆虫纲"	"直翅目"	"蝗总科"	"主要为害水稻、小竹等。"	"河南年生1代，以卵在土中越冬。翌年5月上旬越冬卵开始孵化，7月～8月中旬进入成虫活动期，8月下旬成虫产卵。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999"	"Oxya agavisa Tsai"	"rp00048"	"参见中华稻蝗。"	"agridata/images/中国农业有害生物数据库/中国水稻害虫数据库/山稻蝗.jpg"
"49"		"主要分布在东北及中南部稻区。"	"成虫体长3．7～4．6mm，宽1．6～2．2mm，头、触角、小盾片黑色，前胸背板、足大部分黄褐色至红褐色，鞘翅青蓝色，具金属光泽，体腹面黑色，头具刻点，触角长达身体之半，前胸背板长大于宽。小盾片倒梯形，鞘翅上生有纵行刻点10条，两侧近平行。卵长0．7mm左右，长椭圆形，初产时浅黄色，后变暗绿至灰褐色。幼虫体长4～6mm，共4龄；头小，黑褐色，腹背隆起很明显，幼虫孵化后不久，体背上堆积着灰黄色或墨绿色粪便。蛹长4．5mm左右，蛹外包有白色棉絮状茧。"	"稻负泥甲"	"昆虫纲"	"鞘翅目"	"负泥甲科"	"水稻、茭白、粟(谷子)、小麦、玉米、李氏禾、芦苇、碱草等。"	"年生一代，以成虫在田埂、渠边、塘附近背风向阳处越冬。翌春，越冬成虫先在禾本科杂草上为害，4月下旬至5月上旬，当水稻等秧苗露出水面时，即迁移至水稻上为害，把卵产在叶面近叶尖处，少数产在叶背和叶鞘上，卵聚产，一般2～13粒排成2行；初孵幼虫多在心叶内为害，后扩展到叶片上，幼虫怕光，喜欢在早晨有露水时为害，晴天中午藏在叶背或心叶上，末龄幼虫把屎堆脱去，分泌出白色泡沫凝成茧后化蛹在茧内。5月下旬～6月上旬进入幼虫化蛹盛期，以成虫于8月上旬后越冬。雌成虫寿命309～328天，雄虫245～277天。成虫交尾适温16～22℃，相对湿度80％，雌性能重复交尾，雄性则不能。第1次交尾时间9～16时，第2次18～23时，日均温高于15℃开始产卵。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999"	"Oulema oryzae(Kuwayama)"	"rp00049"	"(1)幼虫始发后把田水放干，撒石灰粉，然后把叶上幼虫扫落田中，也可在早晨露水未干时用苕帚扫除幼虫，结合耕田，把幼虫糊到泥里有效。(2)在幼虫1、2龄阶段喷洒50％杀螟松乳油1000倍液或25％爱卡士(喹硫磷)乳油1000倍液、90％晶体敌百虫800倍液、50％辛硫磷乳油1500倍液，每667m 2 喷对好的药液75L。隔10天左右1次，视虫情防治1次或2次。"	"agridata/images/中国农业有害生物数据库/中国水稻害虫数据库/稻负泥甲.jpg"
