"id"	"天敌"	"地理分布"	"形态特征"	"中文名"	"纲"	"目"	"科"	"主要危害作物"	"生物学特性及发生消长规律"	"相关文献"	"拉丁学名"	"记录号"	"防治方法"	"图片"
"11"		"分布北起黑龙江、内蒙古，南至台湾、广东、广西、云南。"	"成虫翅展雄34～40mm，雌45～50mm。触角干褐黄色，栉齿褐色；下唇须、头、胸和足深黄褐色；腹部褐色；后胸和第2、3腹节背面各有一黑色短毛束；前翅内区前半褐色，布白色鳞片，后半黄褐色，内线为一褐色宽带，内侧衬白色细线，横脉纹肾形，褐黄色，深褐色边，外线深褐色，微向外弯曲，中区前半褐黄色，后半褐色布白鳞，亚端线深褐色，在R5脉与Cu1脉处外突，外线与亚端线间黄褐色，前端色浅，端线深褐色衬白色，在臀角处内突，缘毛深褐色与褐黄色相间；后翅淡黄色带褐色；前、后翅反面黄褐色；横脉纹、外线、亚端线和缘毛黑褐色。雌蛾比雄蛾色暗。幼虫体长40mm左右，头部黑褐色、有光泽、上具褐色次生刚毛，体黑褐色，亚背线和气门下线为橙褐色间断的线。前胸背板黑色，有黑色毛；前胸背面两侧各有一黑色大瘤，上生向前伸的长毛束，其余各瘤褐色，上生白褐色毛，Ⅱ瘤上并有白色羽状毛(除前胸及第1～4腹节外)。第1～4腹节背面有暗黄褐色短毛刷，第8腹节背面有黑褐色毛束；胸足黑褐色，每节上方白色，跗节有褐色长毛；腹足暗褐色。"	"大豆毒蛾"	"昆虫纲"	"鳞翅目"	"毒蛾科"	"大豆、绿豆、苜蓿茶、柳树、芦苇、柿树及药用植物和花卉等。"	"在长江流域年发生3代，以幼虫越冬。4月开始为害，5月老熟幼虫以体毛和丝作茧化蛹，6月第一代成虫出现，卵产于叶上，幼龄幼虫集中为害，仅食叶肉，以后分散为害。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999 喻璋等编著．小麦病虫害及其防治．成都：四川大学出版社，2002 商鸿生等编著．玉米高粱谷子病虫害诊断与防治原色图谱．北京：金盾出版社，2005"	"Cifuna  locuples Walker"	"dp00118"	"(1)灯光诱杀成虫。(2)必要时喷洒90％晶体敌百虫800倍液或80％敌敌畏乳油1000倍液，每667m 2 喷对好的药液75L。(3)提倡喷洒每克含100亿孢子杀螟杆菌粉700～800倍液。"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/大豆毒蛾.jpg"
"12"		"分布在山东、北京、安徽、江苏、湖南等省市。"	"成虫体长3．2～3．5mm，深紫黑色，触角丝状，褐色，前翅浅灰褐色，有灰黑色绒毛，膜翅上具纵脉3条，双翅交互平褶于体背，平衡棒淡黄色细长。胸足细长，雌虫腹部末端较尖，产卵管细长，产卵时才伸出，雄虫尾部具钳状抱握器一对。卵长圆形，乳白色。幼虫体长2．5～3．0mm，体扁平，浅黄色，腹部8节，腹背第2节后各节上均具小齿状横列刺。蛹褐红色，头部有黑褐色叉状突1对，末节有横刺一排。"	"大豆荚瘿蚊"	"昆虫纲"	"双翅目"	"瘿蚊科"	"大豆"	"江、浙地区年生3代。南京成虫于5月后出现，6月为害春大豆，河南8月间大豆受害重，成虫喜在花萼或凋萎的花下产卵，幼虫孵化后蛀入荚内为害，幼虫期20天左右，老熟后化蛹在荚内，蛹期9～10天，羽化前用头顶的尖突把豆荚皮钻一圆孔，羽化时将蛹壳带出半截至荚外，成虫在黎明时活动，夜间或白天栖息在植株下，成虫产卵选择性很强，喜欢把卵产在茸毛多的豆荚上，一般夏播大豆易受害，晚熟品种受害重。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999 喻璋等编著．小麦病虫害及其防治．成都：四川大学出版社，2002 商鸿生等编著．玉米高粱谷子病虫害诊断与防治原色图谱．北京：金盾出版社，2005"	"Asphondylia ervi Rubsamen"	"dp00119"	"(1)选用豆荚茸毛少的品种，适期播种，避开该虫产卵及为害盛期。(2)必要时喷洒10％吡虫啉可湿性粉剂1500倍液或25％爱卡士乳油1500倍液、1．8％爱福丁乳油3000倍液，每667m 2 喷对好的药液55L。"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/大豆荚瘿蚊.jpg"
"13"		"分布几乎遍布全国。"	"成虫体长5～6mm，翅展12～14mm，黄褐至暗褐色，前翅暗褐色。沿前缘 有10条左右黑紫色短斜纹，其周围有明显的黄色区；外缘在顶角下略向内凹陷；外缘臀角上方有一银灰色椭圆斑，斑内有3个紫褐色小斑；后翅浅灰色，无斑纹。卵椭圆形，略有光泽，长0．42～0．61mm，宽0．25～0．27mm。初产乳白色，后转橙黄色，表面可见一半圆形红带。老熟幼虫体长8．1～10．2mm。初孵幼虫黄白色，渐变橙黄色，老熟时变为红色，头及前胸背板黄褐色。腹足趾钩单序环状。蛹长5～7mm，黄褐色，纺锤形。第2～7腹节背面前、后缘有大小刺各1列，第8～10腹节仅有1列较大的刺，臀棘有8根粗大的短刺。由幼虫吐丝缀合土粒做成土茧，长椭圆形，长8mm，宽3～4mm。"	"大豆食心虫"	"昆虫纲"	"鳞翅目"	"卷蛾科"	"菜用大豆(毛豆、青大豆)、野生豌豆。"	"分布于我国长江以北，年发生1代，以老熟幼虫在2～8cm表土内做茧越冬。翌年7月下旬破茧而出，爬到地表重新结茧化蛹。成虫在8月羽化，产卵于嫩荚上。卵期7天左右。幼虫孵化后即蛀入豆荚内食害豆粒，可在荚内生活20～30天，至豆荚成熟时脱荚入土做茧越冬。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999 喻璋等编著．小麦病虫害及其防治．成都：四川大学出版社，2002 商鸿生等编著．玉米高粱谷子病虫害诊断与防治原色图谱．北京：金盾出版社，2005"	"Leguminivora glycinivorella Matsumura"	"dp00120"	"(1)农业防治此虫食性单一，飞翔力弱，可采取远距离轮作，在距前一年大豆田1000m以外的地块种植，可显著降低当年的蛀荚率。(2)药剂防治在卵高峰后3～5天，喷洒广谱性杀虫剂，有一定防治效果。"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/大豆食心虫.jpg"
"14"		"分布在东北、华北、内蒙古、宁夏、台湾、华南、西南等省。"	"有翅孤雌蚜体长1．2～1．6mm，长椭圆形，头、胸黑色，额瘤不明显，触角长1．1mm，第3节具次生感觉圈3～8个，第6节鞭节为基部两倍以上；腹部圆筒状，基部宽，黄绿色，腹管基半部灰色，端半部黑色，尾片圆锥形，具长毛7～10根，臀板末端钝圆，多毛。无翅孤雌蚜体长1．3～1．6mm，长椭圆形，黄色至黄绿色，腹部第1、7节有锥状钝圆形突起；额瘤不明显，触角短于躯体，第4、5节末端及第6节黑色，第6节鞭部为基部长的3～4倍，尾片圆锥状，具长毛7～10根，臀板具细毛。"	"大豆蚜"	"昆虫纲"	"同翅目"	"蚜科"	"大豆、鼠李、圆叶鼠李、野生大豆等。"	"东北年生10多代，山东20多代，以卵在鼠李和圆叶鼠李枝条上芽侧或缝隙中越冬。翌春，鼠李芽鳞转绿到芽开绽时，均温高于10℃，越冬卵孵化为干母，后孤雌胎生繁殖后代。有翅孤雌蚜开始迁飞至大豆田，为害幼苗，6月下旬～7月中旬进入为害盛期，7月下旬出现淡黄色小型大豆蚜，蚜量开始减少，8月下旬～9月上旬气温下降，大豆蚜进入后期繁殖阶段，有翅性母迁至鼠李上，开始生无翅卵生雌蚜并与有翅雄蚜交配，又把卵产在鼠李上越冬，越冬卵量多。6月下旬至7月上旬，旬均温22～25℃，相对湿度低于78％有利其大发生。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999 喻璋等编著．小麦病虫害及其防治．成都：四川大学出版社，2002 商鸿生等编著．玉米高粱谷子病虫害诊断与防治原色图谱．北京：金盾出版社，2005"	"Aphis glycines Matsumura"	"dp00121"	"(1)农业防治及时铲除田边、沟边、塘边杂草，减少虫源。(2)利用银灰色膜避蚜和黄板诱杀。(3)生物防治利用瓢虫、草蛉、食蚜蝇、小花蝽、烟蚜茧蜂、菜蚜茧蜂、蚜小蜂、蚜霉菌等控制蚜虫。(4)蚜虫发生量大，农业防治和天敌不能控制时，要在苗期或蚜虫盛发前防治。当有蚜株率达10％或平均每株有虫3～5头，即应防治。目前可选用40％克蚜星乳油800倍液或35％卵虫净乳油1000～1500倍液、20％好年冬乳油800倍液、50％抗蚜威(辟蚜雾)可湿性粉剂1500倍液、5％增效抗蚜威液剂2000倍液、2．5％天王星乳油3000倍液。抗蚜威有利于保护天敌，但由于蚜虫易产生抗药性，应注意轮换使用。"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/大豆蚜.jpg"
"15"		"分布在内蒙古、宁夏、陕西等地"	"成虫大型，绿色或枯草色。雌虫大而粗壮，体长80毫米(迄翅端)，雄虫瘦小，体长45毫米。有时前翅有一纵列白点。头甚长，向前突出呈圆锥形，背面中央有一纵隆线。前胸背板比头略短，中部稍狭隘，前缘成直线，后缘角尖，背面有3道纵隆线及l道横沟。侧板前缘作斜线，后缘向前凹人，后角尖。触角扁平如剑，稍短于头和前胸背板之和。前翅狭长，超过腹部末端，末端尖。后翅淡黄绿色。后足腿节细长。雄虫下生殖板圆锥形，雌虫产卵管甚短，无齿列。"	"大尖头蜢"	"昆虫纲"	"直翅目"	"剑角蝗科"	"危害禾本科作物及杂草。"	"一年发生1代，在宁夏银川地区8～9月间成虫多见。成虫产卵于土壤中，以卵块越冬。该虫适生范围广，平原、山坡地都有发生。管理粗放、杂草丛生和靠近河滩、荒地的农田发生多。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999 喻璋等编著．小麦病虫害及其防治．成都：四川大学出版社，2002 商鸿生等编著．玉米高粱谷子病虫害诊断与防治原色图谱．北京：金盾出版社，2005"	"Acrida cineria(Thunberg)"	"dp00122"	"参见大垫尖翅蝗防治方法。"	"1"
"16"	"天敌有寄生菌、寄生蝇和鸦、鹊、鹰、雕等。"	"内蒙古、甘肃、河北、陕西、山西、四川等省。是四川西部地区重要农作物害虫。"	"成虫大型，雌虫比雄虫肥大，雌虫较宽，体长28～33mm，体宽12～16mm；雄虫狭长，体长26～32mm，体宽11～14mm。体黑色、黑褐色或褐色，常有黑褐色金属闪光，鞘翅、触角及各足跗节以下棕色或褐色，鞘翅边缘黑色或黑褐色。触角10节，雄虫鳃叶部7节，粗而弯曲，雌虫鳃叶部6节，短小而直。头部密布小刻点，刻点上有密而直的绒毛。前胸背板上有小圆形刻点，中部稀，两侧密，每侧中部附近着生黄灰色长绒毛，后角几乎呈直角，较突出。小盾片半椭圆形。每一鞘翅各有5条纵肋隆起，纵肋间生有密而大小一致的刻点，刻点被灰白色绒毛，但盖不着底色。臀板上被有密的刻点和平伏的小绒毛，在端部侧缘有长的直立绒毛。臀板端部延伸成窄突，前后宽窄一致，雄虫长于雌虫。胸腹部密生长而直的黄灰色绒毛，前足胫节外缘雄虫2齿，雌虫3齿。足上的绒毛较少。腹部1～5节腹板侧面各有一个三角形白斑。卵乳白色，椭圆形，初产时长3．5mm，宽2．5mm，吸水膨大后，长4.5mm，宽3.6mm，卵壳具有不规则的斜纹。幼虫大型，老熟幼虫体长43～51mm。头部浅栗色，胸腹部随着虫龄的增长，由乳白色逐渐变成黄白色。前胸两侧各有一个多角形而又不规则的褐色大斑。肛腹板的刺毛列短锥状刺毛较多，每列28～38根，相互平行，排列整齐，其前端略超出钩毛区的前缘。肛门横列状。蛹大小与成虫相近。初为金黄色，后变为黑褐色。头部弯藏于前胸下。前胸呈梯形，中胸腹板中央有一袋状凹痕，后胸稍突出，翅紧贴于体，前翅上具有纵脊4条，覆盖在后翅上，后翅仅露出翅尖部分，达到腹部第3节。腹部背面可见9节，腹面可见8节。第9节向背面翘起，末端分叉。"	"大栗鳃金龟"	"昆虫纲"	"鞘翅目"	"鳃金龟科"	"玉米、小麦、青稞、油菜、豌豆、甜菜、马铃薯及苹果、林木等。"	"四川甘孜6年完成1代，幼虫越冬5次，成虫越冬1次，康定5年完成1代。越冬成虫于5月上旬开始出土，5月中旬达盛期。5月下旬开始交配产卵，卵期45～66天，7～8月孵出幼虫。10月份逐渐下移到40cm以下的土层中越冬，越冬幼虫于次年4月上旬开始上升到表土层取食为害，如此经过4年，第5年6月下旬幼虫开始老熟，并继续越冬，幼虫期长达58个月。第6年6月中旬至7月上旬，幼虫在土中作土室化蛹，蛹期是60～72天。8月上旬到9月中旬羽化为成虫，成虫当年并不出土，10月开始越冬。成虫出土后，飞到苹果和附近树上取食交尾，成虫喜在晴天傍晚8～9时出土，飞翔时发出类似于飞机马达的响声，雨天或气温低于12℃时，成虫不出土或很少出土。成虫在果园和林内的分布规律大体是林缘多于腹地，沟边多于当风坡地。有的白天潜伏在枝叶丛中取食，全天都可以见到成虫飞翔，以下午16～22时最盛，主要是雄虫寻找雌虫交尾，成虫有假死性和趋光性。分布上限为4200m，成虫有多次取食和重复交配的现象，交尾后雌成虫有飞回原出土地产卵的习性。6～7月间，雄雌成虫先后死去，成虫寿命长达10个月左右。雌成虫喜欢在冲积的砂壤土中产卵，砂壤土和石砂土中比较少，每雌产卵14～47粒，卵产于13～26cm的土层中，呈堆状，每堆平均有21粒。土壤含水量在20％左右时，最适于卵的生活和发育。初龄幼虫主要取食腐殖质及植物须根。由于成虫产卵成堆，一年中幼虫有成团为害的现象，苗木受害更严重。在幼虫阶段的5年中，第1年不为害或为害很轻，第2～4年为害果苗和农作物，猖獗为害在第4年，第5年的为害较轻。幼虫生活在土中，因季节气温的变化，垂直移动很明显，10月中旬开始下移，翌年4月中旬以后又开始上升到5～15cm的土层中活动。幼虫第5次越冬后，在20～30cm的土层中作土室，土室椭圆形，长2．4～2．7mm，直径1．9～2．3cm，老熟幼虫潜伏其中化蛹。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999 喻璋等编著．小麦病虫害及其防治．成都：四川大学出版社，2002 商鸿生等编著．玉米高粱谷子病虫害诊断与防治原色图谱．北京：金盾出版社，2005"	"Melolontha hippocastani mongolica Ménétries"	"dp00123"		"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/大栗鳃金龟.jpg"
"17"		"分布在全国各地。"	"成虫体长7～10mm，雄较雌略小，青绿色。头橙黄色，左右各具1小黑斑，单眼2个红色，单眼间有2个多角形黑斑。前翅革质，绿色微带青蓝，端部色淡近半透明；前翅反面、后翅和腹背均黑色，腹部两侧和腹面橙黄色。足黄白至橙黄色，跗节3节。卵长卵圆形，微弯曲，一端较尖，长约1．6mm，乳白至黄白色。若虫与成虫相似，共5龄，初龄灰白色；2龄淡灰微带黄绿色；3龄灰黄绿色，胸腹背面有4条褐色纵纹，出现翅芽；4、5龄同3龄，老熟时体长6～8mm。"	"大青叶蝉"	"昆虫纲"	"同翅目"	"叶蝉科"	"粟(谷子)、玉米、水稻、大豆、马铃薯、蔬菜、果树等160种植物。"	"北方年生3代，以卵于树木枝条表皮下越冬。4月孵化，于杂草、农作物及蔬菜上为害，若虫期30～50天，第1代成虫发生期为5月下旬～7月上旬。各代发生期大体为：第1代4月上旬～7月上旬，成虫5月下旬开始出现；第2代6月上旬～8月中旬，成虫7月开始出现；第3代7月中旬～11月中旬，成虫9月开始出现。发生不整齐，世代重叠。成虫有趋光性，夏季颇强，晚秋不明显，可能是低温所致。成、若虫日夜均可活动取食，产卵于寄主植物茎秆、叶柄、主脉、枝条等组织内，以产卵器刺破表皮成月牙形伤口，产卵6～12粒于其中，排列整齐，产卵处的植物表皮成肾形凸起。每雌可产卵30～70粒，非越冬卵期9～15天，越冬卵期达5个月以上。前期主要为害农作物、蔬菜及杂草等植物，至9、10月农作物陆续收割、杂草枯萎，则集中于秋菜、冬麦等绿色植物上为害，10月中旬第3代成虫陆续转移到果树、林木上为害并产卵于枝条内，10月下旬为产卵盛期，直至秋后。以卵越冬。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999 喻璋等编著．小麦病虫害及其防治．成都：四川大学出版社，2002 商鸿生等编著．玉米高粱谷子病虫害诊断与防治原色图谱．北京：金盾出版社，2005"	"Tettigella  viridis(Linnaeus)"	"dp00124"	"(1)夏季灯火诱杀第2代成虫，减少第3代的发生。(2)成、若虫集中在谷子等禾本科植物上时，及时喷撒2．5％敌百虫粉或1．5％1605粉剂或2％叶蝉散(异丙威)粉剂，每667m 2 2kg。(3)必要时可喷洒2．5％保得乳油2000～3000倍液、10％大功臣可湿性粉剂3000～4000倍液。"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/大青叶蝉.jpg"
"18"		"在我国华北、东北、华南、西南地区有分布"	"成虫长椭圆形，体长4．7～5．2mm，全身具蓝黑色光泽，鞘翅密布刻点。"	"大猿叶虫"	"昆虫纲"	"鞘翅目"	"叶甲科"	"主要为害蔬菜作物"	"在华北地区1年发生2代，长江流域2～3代。大猿叶虫主要为害蔬菜作物，在玉米生长期为害玉米叶片，但不会造成生产损失。以成虫在土缝、枯叶、表土层等处越冬。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999 喻璋等编著．小麦病虫害及其防治．成都：四川大学出版社，2002 商鸿生等编著．玉米高粱谷子病虫害诊断与防治原色图谱．北京：金盾出版社，2005"	"Colaphellus bowringi Baly"	"dp00125"	"药剂防治：一般情况下不需进行防治；如果虫量较大，在卵孵化时，可以喷施50％辛硫磷乳油1 500倍液。 农业防治措施：采取春翻和秋翻，能够杀死越冬和越夏成虫。"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/大猿叶虫.jpg"
"19"		"主要分布在我国南方地区"	"稻棘缘蝽成虫体长9～11mm,褐色，密布点刻。前胸背板两侧各有1个角状棘刺向外伸出。"	"稻棘缘蝽"	"昆虫纲"	"半翅目"	"缘蝽科"	"为害水稻、玉米等禾本科和大豆、棉花等作物"	"1年发生2代，以成虫在杂草中越冬。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999 喻璋等编著．小麦病虫害及其防治．成都：四川大学出版社，2002 商鸿生等编著．玉米高粱谷子病虫害诊断与防治原色图谱．北京：金盾出版社，2005"	"Cletus punctiger(Dallas)"	"dp00126"	"药剂防治：虫害发生严重时，应喷施杀虫剂进行防治，如50％辛硫磷可湿性粉剂1 500倍液、10％吡虫啉可湿性粉剂2 000倍液。"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/稻棘缘蝽.jpg"
"20"		"分布河北、河南、江苏、浙江、安徽、江西、湖北、四川、福建、云南、西藏。"	"成虫体长15～17mm，宽3．6～4．5mm，狭长，黄褐至黑褐色，被白色细绒毛。头在复眼前部成三角形，后部细缩如颈。触角第1节长于第2节，第1、2、3节端部稍膨大，基半部色淡，第4节基部距1／4处色淡。喙伸达中足基节间。头、胸部两侧的黄色光滑斑纹成点斑状或消失。前胸背板及胸侧板具许多不规则的黑色颗粒，前胸背板前叶向前倾斜，前缘具领片，后缘有2个弯曲，侧角成刺状。小盾片三角形。前翅膜片淡棕褐色，稍长于腹末。腹部侧接缘稍外露，黄黑相间。足与体同色，胫节中段色淡，后足腿节粗大，有黄斑，腹面具4个较长的刺和几个小齿，基部内侧无突起，后足胫节向背面弯曲。腹下散生许多不规则的小黑点。卵长约1．3mm，宽约lmm。半卵圆形，附着面弧状，上面平坦，中间有一条不太明显的横形带脊。若虫1～4龄体似蚂蚁，5龄体似成虫仅翅较短。各龄体长：1龄2．8～3．3mm，2龄4．5～4．7mm，3龄6．8～8．4mm，4龄9．9～11．3mm，5龄12．7～14mm。"	"点蜂缘蝽"	"昆虫纲"	"半翅目"	"缘蝽科"	"大豆、蚕豆、豇豆、豌豆、丝瓜、白菜等蔬菜及稻、麦、棉等作物。"	"在江西南昌一年3代，以成虫在枯枝落叶和草丛中越冬。翌年3月下旬开始活动，4月下旬至6月上旬产卵。第一代若虫于5月上旬至6月中旬孵化，6月上旬至7月上旬羽化为成虫，6月中旬至8月中旬产卵。第二代若虫于6月中旬末至8月下旬孵化，7月中旬至9月中旬羽化为成虫，8月上旬至10月下旬产卵。第三代若虫于8月上旬末至11月初孵化，9月上旬至11月中旬羽化为成虫，并于10月下旬以后陆续越冬。卵多散产于叶背、嫩茎和叶柄上，少数2枚在一起，每雌产卵21～49枚。成虫和若虫极活跃，早、晚温度低时稍迟钝。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999 喻璋等编著．小麦病虫害及其防治．成都：四川大学出版社，2002 商鸿生等编著．玉米高粱谷子病虫害诊断与防治原色图谱．北京：金盾出版社，2005"	"Riptortus pedestris(Fabricius)"	"dp00127"	"参见条蜂缘蝽。"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/点蜂缘蝽.jpg"
