"id"	"机构编号"	"规范名称"	"英文名称"	"其他名称"	"成立年份"	"机构类型"	"所在地区"	"上级单位"	"机构简介"	"英文简介"	"研究领域"	"学科分类"	"人才队伍"	"机构设置"	"科技平台"	"主要成果"	"主办期刊"	"通讯地址"	"邮政编码"	"联系电话"	"电子邮箱"	"传真"	"网址"
"221"	"38"	"中国农业科学院草原生态研究所"	" "	" "	"1981"	"科研机构"	"甘肃省"	"中国农业科学院"	"草原生态"	" "	"草业科学、植物遗传育种、植物保护、植物生理生态与栽培、草地生态、动物营养与饲料、农业遥感、草地资源、草地保护。"	" "	"现有在职"	"下设5个"	"1个农业"	" "	" "	"甘肃省兰州市嘉峪关西路768号"	"730020"	"0931-8910979 "	" "	" "	" "
"222"	"126"	"中国农业大学"	"China Agricultural University"	"英文缩写CAU"	"1905年"	"高等院校"	"北京市海淀区"	"教育部"	"中国农业"	"Chin"	"以农学、生命科学和农业工程为特色和优势的研究型大学，形成了特色鲜明、优势互补的农业与生命科学、资源与环境科学、信息与计算机科学、农业工程与自动化科学、经济管理与社会科学等学科群。"	"S;;SI;;TS2;;F3"	"现有专任"	"学校共设"	"学校拥有"	"中国农业"	" "	"东校区位于北京市海淀区清华东路17号（100083），西校区位于北京市海淀区圆明园西路2号（100193）"	"100083"	"010-62736518"	"support@cau.edu.cn"	" "	" "
"223"	"11"	"中国农业科学院农业资源与农业区划研究所"	"Institute of Agricultural Resource and Regional Planning,CAAS"	"中国农科院资化所;;IARRP-CAAS"	"2003"	"科研机构"	"北京市海淀区"	"中国农业科学院"	"中国农业"	" "	"农业资源环境、土壤学、植物营养与施肥、肥料学、水资源利用、草业科学、农业经济、区域经济、资源与环境经济、应用微生物、食用菌、农业信息技术、精准农业、农业遥感、农业信息资源建设、质量检测。"	" "	"现有在职"	"下设13"	"研究所现"	"研究所在"	"1、《植"	"北京市海淀区中关村南大街12号"	"100081"	"010-82109640"	" "	" "	" "
"224"	"57"	"北京市缓控释肥料工程技术研究中心"	" "	" "	"2011年"	"科研机构"	"北京市海淀区"	"北京市农林科学院植物营养与资源研究所"	"北京市缓"	" "	"从事各种缓控释肥技术研发、推广与产品应用研究"	"S14"	"现在职职"	"工程中心"	"拥有3个"	"围绕缓控"	" "	"北京市海淀区曙光花园中路9号"	"100097"	"010-51503325"	" "	"010-51503996"	" "
"225"	"29"	"北京市大兴区种子管理站"	" "	" "	" "	"科研机构"	"北京市大兴区"	"北京市大兴区种植业服务中心"	"北京市大"	" "	"作物品种管理"	"S32"	" "	"下设三个"	" "	" "	" "	"北京市大兴区林校北路2号"	"102600"	"010-69253059"	" "	" "	" "
"226"	"12"	"北京农学院动物科学技术学院"	"Animal Science and Technology College"	" "	"1956年"	"高等院校"	"北京市昌平区"	"北京农学院"	"动物科学"	"The "	"畜牧、动物医学"	"S8"	"现有教职"	"学院下设"	"学院拥有"	"近三年，"	" "	"北京市昌平区回龙观镇北农路7号"	"102206"	"010-80794304"	"80794304@163.com"	" "	" "
"227"	"3"	"中国农业科学院蔬菜花卉研究所"	"The Institute of Vegetables and Flowers Chinese Academy of Agricultural Sciences"	"中国农科院蔬菜花卉所;;IVF-CAAS;;华北农业科学研究所园艺室;;蔬菜花卉研究所"	"1958"	"科研机构"	"北京市海淀区"	"中国农业科学院"	"中国农业"	"The "	"园艺、植物遗传育种、植物生物技术、植物种质资源、植物生理生态与栽培、植物基因组学、蔬菜、马铃薯、西甜瓜、植物保护、设施农业、保鲜与贮藏、花卉、质量检测。"	" "	"现有在职"	"下设10"	"研究所现"	"五十年来"	"编辑出版"	"北京市海淀区中关村南大街12号"	"100081"	"010-82109522"	"ivfcaas@mail.caas.net.cn"	" "	" "
"228"	"209"	"农业节水与水资源教育部工程研究中心"	" "	"缩写ECAWR"	"2007年"	"科研机构"	"北京市海淀区"	"教育部"	"根据教育"	"Engi"	"以研究提高农业用水效率和改善农业水土环境的技术和装备为主要方向"	"S27"	"工程中心"	"工程中心"	"经过4年"	"工程中心"	" "	"北京海淀区清华东路17号45信箱"	"100083"	"010-62738523"	"causy50@cau.edu.cn"	"010-62737796"	" "
"229"	"54"	"北京市海淀区农村合作经济经营管理站"	" "	"海淀区农村经济与集体资产管理办公室"	" "	"其他"	"北京市海淀区"	"北京市海淀区人民政府"	"主要职责"	" "	"农村经济;;经济管理"	"F32"	" "	"内设机构"	" "	" "	" "	"北京市海淀区东北旺南路27号上地办公中心A座4层西"	"100193"	"010-62562423"	" "	"010-82785300"	" "
"230"	"26"	"中国农业科学院上海兽医研究所"	"Shanghai Veterinary Research Institute ,CAAS"	" "	"1964"	"科研机构"	"上海市闵行区"	"中国农业科学院"	"中国农业"	"Shan"	"动物医学、兽医病理学、兽医生物技术、动物传染病学、动物寄生虫病、动物疫病防控、动物疫病诊断、兽医公共卫生、兽药、兽医生物制品、家禽。"	" "	"现有在职"	" "	"1个农业"	" "	" "	"上海市闵行区紫月路518号"	"200241"	"021-54082828"	" "	" "	" "
"231"	"53"	"四川省农业科学院水稻高粱研究所"	"Rice and Sorghum Institute,Sichuan Academy of Agricultural Sciences"	"四川省农科院水稻高粱研究所；四川省农科院水稻所"	"1937"	"科研机构"	"四川省泸州市龙马潭区"	"四川省农业科学院"	"四川省农"	"无"	"水稻、高粱、蔬菜、玉米等作物的遗传育种、生物技术、水稻生理生态及增产保产技术和农作物产后加工研究"	"S51 禾谷类作物"	"现有研究"	"建有水稻"	"无"	"先后获得"	" "	"四川省泸州市龙马潭区大驿坝4号"	"646000"	"0830-2514495"	"无"	"0830-2514114"	" "
"232"	"157"	"中国农业工程学会"	"CHINESE SOCIETY OF AGRICULTURAL ENGINEERING"	"缩写：CSAE"	"1979年"	"学协会组织"	"北京市朝阳区"	"中国科学技术协会"	"1948"	" "	"农业工程"	"S2"	"拥有近万"	"中国农业"	" "	" "	"中国农业"	"北京市朝阳区麦子店街4l号"	"100125"	"010-65929450"	"hqcsae@agri.gov.cn"	"010-65929450"	" "
"233"	"149"	"农业部果蔬加工重点开放实验室"	" "	" "	" "	"科研机构"	"北京市海淀区"	"农业部"	"农业部果"	" "	"食品加工与保藏"	"TS25"	"重点开放"	" "	"果蔬加工"	"农业部果"	" "	"北京市海淀区清华东路17号"	"100083"	"010-62737434"	" "	" "	" "
"234"	"6"	"北京市农林科学院植物营养与资源研究所"	" "	" "	"1958年"	"科研机构"	"北京市海淀区"	"北京市农林科学院"	"植物营养"	" "	"植物营养;;新型肥料;;土壤微生物;;土壤数据库建立与农业持续发展;;土壤质量变化与环境效应;;农业面源污染调查评价与控制;;农业资源综合利用;;农业有机废弃无害化物资源化利用技术"	"S14;;S15;;S18;;S19"	"现有员工"	"现设2个"	"研究所现"	"建所以来"	" "	"北京市海淀区曙光花园中路9号"	"100097"	"010-51503325"	"bjyzs00@163.com "	"010-51503996 "	" "
"235"	"100"	"农业部农产品质量监督检验测试中心(北京)"	"Supervision & Testing Center for Agricultural Product Quality,Ministry of Agriculture(Beijing)"	" "	"1998年"	"科研机构"	"北京市海淀区"	"农业部"	"农业部农"	" "	"食品检验"	"TS27"	"现有人员"	"“中心”"	"“中心”"	"主持和承"	" "	"北京市海淀区清华东路17号"	"100083"	"010-62737381,62737375"	"nongchanpin@cau.edu.cn"	"010-62893620"	" "
"236"	"164"	"中国国外农业经济研究会"	"Chinese Society of Foreign Agricultural Economy"	"缩写CSFAE"	"1978年"	"学协会组织"	"北京市东城区"	"中国社会科学院"	"1978"	"Chin"	"农业经济"	"F3"	" "	"设立秘书"	" "	" "	" "	"北京市东城区建国门内大街5号"	"100732"	" "	" "	" "	" "
"237"	"150"	"北京市园林科学研究院"	"Beijing Institute of Landscape Architecture"	" "	"1979年"	"科研机构"	"北京市朝阳区"	"北京市园林局"	"北京市园"	" "	"在新优园林植物引选育、城市园林生态、古树复壮、特殊环境绿化、数字园林工程、有害生物防治、生物多样性保护、植物营养诊断、园林综合节水技术、绿化废弃物再利用等方面具备雄厚的科研实力。"	"S68;;S73"	"在职职工"	"现有树木"	"拥有两个"	"建所以来"	"主办期刊"	"北京市朝阳区花家地甲7号"	"100102"	"010-64748368"	"ylyjs_ip@sina.com"	"010-64717640"	" "
"238"	"101"	"农业部农村经济研究中心"	"Research Center for Rural Economy"	"国务院农村发展研究中心;;英文缩写RCRE"	"1990年"	"科研机构"	"北京市西城区"	"农业部"	"农业部农"	" "	"农村经济与国民经济发展的关系，农村经营体制和经济制度，农村市场和农产品贸易，农业产业发展与生产要素投入，资源环境与可持续发展，当代农业和农村经济社会发展史等。"	"F3"	"农研中心"	"农研中心"	"农村固定"	"农研中心"	" "	"北京市西城区西四砖塔胡同56号"	"100810"	"010-66115901"	" "	"010-66171013"	" "
"239"	"175"	"中国水产学会"	"The China Society of Fisheries"	"缩写CSF"	"1963年"	"学协会组织"	"北京市朝阳区"	"中国科学技术协会，农业部"	"中国水产"	" "	"水产渔业"	"S9"	"现共有专"	"学会的最"	" "	" "	"学会出版"	"北京市朝阳区东三环南路96号农丰大厦"	"100122"	"010-59199605"	"csfish@csfish.org.cn"	"010-59199604"	" "
"240"	"23"	"攀枝花市农林科学研究院"	"Panzhihua Academy of Agriculture and Forestry Sciences"	"攀枝花农林科学院；四川省攀枝花市农林科学研究院"	"1999"	"科研机构"	"四川省攀枝花市"	"攀枝花市人民政府"	"攀枝花市"	"无"	"研究重点为早市蔬菜、热带亚热带优质特色果树、畜牧、烤烟、干热河谷区造林、生物质产业、农业节水技术、旅游休闲农业等。"	"S3农学(农艺学）
S5农作物
S7林业
S81普通畜牧学"	"全院现有"	"院内设办"	"全院幅员"	"先后共承"	"无"	"四川省攀枝花市攀枝花大道南段1791号"	"617061"	"0812-2901894"	"pzhnly@126.com"	"0812-2901894"	" "
"241"	"88"	"农业部草原监理中心"	" "	" "	" "	"其他"	"北京市朝阳区"	"农业部"	"农业部草"	" "	"草原学;;草地学;;牧草"	"S812;;S54"	"编制40"	"中心内设"	" "	" "	" "	"北京市朝阳区农展南里11号"	"100125"	" "	"grassland@agri.gov.cn"	"010-59191705"	" "
"242"	"138"	"农业部植物营养学重点开放实验室"	" "	" "	"1996年"	"科研机构"	"北京市海淀区"	"农业部"	"“农业部"	" "	"本实验室的主要研究领域包括：植物营养生理与遗传，植物根际营养，新型肥料与数字化施肥，养分资源再利用与污染控制等。"	"S1"	"实验室主"	" "	" "	"先后承担"	" "	"北京市海淀区圆明园西路2号"	"100193"	" "	" "	" "	" "
"243"	"184"	"北京农业职业学院"	"Beijing Vocational College of Agriculture"	" "	"1958年"	"高等院校"	"北京市房山区"	"北京市农村工作委员会"	"北京农业"	" "	"农业科学"	"S"	"学院现有"	"学院下设"	"目前，学"	"学院不断"	" "	"北京市房山区长阳镇稻田南里5号"	"102442"	"010-80358899"	" "	"010-80358822"	" "
"244"	"71"	"北京三元种业科技股份有限公司"	"Beijing Sanyuan Breeding Technology Corporation"	" "	" "	"企业公司"	"北京市大兴区"	"首都农业集团有限公司"	"北京三元"	"Beij"	"畜禽品种育种、养殖"	"S8"	"职工37"	"拥有61"	"三元种业"	"至目前，"	" "	"北京市大兴区旧宫镇德茂庄德裕街5号"	"100076"	"010-67950803"	" "	" "	" "
"245"	"142"	"植物-土壤相互作用教育部重点实验室"	" "	" "	"2002年"	"科研机构"	"北京市海淀区"	"教育部"	"植物-土"	" "	"（1）作物-土壤互作过程与调控、（2）土壤-作物系统过程及定量化、（3）资源利用的生态环境效应、（4）有机废弃物资源化利用和（5）全球变化生物学与农业生产的适应"	"S15;;F30"	"实验室固"	" "	"仪器设备"	"实验室初"	" "	"北京市海淀区圆明园西路2号"	"100193"	" "	" "	" "	" "
"246"	"59"	"密云农民专业合作社服务中心"	" "	" "	" "	"其他"	"北京市密云县"	"北京市密云县人民政府"	"中心职能"	" "	"农业合作社"	"F321"	" "	"中心下设"	" "	" "	" "	"北京市密云县鼓楼东大街信远大厦六层"	"101500"	"010-69083999"	" "	" "	" "
"247"	"3"	"四川农业大学动物医学院"	"College of Veterinary Medicine, Sichuan Agricultural University"	"川农动物医学院；CVM-SICAU"	"1912"	"教学科研机构"	"四川省雅安市"	"四川农业大学"	"四川农业"	"无"	"动物医学(本硕连读)、动物医学、药学、生物工程、动植物检疫（动物检验检疫方向）、药物制剂、动物医学(小动物医学方向)、动植物检疫(水生动物疫病与检疫方向)、生物工程(动物生物技术方向)、药学(中兽药学方向)"	"S85动物医学"	"现有在职"	"四川农业"	"现拥有专"	"获国家科"	"无"	"雅安市雨城区新康路46号"	"625014"	"0835-2885902
0835-2885311"	"cndongwuyixueyuan@163.com"	"0835-2885902"	" "
"248"	"28"	"北京市大兴区种植业服务中心"	" "	" "	" "	"科研机构"	"北京市大兴区"	"大兴区农委"	"北京市大"	" "	"种植业"	"S3"	" "	"下设科教"	" "	" "	" "	"北京市大兴区永华南里16号楼"	"102600"	"010-81298650"	" "	" "	" "
"249"	"4"	"中国农业科学院农业环境与可持续发展研究所"	"Institute of Environment and Sustainable Development in Agriculture,CAAS"	"中国农科院环发所;;IEDA-CAAS"	"2001"	"科研机构"	"北京市海淀区"	"中国农业科学院"	"中国农业"	"The "	"农业资源环境、农业工程、农业气象、水资源利用、节水农业、旱作农业、农业环境工程、设施农业、农业生态、农业环境污染与修复、农业智能装备、质量检测。"	" "	"现有在职"	"下设7个"	"改革开放"	"最近十年"	" 《中国"	"北京市海淀区中关村南大街12号"	"100081"	"010-82109567"	" "	" "	" "
"250"	"40"	"中国科学院东北地理与农业生态研究所"	"Northeast Institute of Geography and Agroecology"	"IGA"	"2002年"	"科研机构"	"吉林长春"	"中国科学院"	"中国科学"	"The "	"研究所重点开展农业生态、湿地生态、遥感与地理信息系统、环境科学与技术、区域发展等学科领域的研究，旨在为保障国家粮食安全、生态安全和东北老工业基地振兴做出基础性、战略性和前瞻性贡献。"	" "	"人才队伍"	"设有科研"	"该所拥有"	"科技创新"	"地理科学"	"吉林省长春市高新北区盛北大街4888号"	"130102"	"+86 431 85542266"	" "	" "	" "
"251"	"152"	"中国农业大学植物生态工程研究所"	"China Agricultural University Plant Ecological Engineering Graduateschool"	"国家增产菌技术研究推广中心"	"1995年"	"科研机构"	"北京市海淀区"	"中国农业大学"	"中国农业"	" "	"主要从事植物土传病害、有益微生物、生物防治、农产品安全生产、植物微生态学、植物生态病理学等方面的研究。"	"S4"	" "	" "	" "	"形成4个"	" "	"北京市海淀区圆明园西路2号"	"100193"	"010-62731489"	"nongda1905@126.com"	" "	" "
"252"	"45"	"四川省食品药品检验所"	"无"	"药检所"	"1979"	"科研机构"	"四川省成都市高新西区"	"四川省食品药品监督管理局"	"四川省药"	"无"	"药品质量、检验方法、质量标准的研究"	"TS216食品安全与卫生"	"四川省食"	"四川省食"	"四川省食"	"四川省食"	"无"	"四川省成都市高新西区新文路8号"	"610097"	"028-87877172"	"无"	"无"	" "
"253"	"148"	"食品质量与安全北京实验室"	"Beijing Laboratory of Food Quality and Safety"	" "	" "	"科研机构"	"北京市海淀区"	"北京市教委"	"实验室是"	" "	"食品原料及添加剂;;食品安全与卫生"	"TS216;;TS22"	"现有固定"	" "	"实验室拥"	"实验室在"	" "	"北京市海淀区清华东路17号"	"100083"	"010-62736344"	"fdl409@cau.edu.cn"	" "	" "
"254"	"10"	"中国农业科学院农业经济与发展研究所"	"Institute of Agricultural Economics and Development,CAAS"	"中国农科院农经所;;IAED-CAAS"	"1958"	"科研机构"	"北京市海淀区"	"中国农业科学院"	"中国农业"	" "	"农业经济、农村经济、农业技术经济、资源与环境经济、种植业经济、畜牧业经济、农产品贸易、食物安全。"	" "	"现有在职"	"目前，农"	"“国家农"	"农经所建"	"农业经济"	"北京市海淀区中关村南大街12号"	"100081"	"010-82109801"	"iae@caas.cn"	" "	" "
"255"	"13"	"四川农业大学资源环境学院"	"College of resource and environment,?Sichuan Agricultural Uniersity"	"四川大学农艺系设的农业化学组"	"2003"	"教学科研机构"	"成都市温江区"	"四川农业大学"	"四川农业"	"Coll"	"学院科学研究特色鲜明，经过几代教师的学术传承和开拓发展，我院形成了以长江上游及青藏高原土壤及土地资源合理开发利用与保护、种养殖废弃物资源化、微生物资源多样性与应用和资源环境信息技术为主要特色的研究方向"	"S3农学(农艺学)"	"学院师资"	"学院设有"	"学院教学"	"学院现有"	"无"	"四川省成都市温江区惠民路211号"	"611130"	"028-86290993"	"无"	"028-86290983"	" "
"256"	"189"	"北京林业大学水土保持学院"	"School of Soil and Water Conservation"	" "	"1952年"	"高等院校"	"北京市海淀区"	"北京林业大学"	"水土保持"	" "	"水土保持"	"S15"	"学院现有"	"学院下设"	"学院拥有"	"学院先后"	" "	"北京市海淀区清华东路35号"	"100083"	"010-62338198"	" "	" "	" "
"257"	"53"	"海南省水产研究所"	"Hainan Provincial Fisheries Research Institute"	" "	"1958"	"科研机构"	"海南省海口市"	"海南省海洋与渔业厅"	"海南省水"	" "	"海洋生物技术、水产遗传育种、水生动物疫病防控、渔业资源环境、渔具渔法、渔业生态、水产品加工、水产养殖、渔业规划、行业标准编制"	"S9"	"全所共计"	"下设立办"	"1个省部"	" "	" "	"海南省海口市海府路54号燃化大厦15楼"	"570206"	"0898-66728238"	" "	" "	" "
"258"	"25"	"北京市大兴区蔬菜技术推广站"	" "	" "	" "	"科研机构"	"北京市大兴区"	"北京市大兴区种植业服务中心"	"北京市大"	" "	"蔬菜园艺"	"S63"	"现拥有职"	"大兴区蔬"	" "	"大兴区蔬"	" "	"北京市大兴区"	"102600"	"010-69232920"	" "	" "	" "
"259"	"21"	"广西大学"	"Guangxi University"	" "	"1928"	"高等院校"	"广西壮族自治区"	"教育部和广西共建"	"1997"	"Guan"	"农学、园艺、林业、植物保护、畜牧、动物医学、农业资源环境、食品科学、农业工程、生物学、农业经济、农村经济、森林培育、动物繁殖、植物遗传育种、植物生理生态与栽培、应用微生物、动物疫病防控、水产养殖、农产品加工、糖。"	"S9"	"现有教职"	"设有28"	"1个国家"	"2012"	"《广西大"	"广西南宁市大学路100号"	"530004"	"0771-3232111"	"xiaoban@gxu.edu.cn"	" "	" "
"260"	"140"	"农业部土壤和水重点实验室"	"The Laboratory of Soil and Water"	" "	" "	"科研机构"	"北京市海淀区"	"农业部"	" "	" "	"土壤学"	"S15"	"本实验室"	" "	"本实验室"	"本实验室"	" "	"北京市海淀区圆明园西路2号"	"100193"	" "	" "	" "	" "
"261"	"1"	"江苏省农业科学院"	"Jiangsu Academy of Agricultural Science"	"JAAS"	"1932"	"科研机构"	"江苏省南京市"	"江苏省政府"	"江苏省农"	"Jian"	"农业"	" "	"截止20"	"下设10"	" "	"“八五“"	"江苏农业"	"江苏省南京市钟灵街50号"	"210014"	"(025)84390284"	"master@jaas.ac.cn"	" "	" "
"262"	"114"	"中国动物疫病预防控中心"	" "	" "	"2006年"	"科研机构"	"北京市朝阳区"	"农业部"	"中国动物"	" "	"动物医学"	"S85"	"现有事业"	"下设办公"	" "	" "	" "	"北京朝阳区麦子店街20号楼"	"100125"	"010-59198871"	" "	"010-59198871"	" "
"263"	"24"	"江苏省淡水水产研究所"	"Freshwater Fisheries Research Institute of Jiangsu Province"	" "	"1957"	"科研机构"	"江苏省南京市"	"江苏省海洋与渔业局"	"江苏省淡"	" "	"水产、淡水鱼、水产养殖、水产遗传育种、渔业工程、渔业资源环境、引种驯化、质量检测。"	"S9"	"在职人员"	"设有6个"	"1个省级"	"1978"	"《水产养"	"江苏省南京市茶亭东街79号"	"210017"	"025-86617800"	" "	" "	" "
"264"	"105"	"农业部农业生态与资源保护总站"	" "	" "	"2012年"	"科研机构"	"北京市朝阳区"	"农业部"	"农业部农"	" "	"农业资源环境保护;;农村能源建设"	"S1"	" "	"生态总站"	" "	" "	" "	"北京市朝阳区麦子店街24号楼"	"100125"	"010-59196369"	" "	"010-59196399"	" "
"265"	"155"	"国家饲料工程技术研究中心"	"National Feed Engineering Technology Research Center"	"饲用抗菌肽北京市工程实验室;;生物饲料添加剂北京市重点实验室"	"2000年"	"科研机构"	"北京市海淀区"	"中国农业大学"	"国家饲料"	" "	"饲料"	"S816"	"共引进来"	"中心设管"	"实验室条"	"自成立以"	" "	"北京市海淀区圆明园西路2号国家饲料工程技术研究中心"	"100193"	"010-62829803/62829399/62890113/62898670"	"nferc@nferc.org"	"010-62829803-809"	" "
"266"	"162"	"中国农业机械学会"	"Chinese Society for Agricultural Machinery"	"缩写为CSAM"	"1963年"	"学协会组织"	"北京市朝阳区"	"中国科学技术协会"	"中国农业"	" "	"农业机械;;农业机械化"	"S22;;S23"	"目前，拥"	"学会常设"	" "	"中国农业"	"主办的学"	"北京市朝阳区德胜门外北沙滩1号"	"100083"	"010-64882291,64882232"	"CSAM@caams.org.cn"	"010-64882291"	" "
"267"	"9"	"北京农学院"	"Beijing University of Agriculture"	"河北通州农业学校、北京农业学校、北京农业劳动大学"	"1956年"	"高等院校"	"北京市昌平区"	"北京市"	"北京农学"	"Beij"	"生物学、农学、园艺、植物保护、畜牧、动物医学、农业经济、农村经济、园林、食品科学、都市农业、果树、植物生理生态与栽培、农产品质量安全。"	"S;;SI;;TS2;;F3"	"有教职员"	"学校现有"	"拥有农业"	"学校承担"	"《北京农"	"北京市昌平区回龙观镇北农路7号"	"102206"	"010-80794134"	" "	" "	" "
"268"	"9"	"四川农业大学风景园林学院"	"College of landscape architecture,?Sichuan Agricultural Uniersity"	"川农大园林学院"	"2010"	"教学科研机构"	"四川省成都市温江区"	"四川农业大学"	"四川农业"	"Coll"	"设有园林、风景园林、景观建筑设计、环境艺术设计、园林景观设计、园林教育、生物技术教育、室内设计技术等8个本专科专业或专业方向"	"S68 观赏性园艺"	"在校本专"	"学院现有"	"学院设有"	"风景园林"	"无"	"成都市温江区惠民路211号"	"611130"	"028-86290880"	"无"	"无"	" "
"269"	"11"	"北京农学院作物遗传育种研究所"	" "	" "	" "	"科研机构"	"北京市昌平区"	"北京农学院植物科学技术学院"	"作物遗传"	" "	"作物抗逆与品质改良;;作物分子遗传学;;作物种质资源与创新;;种子科学与工程"	"S32;;S33"	"现有成员"	"下设玉米"	" "	"作物遗传"	" "	"北京市昌平区回龙观镇北农路7号"	"102206"	" "	" "	" "	" "
"270"	"75"	"北京蔬菜学会"	" "	"北京园艺学会蔬菜组"	"1960年"	"学协会组织"	"北京市海淀区"	"北京市科学技术协会"	"北京蔬菜"	" "	"蔬菜园艺"	"S63"	"学会现有"	" "	" "	" "	" "	"北京西郊扳井村市蔬菜研究中心科研楼2443信箱"	"100097"	"010-51503033"	" "	"010-88446286"	" "
"271"	"24"	"云南农业大学"	"Yunnan Agricultural University (YAU)"	" "	"1972年"	"高等院校"	"云南昆明"	"教育部"	"南农业大"	"Foun"	"种植业、养殖业、水利水电、农业工程、农业经济管理等涉农学科以及部分人文社会科学学科，烟草学院和普洱茶学院是服务云南优势产业而建成的特色教学单位。"	"学校现有63个本科专业，其中国家级特色专业6个、省级特色专业7个、省级重点建设专业8个。有省部级重点学科25个，一级学科博士后科研流动站1个，一级学科博士学位授权点3个，二级学科博士学位授权点10个，一级学科硕士学位授权点12个，二级学科硕士学位授权点54个。有农业推广硕士、兽医硕士专业学位和高校教师在职攻读硕士学位授予权以及优秀应届毕业生免试攻读硕士学位推荐权，有在职人员申请硕士学位审批权和外国留学生招生权。"	"学校现有"	" "	" "	"学校不断"	" "	"云南省昆明市盘龙区"	"650201"	"(0871)65227615"	" "	" "	" "
"272"	"1"	"中国农业科学院作物科学研究所"	"Institute of Crop Science, Chinese Academy of Agricultural Sciences"	"中国农科院作物所;;ICS-CAAS"	"2003"	"科研机构"	"北京市海淀区"	"中国农业科学院"	"中国农业"	"ICS "	"农学、植物生物学、植物遗传育种、植物种质资源、生物化学与分子生物学、植物生理生态与栽培、植物基因组学、植物生物信息学、植物保护、植物病理学、农作物、禾谷类作物、小麦、大豆、玉米、水稻、农业信息资源建设、质量检测。"	" "	"现有在职"	"作物科学"	"现有10"	" 目前，"	"期刊编辑"	"北京市海淀区中关村南大街12号"	"100081"	"010-82109715"	"Pzsb@caas.net.cn"	" "	" "
"273"	"3"	"北京市农林科学院畜牧兽医研究所"	" "	" "	"1958年"	"科研机构"	"北京市海淀区"	"北京市农林科学院"	"北京市农"	" "	"畜禽优良品种选育;;规模化健康养殖;;动物疫病;;人畜共患病;;动物食品安全"	"S8"	"该所现有"	"研究所下"	"研究所现"	"研究所共"	" "	"北京市海淀区曙光花园中路9号"	"100097"	"010-51503351"	" "	"010-88433070"	" "
"274"	"34"	"吉林省水产科学研究院"	"Fishery Sciences Research Institute of Jilin Province"	" "	"1959"	"科研机构"	"吉林省长春市"	" "	"吉林省水"	" "	"水产、水产养殖、水产动物营养与饲料、动物疫病防控、渔业工程、质量检测、渔业资源环境。"	"S9"	"全院现有"	"下设6个"	"1个省质"	"四十多年"	"《吉林渔"	"吉林省长春经济技术开发区昆山路1195号"	"130033"	"0431-84680181"	"404828967@qq.com"	"0431-84680181"	" "
"275"	"129"	"草业科学北京市重点实验室"	" "	" "	"2001年"	"科研机构"	"北京市海淀区"	"中国农业大学"	"草业科学"	" "	"牧草育种与良种繁育、草地管理与生态、牧草生产与利用、草坪与城市绿化"	"S56"	"实验室目"	"按主要研"	"实验室面"	"成果与效"	" "	"北京市海淀区圆明园西路2号"	"100193"	"010-62732754"	" "	" "	" "
"276"	"78"	"北京食品学会"	"Beijing Food Institute"	"英文缩写为：BFI"	"1979年"	"学协会组织"	"北京市海淀区"	"北京市科学技术协会"	"北京食品"	" "	"食品科学"	"TS2"	"现有个人"	"学会现设"	" "	"学会自成"	" "	"北京海淀区北土城西路197号北京联合大学应用文理学院教学楼621室"	"100191"	"010-62061586"	"bjspxh@bjkp.gov.cn"	"010-2388926"	" "
"277"	"8"	"中国水产科学研究院渔业工程研究所"	"Fishery Engineering Research Institute,Chinese Academy of Fishery Sciences"	"水科院渔工所"	"1978"	"科研机构"	"北京市丰台区"	"中国水产科学研究院"	"中国水产"	" "	"渔业工程、农业信息技术、农业智能装备。"	"S95"	"全所现有"	"下设4个"	" "	"渔业工程"	" "	"北京市丰台区永定路南青塔村150号"	"100039"	"010-68690771"	"liuhs@cafs.ac.cn"	" "	" "
"278"	"5"	"吉林农业大学"	"Jilin Agricultural University"	" "	"1948"	"高等院校"	"吉林省长春市"	"教育部"	"吉林农业"	" "	"农、理、工、医、文、管、法、教"	" "	"截至20"	"截至20"	"截至20"	"从“十五"	"《吉林农"	"吉林省长春市新城大街2888号"	"130033"	":0431-84532980"	" "	" "	" "
"279"	"10"	"国家海洋局第三研究所"	"Third Institute of Oceanography, State Oceanic Administrtion"	"海洋三所"	"1959"	"科研机构"	"福建省厦门市"	"国家海洋局"	"国家海洋"	" "	"渔业资源环境、渔业生态、水生生物学、水产保护、水产生物技术、环境监测与评价"	"S9"	"现有在职"	"下设国家"	"拥有2个"	"海洋三所"	"出版中国"	"福建省厦门市大学路178号"	"361005"	"0592-2195201"	"info@tio.org.cn
"	"0592-2086646 "	" "
"280"	"21"	"北京市营养源研究所"	"Beijing Research Institute of Nutritional Resources"	" "	"1977年"	"科研机构"	"北京市丰台区"	"北京市科学技术研究院"	"北京市营"	"Orig"	"食品营养学;;饲料"	"TS214;;S816"	"截止20"	" "	"注册资金"	"成立以来"	"主办《饲"	"北京市丰台区右安门外东滨河路4号"	"100069"	"010-63538608"	" "	"010-63536634"	" "
