"id"	"内质评价"	"可溶性糖％"	"品种名称"	"果穗重G"	"特异及用途"	"省"	"学名"	"种类"	"果实成熟期"	"成熟期评价"	"风味"	"原产地"	"外观评价"	"汁液"	"果粒重G"	"色泽"	"果粒重评价"	"属名"	"可溶固形物"	"肉质"	"PH值"	"果穗重评价"	"统一编号"	"译名"	"果形"	"科名"	"可滴定酸％"
"134"	"中上"	"11.94"	"巴尔干"	"691.6"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.30"	"晚"	"甜酸"	"苏联"	"中"	"多"	"4.50"	"黄绿"	"中"	"Vitis(葡萄属)"	"14.70"	"软"	"2.99"	"大"	"PTG0133"	"BA ER GAN"	"椭圆"	"Vitaceae(葡萄科)"	"0.70"
"135"	"上"	"18.25"	"巴柯"	"67.1"	"酿酒,高含糖"	"国外"	"--"	"欧美杂种"	"8.05"	"中"	"甜"	"法国"	"较差"	"多"	"1.08"	"黄绿"	"小"	"Vitis(葡萄属)"	"19.40"	"软"	"3.52"	"较小"	"PTG0134"	"BA KE"	"椭圆"	"Vitaceae(葡萄科)"	"0.80"
"136"	"中上"	"14.00"	"巴莱莎纳"	"405.0"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.30"	"晚"	"甜酸"	"意大利"	"中"	"多"	"4.10"	"黄绿"	"中"	"Vitis(葡萄属)"	"16.60"	"软"	"2.88"	"中"	"PTG0135"	"BA LAI SHA NA"	"近圆"	"Vitaceae(葡萄科)"	"0.90"
"137"	"中上"	"14.86"	"巴米特"	"287.1"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.10"	"中"	"甜酸"	"土耳其"	"中"	"多"	"2.20"	"绿黄"	"小"	"Vitis(葡萄属)"	"16.40"	"软"	"2.88"	"较小"	"PTG0136"	"BA MI TE"	"近圆"	"Vitaceae(葡萄科)"	"0.64"
"138"	"中上"	"15.47"	"巴娜蒂"	"190.0"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.14"	"中"	"酸甜"	"匈牙利"	"中"	"多"	"2.57"	"绿黄"	"较小"	"Vitis(葡萄属)"	"17.80"	"软"	"3.22"	"小"	"PTG0137"	"BA NA DI"	"近圆"	"Vitaceae(葡萄科)"	"0.57"
"139"	"中上"	"15.40"	"巴娜蒂"	"284.5"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"9.17"	"晚"	"甜酸"	"匈牙利"	"中"	"多"	"2.95"	"黄绿"	"较小"	"Vitis(葡萄属)"	"18.60"	"软"	"3.16"	"较小"	"PTF0137"	"BA NA DI"	"近圆"	"Vitaceae(葡萄科)"	"0.84"
"140"	"上"	"19.83"	"白比诺"	"127.9"	"酿酒,高含糖"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.05"	"中"	"甜"	"法国"	"中"	"多"	"1.27"	"黄绿"	"小"	"Vitis(葡萄属)"	"20.50"	"软"	"3.73"	"小"	"PTG0138"	"BAI BI NUO"	"圆"	"Vitaceae(葡萄科)"	"0.69"
"141"	"中上"	"12.00"	"白布拉丁"	"149.1"	"鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.06"	"中"	"甜"	"--"	"好"	"较多"	"1.49"	"绿黄"	"小"	"Vitis(葡萄属)"	"13.50"	"脆"	"2.89"	"小"	"PTG0139"	"BAI BU LA DING"	"长椭圆"	"Vitaceae(葡萄科)"	"0.65"
"142"	"中上"	"12.40"	"白菲嘉斯卡"	"141.6"	"鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.05"	"中"	"甜"	"匈牙利"	"好"	"少"	"1.58"	"绿黄"	"小"	"Vitis(葡萄属)"	"15.00"	"脆"	"3.98"	"小"	"PTG0140"	"BAI FEI JIA SI KA"	"长椭圆"	"Vitaceae(葡萄科)"	"0.35"
"143"	"中"	"14.96"	"白根地"	"93.3"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.01"	"中"	"甜酸"	"法国"	"中"	"多"	"1.61"	"黄绿"	"小"	"Vitis(葡萄属)"	"16.50"	"软"	"2.27"	"极小"	"PTG0141"	"BAI GEN DI"	"近圆"	"Vitaceae(葡萄科)"	"0.78"
"144"	"中上"	"14.58"	"白根地"	"225.0"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"9.09"	"晚"	"甜酸"	"法国"	"中"	"多"	"2.20"	"绿黄"	"小"	"Vitis(葡萄属)"	"16.60"	"软"	"3.27"	"小"	"PTF0141"	"BAI GEN DI"	"近圆"	"Vitaceae(葡萄科)"	"0.52"
"145"	"中"	"18.04"	"白哈丽丽"	"234.5"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"7.12"	"早"	"酸甜"	"伊朗"	"较好"	"多"	"2.28"	"绿白"	"小"	"Vitis(葡萄属)"	"20.20"	"软"	"3.60"	"小"	"PTG0142"	"BAI HA LI LI"	"椭圆"	"Vitaceae(葡萄科)"	"0.67"
"146"	"中"	"13.20"	"白胡沙涅"	"266.7"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"9.01"	"晚"	"甜酸"	"叙利亚"	"中"	"较多"	"4.30"	"黄绿"	"中"	"Vitis(葡萄属)"	"16.20"	"软"	"3.03"	"较小"	"PTG0143"	"BAI HU SHA NIE"	"椭圆"	"Vitaceae(葡萄科)"	"0.78"
"147"	"中"	"17.52"	"白佳美"	"187.3"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.05"	"中"	"甜酸"	"法国"	"中"	"多"	"1.40"	"黄绿"	"小"	"Vitis(葡萄属)"	"18.20"	"软"	"3.02"	"小"	"PTG0144"	"BAI JIA MEI"	"椭圆"	"Vitaceae(葡萄科)"	"0.59"
"148"	"中上"	"12.44"	"白考库尔"	"143.6"	"鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.05"	"中"	"甜"	"苏联"	"中"	"较多"	"2.20"	"黄绿"	"小"	"Vitis(葡萄属)"	"13.60"	"较脆"	"3.07"	"小"	"PTG0145"	"BAI KAO KU ER"	"椭圆"	"Vitaceae(葡萄科)"	"0.60"
"149"	"中"	"11.66"	"白考库尔"	"244.0"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"9.21"	"晚"	"甜酸"	"苏联"	"中"	"多"	"3.35"	"黄绿"	"中"	"Vitis(葡萄属)"	"14.00"	"较软"	"2.92"	"小"	"PTF0145"	"BAI KAO KU ER"	"近圆"	"Vitaceae(葡萄科)"	"0.68"
"150"	"中"	"11.40"	"白考库捷斯"	"227.9"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.20"	"中"	"甜酸"	"苏联"	"中"	"较多"	"2.70"	"绿"	"较小"	"Vitis(葡萄属)"	"13.00"	"软"	"3.33"	"小"	"PTG0146"	"BAI KAO KU JIE SI"	"椭圆"	"Vitaceae(葡萄科)"	"0.43"
"151"	"中上"	"14.11"	"白可列特"	"178.7"	"鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.17"	"中"	"酸甜"	"法国"	"中"	"中"	"1.60"	"黄绿"	"小"	"Vitis(葡萄属)"	"15.00"	"脆"	"3.39"	"小"	"PTG0147"	"BAI KE LIE TE"	"椭圆"	"Vitaceae(葡萄科)"	"0.46"
"152"	"上"	"17.88"	"白拉查基"	"360.4"	"鲜食,高含糖"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.30"	"晚"	"甜"	"--"	"较好"	"少"	"3.70"	"黄"	"中"	"Vitis(葡萄属)"	"18.70"	"脆"	"3.69"	"中"	"PTG0148"	"BAI LA CHA JI"	"椭圆"	"Vitaceae(葡萄科)"	"0.68"
"153"	"中"	"13.16"	"白拉齐娜"	"261.1"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"9.06"	"晚"	"甜酸"	"--"	"中"	"较多"	"1.68"	"黄绿"	"小"	"Vitis(葡萄属)"	"15.50"	"软"	"3.06"	"较小"	"PTG0149"	"BAI LA QI NA"	"椭圆"	"Vitaceae(葡萄科)"	"0.78"
"154"	"中"	"11.59"	"白劳拉"	"276.6"	"鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.10"	"中"	"酸甜"	"罗马尼亚"	"中"	"较多"	"3.10"	"黄绿"	"中"	"Vitis(葡萄属)"	"13.40"	"脆"	"2.99"	"较小"	"PTG0150"	"BAI LAO LA"	"长椭圆"	"Vitaceae(葡萄科)"	"0.61"
"155"	"中上"	"12.98"	"白马拉加"	"357.0"	"鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"9.01"	"晚"	"酸甜"	"西班牙"	"中"	"多"	"4.19"	"黄绿"	"中"	"Vitis(葡萄属)"	"14.60"	"软"	"3.21"	"中"	"PTG0151"	"BAI MA LA JIA"	"近圆"	"Vitaceae(葡萄科)"	"0.67"
"156"	"上"	"16.10"	"白马拉加"	"255.0"	"鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"9.15"	"晚"	"甜"	"西班牙"	"中"	"少"	"4.30"	"黄绿"	"中"	"Vitis(葡萄属)"	"16.20"	"软"	"3.70"	"较小"	"PTF0151"	"BAI MA LA JIA"	"圆"	"Vitaceae(葡萄科)"	"0.63"
"157"	"中"	"13.39"	"白赛必尔"	"238.5"	"酿酒"	"国外"	"--"	"欧美杂种"	"8.17"	"中"	"甜酸"	"法国"	"中"	"多"	"2.60"	"黄绿"	"较小"	"Vitis(葡萄属)"	"15.40"	"软"	"3.10"	"小"	"PTG0152"	"BAI SAI BI ER"	"椭圆"	"Vitaceae(葡萄科)"	"0.81"
"158"	"中"	"13.75"	"白赛涅"	"406.8"	"鲜食,雌能花"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"9.01"	"晚"	"甜酸"	"保加利亚"	"中"	"多"	"3.10"	"绿黄"	"中"	"Vitis(葡萄属)"	"16.40"	"软"	"3.01"	"中"	"PTG0153"	"BAI SAI NIE"	"长椭圆"	"Vitaceae(葡萄科)"	"0.61"
"159"	"上"	"13.60"	"白沙斯拉"	"222.2"	"鲜食,制汁,抗病,丰产"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.01"	"中"	"甜"	"埃及"	"好"	"多"	"2.50"	"绿黄"	"较小"	"Vitis(葡萄属)"	"16.00"	"软"	"3.03"	"小"	"PTG0154"	"BAI SHA SI LA"	"椭圆"	"Vitaceae(葡萄科)"	"0.30"
"160"	"上"	"17.06"	"白沙斯拉"	"214.0"	"鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.22"	"中"	"甜"	"埃及"	"较好"	"少"	"3.05"	"绿白"	"中"	"Vitis(葡萄属)"	"18.80"	"软"	"3.30"	"小"	"PTF0154"	"BAI SHA SI LA"	"椭圆"	"Vitaceae(葡萄科)"	"0.85"
"161"	"上"	"12.40"	"白斯兰卡"	"400.7"	"鲜食,制汁"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.17"	"中"	"甜"	"匈牙利"	"好"	"多"	"2.26"	"绿黄"	"小"	"Vitis(葡萄属)"	"13.00"	"软"	"3.06"	"中"	"PTG0155"	"BAI SI LAN KA"	"椭圆"	"Vitaceae(葡萄科)"	"0.47"
"162"	"中上"	"13.18"	"白夏尼"	"260.4"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.30"	"晚"	"甜酸"	"苏联"	"中"	"多"	"3.55"	"黄绿"	"中"	"Vitis(葡萄属)"	"14.80"	"软"	"2.74"	"较小"	"PTG0156"	"BAI XIA NI"	"椭圆"	"Vitaceae(葡萄科)"	"1.02"
"163"	"中"	"10.10"	"白香蕉"	"381.6"	"酿酒,丰产"	"国外"	"--"	"欧美杂种"	"8.11"	"中"	"甜酸"	"日本"	"中"	"多"	"4.32"	"绿黄"	"中"	"Vitis(葡萄属)"	"10.60"	"软"	"2.98"	"中"	"PTG0157"	"BAI XIANG JIAO"	"椭圆"	"Vitaceae(葡萄科)"	"0.73"
"164"	"中上"	"14.32"	"白香蕉"	"313.0"	"酿酒,新梢直立"	"国外"	"--"	"欧美杂种"	"9.14"	"晚"	"甜酸"	"美国"	"中"	"多"	"5.40"	"黄绿"	"较大"	"Vitis(葡萄属)"	"16.40"	"软"	"2.99"	"较小"	"PTF0157"	"BAI XIANG JIAO"	"椭圆"	"Vitaceae(葡萄科)"	"0.82"
"165"	"中"	"14.16"	"白谢希"	"382.4"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.25"	"晚"	"甜酸"	"阿尔巴尼亚"	"中"	"较多"	"3.47"	"黄绿"	"中"	"Vitis(葡萄属)"	"16.20"	"软"	"3.27"	"中"	"PTG0159"	"BAI XIE XI"	"近圆"	"Vitaceae(葡萄科)"	"0.63"
"166"	"上"	"11.85"	"拜克"	"164.9"	"鲜食,大穗大粒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.10"	"中"	"甜"	"匈牙利"	"好"	"较多"	"1.67"	"黄绿"	"小"	"Vitis(葡萄属)"	"13.90"	"脆"	"3.23"	"小"	"PTG0160"	"BAI KE"	"椭圆"	"Vitaceae(葡萄科)"	"0.50"
"167"	"上"	"17.50"	"拜切尔"	"222.1"	"鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.30"	"晚"	"甜"	"罗马尼亚"	"好"	"少"	"1.89"	"绿黄"	"小"	"Vitis(葡萄属)"	"17.60"	"较脆"	"3.55"	"小"	"PTG0161"	"BAI QIE ER"	"椭圆"	"Vitaceae(葡萄科)"	"0.71"
"168"	"上"	"11.88"	"保尔加尔"	"656.5"	"鲜食,大穗大粒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.30"	"晚"	"甜"	"土耳其"	"好"	"较多"	"6.12"	"绿黄"	"较大"	"Vitis(葡萄属)"	"12.90"	"脆"	"2.93"	"大"	"PTG0162"	"BAO ER JIA ER"	"长圆"	"Vitaceae(葡萄科)"	"0.72"
"169"	"中下"	"15.38"	"保尔加尔"	"517.0"	"酿酒,抗病,丰产"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"9.20"	"晚"	"甜酸"	"土尔其"	"中"	"多"	"7.03"	"紫黑"	"大"	"Vitis(葡萄属)"	"18.50"	"软"	"2.75"	"较大"	"PTF0162"	"BAO ER JIA ER"	"近圆"	"Vitaceae(葡萄科)"	"1.14"
"170"	"中下"	"15.90"	"保加利亚"	"387.2"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.01"	"中"	"甜酸"	"保加利亚"	"中"	"多"	"7.88"	"紫黑"	"大"	"Vitis(葡萄属)"	"18.40"	"软"	"3.08"	"中"	"PTG0163"	"BAO JIA LI YA"	"近圆"	"Vitaceae(葡萄科)"	"0.77"
"171"	"中"	"10.37"	"北方"	"76.3"	"鲜食"	"国外"	"--"	"山欧杂种"	"7.20"	"早"	"甜酸"	"苏联"	"中"	"多"	"1.49"	"紫红"	"小"	"Vitis(葡萄属)"	"13.00"	"软"	"2.94"	"极小"	"PTG0165"	"BEI FANG"	"椭圆"	"Vitaceae(葡萄科)"	"0.77"
"172"	"中"	"18.14"	"北京红"	"180.8"	"鲜食,高含糖"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"9.01"	"晚"	"甜酸"	"--"	"中"	"多"	"4.35"	"暗红"	"中"	"Vitis(葡萄属)"	"21.00"	"软"	"2.88"	"小"	"PTG0167"	"BEI JING HONG"	"近圆"	"Vitaceae(葡萄科)"	"0.84"
"173"	"中上"	"13.20"	"北塞魂"	"114.4"	"鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.05"	"中"	"甜"	"法国"	"中"	"中"	"1.92"	"黄绿"	"小"	"Vitis(葡萄属)"	"15.30"	"脆"	"3.55"	"小"	"PTG0169"	"BEI SAI HUN"	"椭圆"	"Vitaceae(葡萄科)"	"0.43"
"174"	"中上"	"14.58"	"彼德罗克西梅涅"	"532.5"	"鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.12"	"中"	"酸甜"	"西班牙"	"中"	"多"	"3.30"	"绿黄"	"中"	"Vitis(葡萄属)"	"16.50"	"软"	"3.43"	"较大"	"PTG0170"	"BI DE LUO KE XI MEI NIE"	"椭圆"	"Vitaceae(葡萄科)"	"0.36"
"175"	"中下"	"14.30"	"比赛尔"	"405.4"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"7.26"	"早"	"甜酸"	"保加利亚"	"中"	"多"	"2.86"	"黄绿"	"较小"	"Vitis(葡萄属)"	"16.90"	"软"	"3.24"	"中"	"PTG0171"	"BI SAI ER"	"圆"	"Vitaceae(葡萄科)"	"0.59"
"176"	"中"	"13.44"	"碧绿珠"	"180.4"	"酿酒"	"国外"	"--"	"欧美杂种"	"8.17"	"中"	"甜酸"	"美国"	"中"	"多"	"3.61"	"紫黑"	"中"	"Vitis(葡萄属)"	"16.00"	"较软"	"3.12"	"小"	"PTG0172"	"BI LU ZHU"	"近圆"	"Vitaceae(葡萄科)"	"0.63"
"177"	"中下"	"12.30"	"必亚斯阿巴特"	"229.8"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.09"	"中"	"甜酸"	"苏联"	"中"	"较多"	"2.02"	"红紫"	"小"	"Vitis(葡萄属)"	"15.00"	"软"	"3.14"	"小"	"PTG0173"	"BI YA SI A BA TE"	"椭圆"	"Vitaceae(葡萄科)"	"1.06"
"178"	"上"	"14.71"	"别尔科夫斯基"	"273.0"	"鲜食,无核"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"9.06"	"晚"	"甜"	"--"	"好"	"多"	"1.85"	"绿黄"	"小"	"Vitis(葡萄属)"	"15.30"	"较脆"	"2.87"	"较小"	"PTG0174"	"BIE ER KE FU SI JI"	"近圆"	"Vitaceae(葡萄科)"	"0.69"
"179"	"上"	"19.50"	"别拉卡依"	"185.1"	"无核,高含糖"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"9.05"	"晚"	"甜"	"苏联"	"较好"	"少"	"2.56"	"黄绿"	"较小"	"Vitis(葡萄属)"	"19.80"	"较脆"	"3.62"	"小"	"PTG0175"	"BIE LA KA YI"	"椭圆"	"Vitaceae(葡萄科)"	"0.51"
"180"	"上"	"12.43"	"波尔莱特"	"310.8"	"鲜食,无核"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"7.20"	"早"	"甜"	"美国"	"中"	"中"	"1.86"	"黄绿"	"小"	"Vitis(葡萄属)"	"14.50"	"脆"	"3.25"	"较小"	"PTG0176"	"BO ER LAI TE"	"椭圆"	"Vitaceae(葡萄科)"	"0.54"
"181"	"中"	"13.73"	"波尔莱特"	"423.0"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"9.19"	"晚"	"甜酸"	"美国"	"中"	"较多"	"3.70"	"黄绿"	"中"	"Vitis(葡萄属)"	"15.10"	"软"	"3.11"	"中"	"PTF0176"	"BO ER LAI TE"	"圆"	"Vitaceae(葡萄科)"	"0.75"
"182"	"中"	"15.73"	"波发尔"	"267.1"	"酿酒,雌能花"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.20"	"中"	"甜酸"	"--"	"中"	"较多"	"3.26"	"红紫"	"中"	"Vitis(葡萄属)"	"16.10"	"软"	"3.11"	"较小"	"PTG0177"	"BO FA ER"	"近圆"	"Vitaceae(葡萄科)"	"0.78"
"183"	"中上"	"13.54"	"波莱华依"	"219.5"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.14"	"中"	"酸甜"	"苏联"	"中"	"多"	"2.25"	"紫黑"	"小"	"Vitis(葡萄属)"	"15.70"	"较脆"	"3.02"	"小"	"PTG0178"	"BO LAI HUA YI"	"椭圆"	"Vitaceae(葡萄科)"	"0.75"
"184"	"中"	"13.30"	"波莱契斯基克"	"251.5"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.10"	"中"	"甜酸"	"苏联"	"中"	"多"	"1.83"	"黄绿"	"小"	"Vitis(葡萄属)"	"15.30"	"软"	"2.97"	"较小"	"PTG0179"	"BO LAI QI SI JI KE"	"近圆"	"Vitaceae(葡萄科)"	"0.90"
"185"	"上"	"16.91"	"波秋"	"393.1"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.17"	"中"	"甜"	"罗马尼亚"	"较差"	"多"	"3.26"	"黄绿"	"中"	"Vitis(葡萄属)"	"17.60"	"软"	"3.27"	"中"	"PTG0180"	"BO QIU"	"近圆"	"Vitaceae(葡萄科)"	"1.08"
"186"	"中"	"9.03"	"波朱尼"	"293.6"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.12"	"中"	"甜酸"	"匈牙利"	"中"	"较多"	"1.82"	"黄绿"	"小"	"Vitis(葡萄属)"	"11.30"	"较脆"	"3.04"	"较小"	"PTG0181"	"BO ZHU NI"	"圆"	"Vitaceae(葡萄科)"	"0.65"
"187"	"中"	"10.57"	"波朱尼"	"239.0"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"9.03"	"中"	"甜酸"	"匈牙利"	"中"	"多"	"1.40"	"红紫"	"极小"	"Vitis(葡萄属)"	"13.70"	"软"	"2.78"	"小"	"PTF0181"	"BO ZHU NI"	"卵圆"	"Vitaceae(葡萄科)"	"0.79"
"188"	"中上"	"13.89"	"布阿基达希"	"398.4"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.10"	"中"	"甜"	"苏联"	"中"	"多"	"3.69"	"紫红"	"中"	"Vitis(葡萄属)"	"15.00"	"软"	"3.20"	"中"	"PTG0182"	"BU A JI DA XI"	"长椭圆"	"Vitaceae(葡萄科)"	"0.61"
"189"	"中上"	"10.34"	"布阿基诺尔"	"290.6"	"鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.10"	"中"	"甜"	"苏联"	"好"	"中"	"2.87"	"黄绿"	"较小"	"Vitis(葡萄属)"	"12.20"	"较脆"	"3.48"	"较小"	"PTG0183"	"BU A JI NUO ER"	"长椭圆"	"Vitaceae(葡萄科)"	"0.51"
"190"	"中"	"13.17"	"布吉苏里"	"195.0"	"鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.26"	"晚"	"甜"	"苏联"	"中"	"多"	"2.62"	"紫红"	"较小"	"Vitis(葡萄属)"	"15.70"	"软"	"3.00"	"小"	"PTG0184"	"BU JI SU LI"	"椭圆"	"Vitaceae(葡萄科)"	"0.59"
"191"	"中上"	"14.73"	"布加勒斯特玫瑰"	"508.0"	"鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"7.22"	"早"	"甜"	"罗马尼亚"	"中"	"较多"	"5.81"	"黄绿"	"较大"	"Vitis(葡萄属)"	"16.00"	"较脆"	"3.01"	"较大"	"PTG0185"	"BU JIA LE SI TE MEI GUI"	"近圆"	"Vitaceae(葡萄科)"	"0.54"
"192"	"中"	"13.83"	"布拉金涅"	"328.6"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"9.01"	"晚"	"甜酸"	"苏联"	"中"	"多"	"2.76"	"黄绿"	"较小"	"Vitis(葡萄属)"	"15.50"	"软"	"2.95"	"较小"	"PTG0186"	"BU LA JIN NIE"	"近圆"	"Vitaceae(葡萄科)"	"0.63"
"193"	"中下"	"9.70"	"布列其罗然西"	"113.3"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.12"	"中"	"酸"	"匈牙利"	"中"	"多"	"1.50"	"黄绿"	"小"	"Vitis(葡萄属)"	"10.30"	"软"	"3.12"	"小"	"PTG0187"	"BU LIE QI LUO RAN XI"	"近圆"	"Vitaceae(葡萄科)"	"0.82"
"194"	"中"	"12.49"	"布列沙"	"226.9"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.20"	"中"	"甜"	"保加利亚"	"中"	"多"	"2.31"	"紫"	"较小"	"Vitis(葡萄属)"	"15.50"	"较脆"	"3.04"	"小"	"PTG0188"	"BU LIE SHA"	"近圆"	"Vitaceae(葡萄科)"	"0.63"
"195"	"中上"	"13.52"	"采尔采拉"	"232.0"	"鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.05"	"中"	"甜"	"--"	"中"	"中"	"1.81"	"紫红"	"小"	"Vitis(葡萄属)"	"15.50"	"脆"	"3.17"	"小"	"PTG0189"	"CAI ER CAI LA"	"椭圆"	"Vitaceae(葡萄科)"	"0.54"
"196"	"中下"	"13.33"	"查尔钦"	"228.0"	"酿酒,酒质优异"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.26"	"晚"	"甜酸"	"--"	"中"	"多"	"4.06"	"紫红"	"中"	"Vitis(葡萄属)"	"16.80"	"软"	"2.82"	"小"	"PTG0190"	"CHA ER QIN"	"近圆"	"Vitaceae(葡萄科)"	"0.82"
"197"	"中上"	"10.95"	"赤霞珠"	"88.6"	"鲜食,极晚熟"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.14"	"中"	"酸甜"	"法国"	"中"	"多"	"1.16"	"紫红"	"小"	"Vitis(葡萄属)"	"13.90"	"软"	"2.56"	"极小"	"PTG0192"	"CHI XIA ZHU"	"倒卵"	"Vitaceae(葡萄科)"	"0.91"
"198"	"中"	"10.61"	"大宝"	"332.5"	"酿酒"	"国外"	"--"	"欧美杂种"	"10.12"	"极晚"	"甜酸"	"日本"	"中"	"多"	"6.64"	"红紫"	"较大"	"Vitis(葡萄属)"	"13.60"	"软"	"2.81"	"较小"	"PTG0194"	"DA BAO"	"椭圆"	"Vitaceae(葡萄科)"	"0.63"
"199"	"上"	"11.93"	"大宝"	"433.0"	"鲜食"	"国外"	"--"	"欧美杂种"	"10.08"	"极晚"	"甜"	"日本"	"好"	"中"	"8.35"	"绿黄"	"大"	"Vitis(葡萄属)"	"14.10"	"脆"	"2.83"	"中"	"PTF0194"	"DA BAO"	"椭圆"	"Vitaceae(葡萄科)"	"0.83"
"200"	"中上"	"12.04"	"大黑葡萄"	"216.4"	"鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.15"	"中"	"甜"	"法国"	"中"	"较多"	"2.90"	"紫红"	"较小"	"Vitis(葡萄属)"	"13.00"	"较脆"	"3.10"	"小"	"PTG0195"	"DA HEI PU TAO"	"椭圆"	"Vitaceae(葡萄科)"	"0.60"
