"id"	"蜡质厚薄"	"科名"	"子叶面积"	"钠含量"	"保存编号"	"品种名称"	"叶盖面直径"	"种子产量"	"染色体倍性"	"种子成熟期"	"粒性"	"开花盛期"	"白粉病"	"根头大小"	"省"	"抽苔盛期"	"译名"	"根沟深浅"	"类型"	"当年抽苔率"	"库编号"	"肉质粗细"	"育性"	"蔗糖产量"	"学名"	"统一编号"	"黄花毒病"	"叶柄宽"	"块根深度"	"果盖脱落率"	"处署绿叶"	"种子成熟度"	"叶面形状"	"块根形状"	"幼苗百株重"	"钾含量"	"种子发芽率"	"花粉量"	"叶柄色"	"子叶大小"	"处署枯叶"	"褐斑病"	"属名"	"单粒率"	"结实密度"	"株型"	"苗期生长势"	"保存单位"	"叶色"	"种株株型"	"氮含量"	"叶丛型"	"根腐病"	"备注"	"叶肉厚薄"	"蔗糖含量"	"叶缘形"	"叶形"	"维管束环数"	"根叶比值"	"叶柄长"	"下胚轴色"	"叶面多毛性"	"茎叶产量"	"经济类型"	"种子单粒率"	"块根产量吨"	"块根产量"	"不育率"	"品种来源"	"抽苔率"	"叶数"	"种子千粒重"	"根皮光滑"	"出苗盛期"	"蔗糖产量吨"	"根肉色"
"290"	"厚"	"Chenopodiaceae(藜科)"	"22.00"	"2.640"	"X04017"	"FC701"	"78.0"	"15.74"	"2x"	"7.29"	"多"	"6.10"	"--"	"小"	"国外"	"5.22"	"FC701"	"--"	"国外"	"0.00"	"--"	"粗"	"可育"	"750.70"	"Beta vulgaris L.(甜菜)"	"ZT000463"	"MS"	"中"	"24.3"	"1.0"	"31.0"	"100.0"	"平滑"	"圆锥"	"600.00"	"6.120"	"87.9"	"少"	"淡绿"	"--"	"9.2"	"76.0"	"Beta(甜菜属)"	"0"	"20.0"	"--"	"--"	"--"	"绿"	"混合"	"2.280"	"斜立"	"--"	"--"	"厚"	"14.60"	"大波"	"犁铧"	"7"	"1.882"	"中"	"混"	"光滑"	"2543.10"	"N"	"--"	"--"	"4799.50"	"0"	"美国"	"100.00"	"--"	"22.0"	"光滑"	"4.30"	"--"	"淡黄"
"291"	"厚"	"Chenopodiaceae(藜科)"	"165.50"	"3.850"	"X04018"	"杂交663-7"	"78.0"	"8.70"	"2x"	"7.27"	"多"	"6.06"	"--"	"小"	"国外"	"5.20"	"ZA JIAO 663-7"	"深"	"国外"	"0.00"	"I6A00366"	"粗"	"可育"	"858.52"	"Beta vulgaris L.(甜菜)"	"ZT000464"	"--"	"中"	"24.3"	"--"	"--"	"100.0"	"波浪"	"圆锥"	"500.00"	"5.160"	"89.0"	"多"	"淡绿"	"--"	"--"	"86.0"	"Beta(甜菜属)"	"0"	"21.4"	"--"	"中"	"中国新疆"	"绿"	"混合"	"4.920"	"斜立"	"--"	"--"	"厚"	"16.20"	"中波"	"犁铧"	"7"	"1.752"	"中"	"混"	"光滑"	"3024.69"	"NE"	"--"	"79.49"	"5299.97"	"0"	"美国"	"100.00"	"40.2"	"19.0"	"光滑"	"4.25"	"12.88"	"淡黄"
"292"	"中"	"Chenopodiaceae(藜科)"	"175.90"	"5.880"	"X04019"	"US200×215"	"70.4"	"78.30"	"2x"	"7.28"	"多"	"6.09"	"--"	"小"	"国外"	"5.21"	"US200×215"	"浅"	"国外"	"0.00"	"I6A00367"	"粗"	"可育"	"991.90"	"Beta vulgaris L.(甜菜)"	"ZT000465"	"--"	"中"	"23.5"	"1.5"	"--"	"100.0"	"平滑"	"圆锥"	"420.00"	"5.260"	"86.5"	"较多"	"绿"	"--"	"--"	"64.0"	"Beta(甜菜属)"	"0"	"21.0"	"--"	"中"	"中国新疆"	"绿"	"多茎"	"6.580"	"斜立"	"--"	"--"	"厚"	"16.00"	"中波"	"犁铧"	"7"	"3.683"	"中"	"红"	"光滑"	"1683.16"	"NE"	"--"	"92.99"	"6199.38"	"0"	"美国"	"100.00"	"39.6"	"19.0"	"较光滑"	"4.25"	"14.88"	"白"
"293"	"厚"	"Chenopodiaceae(藜科)"	"135.30"	"5.060"	"X04020"	"US215×216"	"24.8"	"74.30"	"2x"	"7.29"	"多"	"6.08"	"--"	"大"	"国外"	"5.20"	"US215×216"	"深"	"国外"	"0.00"	"I6A00368"	"细"	"可育"	"865.58"	"Beta vulgaris L.(甜菜)"	"ZT000466"	"--"	"中"	"20.8"	"--"	"--"	"100.0"	"波浪"	"圆锥"	"425.00"	"7.430"	"81.9"	"较多"	"绿"	"--"	"--"	"88.0"	"Beta(甜菜属)"	"0"	"18.8"	"--"	"中"	"中国新疆"	"绿"	"多茎"	"6.320"	"斜立"	"--"	"--"	"厚"	"14.00"	"大波"	"犁铧"	"7"	"2.200"	"中"	"混"	"光滑"	"2810.32"	"NE"	"--"	"92.74"	"6182.72"	"0"	"美国"	"100.00"	"43.4"	"17.0"	"光滑"	"4.28"	"12.98"	"白"
"294"	"中"	"Chenopodiaceae(藜科)"	"113.10"	"4.500"	"X04021"	"USH10"	"96.0"	"70.30"	"2x"	"8.01"	"多"	"6.09"	"--"	"大"	"国外"	"5.21"	"USH10"	"浅"	"国外"	"0.00"	"I6A00369"	"细"	"可育"	"650.69"	"Beta vulgaris L.(甜菜)"	"ZT000467"	"--"	"宽"	"24.0"	"--"	"--"	"100.0"	"波浪"	"楔形"	"725.00"	"5.640"	"91.7"	"较少"	"绿"	"--"	"--"	"80.0"	"Beta(甜菜属)"	"18"	"24.0"	"--"	"中"	"中国新疆"	"绿"	"混合"	"3.780"	"斜立"	"--"	"--"	"厚"	"16.40"	"大波"	"犁铧"	"8"	"1.200"	"中"	"淡绿"	"光滑"	"3298.38"	"LL"	"18"	"59.37"	"3957.84"	"0"	"美国"	"94.10"	"81.0"	"18.0"	"较光滑"	"5.01"	"9.76"	"白"
"295"	"厚"	"Chenopodiaceae(藜科)"	"142.80"	"3.000"	"X04022"	"USH11"	"88.6"	"24.30"	"2x"	"8.01"	"多"	"6.08"	"--"	"大"	"国外"	"5.19"	"USH11"	"深"	"国外"	"0.00"	"I6A00370"	"粗"	"可育"	"635.04"	"Beta vulgaris L.(甜菜)"	"ZT000468"	"--"	"中"	"25.3"	"--"	"--"	"100.0"	"平滑"	"圆锥"	"1300.00"	"4.790"	"95.0"	"较少"	"淡绿"	"--"	"--"	"90.0"	"Beta(甜菜属)"	"17"	"23.4"	"--"	"较旺"	"中国新疆"	"浓绿"	"多茎"	"3.900"	"斜立"	"--"	"--"	"厚"	"14.60"	"大波"	"犁铧"	"7"	"1.905"	"长"	"淡绿"	"光滑"	"2283.11"	"N"	"17"	"65.24"	"4349.56"	"0"	"美国"	"100.00"	"47.4"	"19.0"	"光滑"	"4.28"	"9.53"	"白"
"296"	"薄"	"Chenopodiaceae(藜科)"	"178.60"	"2.410"	"X04023"	"USH20"	"78.8"	"25.00"	"2x"	"7.29"	"多"	"6.08"	"--"	"小"	"国外"	"5.23"	"USH20"	"浅"	"国外"	"0.00"	"I6A00371"	"细"	"可育"	"616.61"	"Beta vulgaris L.(甜菜)"	"ZT000469"	"--"	"中"	"24.0"	"--"	"22.6"	"100.0"	"平滑"	"圆锥"	"800.00"	"4.350"	"99.0"	"较多"	"绿"	"--"	"10.4"	"84.0"	"Beta(甜菜属)"	"12"	"23.8"	"--"	"较旺"	"中国新疆"	"浓绿"	"多茎"	"2.500"	"直立"	"--"	"--"	"厚"	"14.80"	"小波"	"犁铧"	"7"	"1.210"	"中"	"淡绿"	"光滑"	"3457.46"	"N"	"12"	"62.49"	"4166.25"	"0"	"美国"	"100.00"	"--"	"19.0"	"光滑"	"5.04"	"9.25"	"白"
"297"	"厚"	"Chenopodiaceae(藜科)"	"213.50"	"5.190"	"X04024"	"ACH12"	"75.6"	"24.20"	"2x"	"8.01"	"多"	"6.08"	"--"	"小"	"国外"	"5.19"	"ACH12"	"浅"	"国外"	"0.00"	"I6A00372"	"细"	"可育"	"643.88"	"Beta vulgaris L.(甜菜)"	"ZT000470"	"--"	"中"	"23.1"	"--"	"24.6"	"100.0"	"平滑"	"圆锥"	"1200.00"	"4.290"	"96.5"	"较少"	"绿"	"--"	"14.8"	"79.0"	"Beta(甜菜属)"	"32"	"21.8"	"--"	"旺"	"中国新疆"	"绿"	"混合"	"3.900"	"斜立"	"--"	"--"	"厚"	"15.90"	"中波"	"犁铧"	"--"	"1.300"	"中"	"红"	"光滑"	"3155.07"	"N"	"32"	"60.74"	"4049.59"	"0"	"美国"	"100.00"	"--"	"17.0"	"光滑"	"5.03"	"9.66"	"白"
"298"	"厚"	"Chenopodiaceae(藜科)"	"153.00"	"2.200"	"X04025"	"ACH14"	"88.4"	"70.20"	"2x"	"8.01"	"多"	"6.08"	"--"	"大"	"国外"	"5.20"	"ACH14"	"浅"	"国外"	"0.00"	"I6A00373"	"细"	"可育"	"827.62"	"Beta vulgaris L.(甜菜)"	"ZT000471"	"--"	"中"	"24.0"	"3.0"	"--"	"100.0"	"平滑"	"圆锥"	"1250.00"	"5.540"	"99.0"	"较多"	"绿"	"--"	"--"	"60.0"	"Beta(甜菜属)"	"12"	"23.0"	"--"	"较旺"	"中国新疆"	"绿"	"多茎"	"2.400"	"斜立"	"--"	"--"	"厚"	"18.60"	"中波"	"犁铧"	"7"	"2.189"	"中"	"淡绿"	"光滑"	"2033.13"	"NZ"	"12"	"66.74"	"4049.55"	"0"	"美国"	"100.00"	"53.6"	"18.0"	"光滑"	"4.28"	"12.41"	"白"
"299"	"厚"	"Chenopodiaceae(藜科)"	"125.90"	"4.800"	"X04026"	"ACH17"	"86.4"	"23.30"	"2x"	"8.01"	"多"	"6.08"	"--"	"大"	"国外"	"5.19"	"ACH17"	"浅"	"国外"	"2.50"	"I6A00374"	"细"	"可育"	"696.88"	"Beta vulgaris L.(甜菜)"	"ZT000472"	"--"	"中"	"24.0"	"--"	"--"	"99.0"	"平滑"	"圆锥"	"1030.00"	"5.750"	"95.2"	"较多"	"绿"	"--"	"--"	"85.0"	"Beta(甜菜属)"	"23"	"20.0"	"--"	"较旺"	"中国新疆"	"绿"	"多茎"	"5.060"	"斜立"	"--"	"--"	"厚"	"15.90"	"中波"	"犁铧"	"7"	"1.584"	"中"	"混"	"光滑"	"2766.39"	"N"	"23"	"65.74"	"4382.89"	"0"	"美国"	"100.00"	"45.2"	"17.0"	"光滑"	"4.27"	"10.45"	"白"
"300"	"厚"	"Chenopodiaceae(藜科)"	"100.60"	"3.930"	"X04027"	"ACH30"	"73.4"	"17.80"	"2x"	"7.29"	"多"	"6.08"	"--"	"大"	"国外"	"5.18"	"ACH30"	"深"	"国外"	"0.00"	"I6A00375"	"粗"	"可育"	"714.33"	"Beta vulgaris L.(甜菜)"	"ZT000473"	"--"	"宽"	"25.0"	"1.5"	"--"	"100.0"	"平滑"	"圆锥"	"680.00"	"4.640"	"98.0"	"较多"	"绿"	"--"	"--"	"93.3"	"Beta(甜菜属)"	"14"	"49.2"	"--"	"中"	"中国新疆"	"绿"	"多茎"	"2.500"	"斜立"	"--"	"--"	"厚"	"15.20"	"中波"	"犁铧"	"7"	"3.318"	"中"	"混"	"光滑"	"1416.53"	"N"	"14"	"70.49"	"4699.53"	"0"	"美国"	"96.60"	"42.6"	"20.0"	"光滑"	"4.28"	"10.71"	"白"
"301"	"中"	"Chenopodiaceae(藜科)"	"131.50"	"4.140"	"X04030"	"84110-00"	"74.8"	"26.70"	"2x"	"7.29"	"多"	"6.09"	"--"	"大"	"国外"	"5.22"	"84110-00"	"浅"	"国外"	"0.00"	"I6A00376"	"粗"	"可育"	"558.94"	"Beta vulgaris L.(甜菜)"	"ZT000474"	"--"	"中"	"19.8"	"1.0"	"--"	"100.0"	"波浪"	"纺锤"	"930.00"	"7.480"	"89.4"	"较多"	"绿"	"--"	"--"	"82.0"	"Beta(甜菜属)"	"68"	"26.6"	"--"	"较旺"	"中国新疆"	"绿"	"多茎"	"3.410"	"斜立"	"--"	"--"	"厚"	"13.00"	"大波"	"犁铧"	"7"	"3.440"	"中"	"混"	"光滑"	"1209.87"	"LL"	"68"	"64.49"	"4299.57"	"0"	"美国"	"100.00"	"40.8"	"17.0"	"光滑"	"4.30"	"8.38"	"白"
"302"	"厚"	"Chenopodiaceae(藜科)"	"105.00"	"3.540"	"X04031"	"84111-00"	"104.5"	"41.70"	"2x"	"7.29"	"多"	"6.10"	"--"	"大"	"国外"	"5.22"	"84111-00"	"深"	"国外"	"0.00"	"I6A00377"	"细"	"可育"	"693.53"	"Beta vulgaris L.(甜菜)"	"ZT000475"	"--"	"宽"	"25.5"	"--"	"--"	"100.0"	"平滑"	"圆锥"	"820.00"	"6.410"	"84.9"	"较多"	"绿"	"--"	"--"	"84.0"	"Beta(甜菜属)"	"0"	"18.0"	"--"	"较旺"	"中国新疆"	"绿"	"多茎"	"2.430"	"斜立"	"--"	"--"	"厚"	"13.60"	"大波"	"犁铧"	"8"	"2.299"	"中"	"红"	"光滑"	"2217.17"	"E"	"--"	"76.49"	"5099.49"	"0"	"美国"	"100.00"	"48.0"	"16.0"	"光滑"	"5.01"	"10.40"	"白"
"303"	"中"	"Chenopodiaceae(藜科)"	"159.30"	"3.840"	"X04033"	"84122-00"	"100.8"	"25.30"	"2x"	"7.29"	"多"	"6.08"	"--"	"大"	"国外"	"5.19"	"84122-00"	"深"	"国外"	"0.00"	"I6A00378"	"细"	"可育"	"721.46"	"Beta vulgaris L.(甜菜)"	"ZT000476"	"--"	"宽"	"24.3"	"--"	"--"	"100.0"	"平滑"	"圆锥"	"1166.60"	"6.880"	"81.0"	"多"	"绿"	"--"	"--"	"50.0"	"Beta(甜菜属)"	"10"	"25.4"	"--"	"旺"	"中国新疆"	"绿"	"多茎"	"4.720"	"直立"	"--"	"--"	"薄"	"13.70"	"中波"	"犁铧"	"6"	"1.533"	"长"	"混"	"光滑"	"3432.99"	"E"	"10"	"78.99"	"5266.14"	"0"	"美国"	"100.00"	"38.2"	"19.0"	"较光滑"	"4.28"	"10.82"	"淡黄"
"304"	"--"	"Chenopodiaceae(藜科)"	"--"	"5.070"	"X04034"	"S-P-L1-800(X)"	"--"	"--"	"2x"	"--"	"多"	"--"	"S"	"大"	"国外"	"--"	"S-P-L1-800(X)"	"浅"	"国外"	"0"	"I6A00379"	"粗"	"可育"	"--"	"Beta vulgaris L.(甜菜)"	"ZT000477"	"MS"	"宽"	"--"	"--"	"--"	"--"	"--"	"圆锥"	"875.00"	"8.000"	"--"	"多"	"--"	"大"	"--"	"--"	"Beta(甜菜属)"	"0"	"16.2"	"--"	"较旺"	"新疆农科院"	"绿"	"混合"	"6.350"	"斜立"	"--"	"--"	"--"	"12.00"	"--"	"犁铧"	"6"	"--"	"长"	"淡绿"	"--"	"--"	"LL"	"--"	"45.00"	"--"	"0"	"美国"	"--"	"39.8"	"33.0"	"光滑"	"--"	"5.40"	"白"
"305"	"中"	"Chenopodiaceae(藜科)"	"166.20"	"4.600"	"X04035"	"Holly-Hybirid 21"	"64.6"	"11.50"	"2x"	"8.01"	"多"	"6.08"	"--"	"大"	"国外"	"5.19"	"Holly-Hybirid 21"	"浅"	"国外"	"0.00"	"I6A00380"	"细"	"可育"	"647.33"	"Beta vulgaris L.(甜菜)"	"ZT000478"	"--"	"中"	"22.0"	"0.5"	"--"	"100.0"	"平滑"	"圆锥"	"833.30"	"6.190"	"92.4"	"较多"	"淡绿"	"--"	"--"	"94.0"	"Beta(甜菜属)"	"27"	"20.0"	"--"	"中"	"中国新疆"	"绿"	"多茎"	"4.500"	"斜立"	"--"	"--"	"厚"	"15.60"	"中波"	"犁铧"	"7"	"4.081"	"中"	"混"	"光滑"	"1016.57"	"N"	"27"	"62.24"	"4148.58"	"0"	"美国"	"96.40"	"41.4"	"18.0"	"光滑"	"4.26"	"9.71"	"白"
"306"	"厚"	"Chenopodiaceae(藜科)"	"174.40"	"5.080"	"X04036"	"Holly-Hybirid 22"	"63.2"	"41.00"	"2x"	"8.01"	"多"	"6.08"	"--"	"大"	"国外"	"5.20"	"Holly-Hybirid 22"	"浅"	"国外"	"0.00"	"I6A00381"	"细"	"可育"	"505.64"	"Beta vulgaris L.(甜菜)"	"ZT000479"	"--"	"中"	"34.7"	"--"	"--"	"100.0"	"平滑"	"纺锤"	"800.00"	"7.360"	"90.9"	"较多"	"绿"	"--"	"--"	"86.0"	"Beta(甜菜属)"	"43"	"20.8"	"--"	"中"	"中国新疆"	"绿"	"多茎"	"8.610"	"斜立"	"--"	"--"	"厚"	"14.60"	"大波"	"犁铧"	"6"	"1.940"	"中"	"淡绿"	"光滑"	"1783.15"	"LL"	"43"	"51.95"	"3413.50"	"0"	"美国"	"100.00"	"38.4"	"17.0"	"光滑"	"4.28"	"7.58"	"白"
"307"	"中"	"Chenopodiaceae(藜科)"	"158.10"	"3.140"	"X04037"	"Holly-Hybirid 25"	"92.0"	"26.60"	"2x"	"8.01"	"多"	"6.13"	"--"	"大"	"国外"	"5.19"	"Holly-Hybirid 25"	"浅"	"国外"	"0.00"	"I6A00382"	"细"	"可育"	"699.94"	"Beta vulgaris L.(甜菜)"	"ZT000480"	"--"	"中"	"21.0"	"5.5"	"--"	"100.0"	"波浪"	"圆锥"	"650.00"	"5.130"	"92.0"	"较少"	"绿"	"--"	"--"	"95.0"	"Beta(甜菜属)"	"20"	"19.6"	"--"	"中"	"中国新疆"	"绿"	"多茎"	"4.320"	"斜立"	"--"	"--"	"厚"	"15.00"	"大波"	"犁铧"	"7"	"1.700"	"中"	"红"	"光滑"	"2548.76"	"N"	"20"	"64.99"	"4332.90"	"0"	"美国"	"100.00"	"36.5"	"18.0"	"较光滑"	"4.24"	"9.75"	"白"
"308"	"厚"	"Chenopodiaceae(藜科)"	"111.50"	"5.850"	"X05001"	"本育192"	"92.0"	"19.40"	"2x"	"7.28"	"多"	"6.08"	"--"	"小"	"国外"	"5.20"	"BEN YU 192"	"浅"	"国外"	"0.00"	"I6A00383"	"粗"	"可育"	"415.55"	"Beta vulgaris L.(甜菜)"	"ZT000481"	"--"	"宽"	"18.5"	"--"	"--"	"100.0"	"波浪"	"圆锥"	"703.70"	"5.270"	"88.4"	"较多"	"淡绿"	"--"	"--"	"86.7"	"Beta(甜菜属)"	"0"	"19.2"	"--"	"中"	"中国新疆"	"绿"	"多茎"	"3.450"	"斜立"	"--"	"--"	"厚"	"14.40"	"大波"	"犁铧"	"7"	"1.049"	"中"	"混"	"光滑"	"3083.02"	"LL"	"--"	"48.50"	"3233.21"	"0"	"日本"	"100.00"	"33.6"	"19.0"	"光滑"	"4.28"	"6.98"	"白"
"309"	"中"	"Chenopodiaceae(藜科)"	"119.00"	"4.000"	"X05002"	"本育390"	"90.2"	"70.00"	"2x"	"7.31"	"多"	"6.13"	"--"	"大"	"国外"	"5.24"	"BEN YU 390"	"深"	"国外"	"0.00"	"I6A00384"	"细"	"可育"	"419.96"	"Beta vulgaris L.(甜菜)"	"ZT000482"	"--"	"中"	"19.8"	"2.0"	"--"	"100.0"	"平滑"	"圆锥"	"857.40"	"6.000"	"81.7"	"较多"	"绿"	"--"	"--"	"60.0"	"Beta(甜菜属)"	"0"	"21.8"	"--"	"中"	"中国新疆"	"绿"	"混合"	"3.600"	"斜立"	"--"	"--"	"厚"	"15.00"	"大波"	"犁铧"	"6"	"1.235"	"中"	"混"	"光滑"	"2266.44"	"LL"	"--"	"41.99"	"2799.72"	"0"	"日本"	"92.30"	"35.6"	"21.0"	"较光滑"	"5.04"	"6.30"	"白"
"310"	"厚"	"Chenopodiaceae(藜科)"	"134.90"	"3.150"	"X05003"	"本育398-1"	"91.2"	"19.70"	"2x"	"7.29"	"多"	"6.09"	"--"	"小"	"国外"	"5.20"	"BEN YU 398-1"	"浅"	"国外"	"0.00"	"I6A00385"	"粗"	"可育"	"581.28"	"Beta vulgaris L.(甜菜)"	"ZT000483"	"--"	"中"	"22.0"	"--"	"--"	"100.0"	"平滑"	"圆锥"	"800.00"	"4.770"	"89.0"	"较多"	"绿"	"--"	"--"	"80.0"	"Beta(甜菜属)"	"0"	"19.6"	"--"	"中"	"中国新疆"	"绿"	"多茎"	"2.840"	"斜立"	"--"	"--"	"厚"	"16.00"	"大波"	"犁铧"	"6"	"1.809"	"中"	"混"	"光滑"	"2028.13"	"LL"	"--"	"54.49"	"3632.97"	"0"	"日本"	"100.00"	"44.4"	"19.0"	"较光滑"	"4.28"	"8.72"	"白"
"311"	"中"	"Chenopodiaceae(藜科)"	"145.40"	"4.420"	"X06002"	"Beta-y 19"	"99.4"	"113.80"	"2x"	"7.26"	"多"	"6.10"	"--"	"小"	"国外"	"5.22"	"Beta-y 19"	"浅"	"国外"	"0.00"	"I6A00386"	"细"	"可育"	"524.75"	"Beta vulgaris L.(甜菜)"	"ZT000484"	"--"	"中"	"20.5"	"--"	"--"	"100.0"	"平滑"	"圆锥"	"750.00"	"8.060"	"81.9"	"较多"	"淡绿"	"--"	"--"	"76.4"	"Beta(甜菜属)"	"0"	"19.8"	"--"	"中"	"中国新疆"	"淡绿"	"单茎"	"5.320"	"斜立"	"--"	"--"	"薄"	"12.60"	"大波"	"犁铧"	"8"	"1.779"	"长"	"混"	"光滑"	"2338.79"	"LL"	"--"	"62.41"	"4166.70"	"0"	"匈牙利"	"100.00"	"36.4"	"33.0"	"光滑"	"5.04"	"7.86"	"淡黄"
"312"	"厚"	"Chenopodiaceae(藜科)"	"94.80"	"5.650"	"X06003"	"Beta C 242"	"93.7"	"77.30"	"2x"	"7.26"	"多"	"6.10"	"--"	"大"	"国外"	"5.23"	"Beta C 242"	"浅"	"国外"	"0.00"	"I6A00387"	"细"	"可育"	"710.00"	"Beta vulgaris L.(甜菜)"	"ZT000485"	"--"	"宽"	"20.3"	"--"	"--"	"100.0"	"平滑"	"圆锥"	"833.30"	"6.500"	"86.3"	"较多"	"淡绿"	"--"	"--"	"93.3"	"Beta(甜菜属)"	"0"	"21.6"	"--"	"中"	"中国新疆"	"绿"	"单茎"	"6.900"	"斜立"	"--"	"--"	"厚"	"15.30"	"大波"	"犁铧"	"7"	"2.362"	"中"	"混"	"光滑"	"1966.11"	"N"	"--"	"69.66"	"4643.95"	"0"	"匈牙利"	"100.00"	"35.7"	"28.0"	"光滑"	"4.28"	"10.65"	"白"
"313"	"中"	"Chenopodiaceae(藜科)"	"95.90"	"5.090"	"X06007"	"Beta 242 C"	"88.8"	"25.50"	"2x"	"7.28"	"多"	"6.08"	"--"	"大"	"国外"	"5.20"	"Beta 242 C"	"浅"	"国外"	"0.00"	"--"	"细"	"可育"	"586.50"	"Beta vulgaris L.(甜菜)"	"ZT000486"	"HS"	"中"	"20.0"	"--"	"33.2"	"100.0"	"平滑"	"圆锥"	"777.80"	"6.230"	"80.0"	"较多"	"绿"	"--"	"9.4"	"80.0"	"Beta(甜菜属)"	"0"	"20.0"	"--"	"中"	"--"	"绿"	"单茎"	"7.140"	"斜立"	"--"	"--"	"厚"	"16.60"	"中波"	"犁铧"	"7"	"2.575"	"长"	"混"	"光滑"	"1372.00"	"LL"	"--"	"--"	"3522.90"	"0"	"匈牙利"	"100.00"	"--"	"19.0"	"较光滑"	"4.26"	"--"	"白"
"314"	"中"	"Chenopodiaceae(藜科)"	"98.60"	"5.090"	"X08001"	"Dobrovicka-A"	"90.0"	"30.70"	"2x"	"7.26"	"多"	"6.10"	"--"	"小"	"国外"	"5.20"	"Dobrovicka-A"	"浅"	"国外"	"0.00"	"I6A00388"	"细"	"可育"	"559.95"	"Beta vulgaris L.(甜菜)"	"ZT000487"	"--"	"中"	"20.8"	"--"	"--"	"100.0"	"波浪"	"圆锥"	"1000.00"	"6.420"	"80.0"	"多"	"绿"	"--"	"--"	"91.0"	"Beta(甜菜属)"	"0"	"20.4"	"--"	"较旺"	"中国新疆"	"绿"	"多茎"	"5.710"	"斜立"	"--"	"--"	"薄"	"12.60"	"中波"	"犁铧"	"7"	"1.404"	"长"	"混"	"光滑"	"3165.24"	"LL"	"--"	"66.66"	"4444.00"	"0"	"捷克"	"100.00"	"40.6"	"25.0"	"光滑"	"4.26"	"8.40"	"白"
"315"	"中"	"Chenopodiaceae(藜科)"	"165.50"	"2.770"	"X08002"	"Dobrovicka-N"	"89.6"	"61.10"	"2x"	"7.27"	"多"	"6.09"	"--"	"小"	"国外"	"5.20"	"Dobrovicka-N"	"浅"	"国外"	"0.00"	"I6A00389"	"细"	"可育"	"602.95"	"Beta vulgaris L.(甜菜)"	"ZT000488"	"--"	"宽"	"20.0"	"--"	"--"	"100.0"	"波浪"	"楔形"	"1100.00"	"2.540"	"86.2"	"较多"	"绿"	"--"	"--"	"83.0"	"Beta(甜菜属)"	"0"	"19.2"	"--"	"较旺"	"中国新疆"	"绿"	"多茎"	"6.260"	"斜立"	"--"	"--"	"薄"	"13.50"	"大波"	"犁铧"	"7"	"2.072"	"长"	"混"	"光滑"	"2155.50"	"LL"	"--"	"66.99"	"4466.70"	"0"	"捷克"	"100.00"	"34.2"	"26.0"	"光滑"	"4.26"	"9.04"	"白"
"316"	"厚"	"Chenopodiaceae(藜科)"	"138.90"	"4.830"	"X09001"	"Hillesoa-4200"	"78.0"	"66.50"	"2x"	"7.27"	"多"	"6.10"	"--"	"大"	"国外"	"5.20"	"Hillesoa-4200"	"浅"	"国外"	"0.00"	"I6A00390"	"细"	"可育"	"529.61"	"Beta vulgaris L.(甜菜)"	"ZT000489"	"--"	"中"	"22.3"	"--"	"--"	"100.0"	"波浪"	"圆锥"	"1600.00"	"6.940"	"95.0"	"较多"	"淡绿"	"--"	"--"	"77.8"	"Beta(甜菜属)"	"0"	"22.2"	"--"	"旺"	"中国新疆"	"绿"	"多茎"	"5.550"	"斜立"	"--"	"--"	"厚"	"14.00"	"中波"	"犁铧"	"6"	"1.372"	"长"	"红"	"光滑"	"2758.05"	"LL"	"--"	"56.74"	"3782.75"	"0"	"瑞典"	"100.00"	"38.8"	"17.0"	"较光滑"	"5.03"	"7.94"	"淡黄"
"317"	"中"	"Chenopodiaceae(藜科)"	"127.50"	"4.960"	"X09005"	"Vytomo"	"82.4"	"17.60"	"2x"	"7.31"	"多"	"6.12"	"--"	"大"	"国外"	"5.21"	"Vytomo"	"深"	"国外"	"0.00"	"I6A00541"	"细"	"可育"	"903.40"	"Beta vulgaris L.(甜菜)"	"ZT000490"	"S"	"中"	"21.0"	"7.0"	"24.0"	"100.0"	"波浪"	"圆锥"	"725.00"	"6.120"	"91.0"	"较多"	"淡绿"	"--"	"7.6"	"83.6"	"Beta(甜菜属)"	"0"	"24.0"	"--"	"中"	"--"	"绿"	"混合"	"3.180"	"斜立"	"--"	"--"	"厚"	"15.40"	"大波"	"犁铧"	"7"	"2.323"	"中"	"红"	"光滑"	"2524.70"	"NE"	"--"	"--"	"91.00"	"0"	"瑞典"	"100.00"	"--"	"17.0"	"光滑"	"4.27"	"--"	"淡黄"
"318"	"中"	"Chenopodiaceae(藜科)"	"151.70"	"3.420"	"X09006"	"Primahill"	"69.2"	"30.70"	"2x"	"8.01"	"多"	"6.13"	"--"	"大"	"国外"	"5.21"	"Primahill"	"深"	"国外"	"0.00"	"I6A00391"	"细"	"可育"	"862.91"	"Beta vulgaris L.(甜菜)"	"ZT000491"	"--"	"中"	"22.0"	"10.0"	"--"	"100.0"	"波浪"	"圆锥"	"680.00"	"7.230"	"84.7"	"多"	"淡绿"	"--"	"--"	"84.0"	"Beta(甜菜属)"	"0"	"21.8"	"--"	"中"	"中国新疆"	"绿"	"多茎"	"3.180"	"斜立"	"--"	"--"	"厚"	"16.80"	"大波"	"犁铧"	"8"	"2.214"	"中"	"混"	"光滑"	"2333.10"	"NE"	"--"	"77.49"	"5161.15"	"0"	"瑞典"	"100.00"	"36.8"	"17.0"	"较光滑"	"4.26"	"13.02"	"白"
