"id"	"记录号"	"分类"	"标题书名"	"作者"	"信息类型"	"信息来源"	"出版日期"	"出版者"	"出版地"	"载体形态"	"登录号"	"关键词"	"正文文摘"	"附件"
"89"	"GJ00089"	"S563-092.48"	"农政全书.卷三十六,蚕桑广类-麻"	"（明）徐光启纂辑"	"古籍"	"SDIC馆藏图书著作"	"明崇祯十二年（1639）"			"23页"	"G005794"	"农业；麻；古代；中国"	"本丛书主要介绍：主要介绍了古代的田制、农事、水利、农器园艺、蚕桑、种植、牧养、食品、荒政。"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G005794/"
"90"	"GJ00090"	"S3-092.48"	"农政全书.卷三十七,种植-总论"	"（明）徐光启纂辑"	"古籍"	"SDIC馆藏图书著作"	"明崇祯十二年（1639）"			"19页"	"G005795"	"农业；农学；古代；中国"	"本丛书主要介绍：主要介绍了古代的田制、农事、水利、农器园艺、蚕桑、种植、牧养、食品、荒政。"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G005795/"
"91"	"GJ00091"	"S7-092.48"	"农政全书.卷三十八,种植-木部"	"（明）徐光启纂辑"	"古籍"	"SDIC馆藏图书著作"	"明崇祯十二年（1639）"			"34页"	"G005796"	"农业；林木；古代；中国"	"本丛书主要介绍：主要介绍了古代的田制、农事、水利、农器园艺、蚕桑、种植、牧养、食品、荒政。"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G005796/"
"92"	"GJ00092"	"S56-092.48"	"农政全书.卷三十九,种植-杂种上"	"（明）徐光启纂辑"	"古籍"	"SDIC馆藏图书著作"	"明崇祯十二年（1639）"			"30页"	"G005797"	"农业；经济作物栽培；古代；中国"	"本丛书主要介绍：主要介绍了古代的田制、农事、水利、农器园艺、蚕桑、种植、牧养、食品、荒政。"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G005797/"
"93"	"GJ00093"	"S82-092.48"	"农政全书.卷四十一,牧养-六畜"	"（明）徐光启纂辑"	"古籍"	"SDIC馆藏图书著作"	"明崇祯十二年（1639）"			"45页"	"G005798"	"农业；家畜；古代；中国"	"本丛书主要介绍：主要介绍了古代的田制、农事、水利、农器园艺、蚕桑、种植、牧养、食品、荒政。"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G005798/"
"94"	"GJ00094"	"TS2-092.48"	"农政全书.卷四十二,制造-食物"	"（明）徐光启纂辑"	"古籍"	"SDIC馆藏图书著作"	"明崇祯十二年（1639）"			"23页"	"G005799"	"食品科学；古代；中国"	"本丛书主要介绍：主要介绍了古代的田制、农事、水利、农器园艺、蚕桑、种植、牧养、食品、荒政。"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G005799/"
"95"	"GJ00095"	"D691-092.48"	"农政全书.卷四十三,荒政-備荒总论、備荒考上"	"（明）徐光启纂辑"	"古籍"	"SDIC馆藏图书著作"	"明崇祯十二年（1639）"			"32页"	"G005800"	"农业；自然灾害；古代；中国"	"本丛书主要介绍：主要介绍了古代的田制、农事、水利、农器园艺、蚕桑、种植、牧养、食品、荒政。"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G005800/"
"96"	"GJ00096"	"D691-092.48"	"农政全书.卷四十四,荒政-備荒考中"	"（明）徐光启纂辑"	"古籍"	"SDIC馆藏图书著作"	"明崇祯十二年（1639）"			"35页"	"G005801"	"农业；自然灾害；古代；中国"	"本丛书主要介绍：主要介绍了古代的田制、农事、水利、农器园艺、蚕桑、种植、牧养、食品、荒政。"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G005801/"
"97"	"GJ00097"	"D691-092.48"	"农政全书.卷四十五,荒政-備荒考下"	"（明）徐光启纂辑"	"古籍"	"SDIC馆藏图书著作"	"明崇祯十二年（1639）"			"22页"	"G005802"	"农业；自然灾害；古代；中国"	"本丛书主要介绍：主要介绍了古代的田制、农事、水利、农器园艺、蚕桑、种植、牧养、食品、荒政。"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G005802/"
"98"	"GJ00098"	"S647-092.48"	"农政全书.卷四十六,荒政-救荒本草一草部"	"（明）徐光启纂辑"	"古籍"	"SDIC馆藏图书著作"	"明崇祯十二年（1639）"			"34页"	"G005803"	"农业；野菜；古代；中国"	"本丛书主要介绍：主要介绍了古代的田制、农事、水利、农器园艺、蚕桑、种植、牧养、食品、荒政。"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G005803/"
"99"	"GJ00099"	"S647-092.48"	"农政全书.卷四十七,荒政-救荒本草二草部"	"（明）徐光启纂辑"	"古籍"	"SDIC馆藏图书著作"	"明崇祯十二年（1639）"			"33页"	"G005804"	"农业；野菜；古代；中国"	"本丛书主要介绍：主要介绍了古代的田制、农事、水利、农器园艺、蚕桑、种植、牧养、食品、荒政。"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G005804/"
"100"	"GJ00100"	"S647-092.48"	"农政全书.卷四十,荒政-救荒本草三草部"	"（明）徐光启纂辑"	"古籍"	"SDIC馆藏图书著作"	"明崇祯十二年（1639）"			"33页"	"G005805"	"农业；野菜；古代；中国"	"本丛书主要介绍：主要介绍了古代的田制、农事、水利、农器园艺、蚕桑、种植、牧养、食品、荒政。"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G005805/"
"101"	"GJ00101"	"S647-092.48"	"农政全书.卷四十九,荒政-救荒本草四草部"	"（明）徐光启纂辑"	"古籍"	"SDIC馆藏图书著作"	"明崇祯十二年（1639）"			"47页"	"G005806"	"农业；野菜；古代；中国"	"本丛书主要介绍：主要介绍了古代的田制、农事、水利、农器园艺、蚕桑、种植、牧养、食品、荒政。"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G005806/"
"102"	"GJ00102"	"S647-092.48"	"农政全书.卷五十,荒政-救荒本草五草部"	"（明）徐光启纂辑"	"古籍"	"SDIC馆藏图书著作"	"明崇祯十二年（1639）"			"26页"	"G005807"	"农业；野菜；古代；中国"	"本丛书主要介绍：主要介绍了古代的田制、农事、水利、农器园艺、蚕桑、种植、牧养、食品、荒政。"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G005807/"
"103"	"GJ00103"	"S647-092.48"	"农政全书.卷五十一,荒政-救荒本草六草部"	"（明）徐光启纂辑"	"古籍"	"SDIC馆藏图书著作"	"明崇祯十二年（1639）"			"24页"	"G005808"	"农业；野菜；古代；中国"	"本丛书主要介绍：主要介绍了古代的田制、农事、水利、农器园艺、蚕桑、种植、牧养、食品、荒政。"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G005808/"
"104"	"GJ00104"	"S647-092.48"	"农政全书.卷五十二,荒政-救荒本草七草部"	"（明）徐光启纂辑"	"古籍"	"SDIC馆藏图书著作"	"明崇祯十二年（1639）"			"33页"	"G005809"	"农业；野菜；古代；中国"	"本丛书主要介绍：主要介绍了古代的田制、农事、水利、农器园艺、蚕桑、种植、牧养、食品、荒政。"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G005809/"
"105"	"GJ00105"	"S647-092.48"	"农政全书.卷五十三,荒政-救荒本草八草部"	"（明）徐光启纂辑"	"古籍"	"SDIC馆藏图书著作"	"明崇祯十二年（1639）"			"27页"	"G005810"	"农业；野菜；古代；中国"	"本丛书主要介绍：主要介绍了古代的田制、农事、水利、农器园艺、蚕桑、种植、牧养、食品、荒政。"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G005810/"
"106"	"GJ00106"	"S647-092.48"	"农政全书.卷五十四,荒政-救荒本草木部"	"（明）徐光启纂辑"	"古籍"	"SDIC馆藏图书著作"	"明崇祯十二年（1639）"			"41页"	"G005811"	"农业；野菜；古代；中国"	"本丛书主要介绍：主要介绍了古代的田制、农事、水利、农器园艺、蚕桑、种植、牧养、食品、荒政。"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G005811/"
"107"	"GJ00107"	"S647-092.48"	"农政全书.卷五十五,荒政-救荒本草木部"	"（明）徐光启纂辑"	"古籍"	"SDIC馆藏图书著作"	"明崇祯十二年（1639）"			"21页"	"G005812"	"农业；野菜；古代；中国"	"本丛书主要介绍：主要介绍了古代的田制、农事、水利、农器园艺、蚕桑、种植、牧养、食品、荒政。"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G005812/"
"108"	"GJ00108"	"S647-092.48"	"农政全书.卷五十六,荒政-救荒本草木部"	"（明）徐光启纂辑"	"古籍"	"SDIC馆藏图书著作"	"明崇祯十二年（1639）"			"18页"	"G005813"	"农业；野菜；古代；中国"	"本丛书主要介绍：主要介绍了古代的田制、农事、水利、农器园艺、蚕桑、种植、牧养、食品、荒政。"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G005813/"
"109"	"GJ00109"	"S647-092.48"	"农政全书.卷五十七,荒政-救荒本草米谷部"	"（明）徐光启纂辑"	"古籍"	"SDIC馆藏图书著作"	"明崇祯十二年（1639）"			"20页"	"G005814"	"农业；野菜；古代；中国"	"本丛书主要介绍：主要介绍了古代的田制、农事、水利、农器园艺、蚕桑、种植、牧养、食品、荒政。"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G005814/"
"110"	"GJ00110"	"S647-092.48"	"农政全书.卷五十八,荒政-救荒本草果部"	"（明）徐光启纂辑"	"古籍"	"SDIC馆藏图书著作"	"明崇祯十二年（1639）"			"37页"	"G005815"	"农业；野果；古代；中国"	"本丛书主要介绍：主要介绍了古代的田制、农事、水利、农器园艺、蚕桑、种植、牧养、食品、荒政。"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G005815/"
"111"	"GJ00111"	"S647-092.48"	"农政全书.卷五十九,荒政-救荒本草菜部"	"（明）徐光启纂辑"	"古籍"	"SDIC馆藏图书著作"	"明崇祯十二年（1639）"			"32页"	"G005816"	"农业；野菜；古代；中国"	"本丛书主要介绍：主要介绍了古代的田制、农事、水利、农器园艺、蚕桑、种植、牧养、食品、荒政。"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G005816/"
"112"	"GJ00112"	"S647-092.48"	"农政全书.卷六十,荒政-野菜谱"	"（明）徐光启纂辑"	"古籍"	"SDIC馆藏图书著作"	"明崇祯十二年（1639）"			"29页"	"G005817"	"农业；野菜；古代；中国"	"本丛书主要介绍：主要介绍了古代的田制、农事、水利、农器园艺、蚕桑、种植、牧养、食品、荒政。"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G005817/"
"113"	"GJ00113"	"K892.18-092.49"	"月令辑要.卷首,图说"	"（清）李光地、吴廷桢等"	"古籍"	"SDIC馆藏图书著作"	"清康熙54年（1715）"	"武英殿"		"119页"	"G007635"	"时令；古代；中国"	"本册主要介绍中国古代与时令相关的农业生产生活情况。"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G007635/"
"114"	"GJ00114"	"K892.18-092.49"	"月令辑要.卷二,岁令下"	"（清）李光地、吴廷桢等"	"古籍"	"SDIC馆藏图书著作"	"清康熙54年（1715）"	"武英殿"		"65页"	"G007636"	"时令；古代；中国；物候"	"本册主要介绍中国古代与时令相关的农业生产生活情况。"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G007636/"
"115"	"GJ00115"	"K892.18-092.49"	"月令辑要.卷三,每月令"	"（清）李光地、吴廷桢等"	"古籍"	"SDIC馆藏图书著作"	"清康熙54年（1715）"	"武英殿"		"133页"	"G007637"	"古代；中国"	"本册主要介绍中国古代与时令相关的农业生产生活情况。"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G007637/"
"116"	"GJ00116"	"K892.18-092.49"	"月令辑要.卷五,正月令"	"（清）李光地、吴廷桢等"	"古籍"	"SDIC馆藏图书著作"	"清康熙54年（1715）"	"武英殿"		"127页"	"G007638"	"时令；古代；中国"	"本册主要介绍中国古代与时令相关的农业生产生活情况。"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G007638/"
"117"	"GJ00117"	"K892.18-092.49"	"月令辑要.卷六,二月令"	"（清）李光地、吴廷桢等"	"古籍"	"SDIC馆藏图书著作"	"清康熙54年（1715）"	"武英殿"		"129页"	"G007639"	"时令；古代；中国；物候"	"本册主要介绍中国古代与时令相关的农业生产生活情况。"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G007639/"
"118"	"GJ00118"	"K892.18-092.49"	"月令辑要.卷八,夏令"	"（清）李光地、吴廷桢等"	"古籍"	"SDIC馆藏图书著作"	"清康熙54年（1715）"	"武英殿"		"105页"	"G007640"	"时令；古代；中国；物候"	"本册主要介绍中国古代与时令相关的农业生产生活情况。"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G007640/"
"119"	"GJ00119"	"K892.18-092.49"	"月令辑要.卷十,五月令"	"（清）李光地、吴廷桢等"	"古籍"	"SDIC馆藏图书著作"	"清康熙54年（1715）"	"武英殿"		"113页"	"G007641"	"时令；古代；中国；物候"	"本册主要介绍中国古代与时令相关的农业生产生活情况。"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G007641/"
"120"	"GJ00120"	"K892.18-092.49"	"月令辑要.卷十二,土王令"	"（清）李光地、吴廷桢等"	"古籍"	"SDIC馆藏图书著作"	"清康熙54年（1715）"	"武英殿"		"122页"	"G007642"	"时令；古代；中国；物候"	"本册主要介绍中国古代与时令相关的农业生产生活情况。"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G007642/"
"121"	"GJ00121"	"K892.18-092.49"	"月令辑要.卷十五,八月令"	"（清）李光地、吴廷桢等"	"古籍"	"SDIC馆藏图书著作"	"清康熙54年（1715）"	"武英殿"		"118页"	"G007643"	"时令；古代；中国；物候"	"本册主要介绍中国古代与时令相关的农业生产生活情况。"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G007643/"
"122"	"GJ00122"	"K892.18-092.49"	"月令辑要.卷十七,冬令"	"（清）李光地、吴廷桢等"	"古籍"	"SDIC馆藏图书著作"	"清康熙54年（1715）"	"武英殿"		"145页"	"G007644"	"时令；古代；中国；物候"	"本册主要介绍中国古代与时令相关的农业生产生活情况。"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G007644/"
"123"	"GJ00123"	"K892.18-092.49"	"月令辑要.卷二十,十二月令"	"（清）李光地、吴廷桢等"	"古籍"	"SDIC馆藏图书著作"	"清康熙54年（1715）"	"武英殿"		"105页"	"G007645"	"时令；古代；中国；物候"	"本册主要介绍中国古代与时令相关的农业生产生活情况。"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G007645/"
"124"	"GJ00124"	"K892.18-092.49"	"月令辑要.卷二十二,书夜令上"	"（清）李光地、吴廷桢等"	"古籍"	"SDIC馆藏图书著作"	"清康熙54年（1715）"	"武英殿"		"158页"	"G007646"	"时令；古代；中国；物候"	"本册主要介绍中国古代与时令相关的农业生产生活情况。"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G007646/"
"125"	"GJ00125"	"K92"	"蒙古游牧记:十六卷.卷一"	"（清）张穆撰"	"古籍"	"SDIC馆藏图书著作"	"清同治6年（1867）"	"寿阳祁寯藻"		"4册"	"G032665"	"蒙古；清朝；放牧"	"本书主要介绍了清代蒙古各旗的游牧生活。"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G032665/"
"126"	"GJ00126"	"K92"	"蒙古游牧记:十六卷.卷五"	"（清）张穆撰"	"古籍"	"SDIC馆藏图书著作"	"清同治6年（1867）"	"寿阳祁寯藻"		"4册"	"G032666"	"蒙古；清朝；放牧"	"本书主要介绍了清代蒙古各旗的游牧生活。"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G032666/"
"127"	"GJ00127"	"K92"	"蒙古游牧记:十六卷.卷九"	"（清）张穆撰"	"古籍"	"SDIC馆藏图书著作"	"清同治6年（1867）"	"寿阳祁寯藻"		"4册"	"G032667"	"蒙古；清朝；放牧"	"本书主要介绍了清代蒙古各旗的游牧生活。"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G032667/"
"128"	"GJ00128"	"K92"	"蒙古游牧记:十六卷.卷十三"	"（清）张穆撰"	"古籍"	"SDIC馆藏图书著作"	"清同治6年（1867）"	"寿阳祁寯藻"		"4册"	"G032668"	"蒙古；清朝；放牧"	"本书主要介绍了清代蒙古各旗的游牧生活。"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G032668/"
"129"	"GJ00129"	"P33"	"水经:四十卷.卷一"	"（汉）桑钦 撰"	"古籍"	"SDIC馆藏图书著作"	"清乾隆18年（1753）"	"天都黄晟槐荫草堂"		"16册, 23cm"	"G037360"	"河流；古代；中国；水文"	"历史地理著作。旧题汉·桑钦撰，后经考证，实为三国时著作。内容以河流水道为纲，兼述各地历史变迁及地理概况。后世《水经》注者颇多，以北魏郦道元的《水经注》最为著名。该书对原著作了20倍的补充和发展，记大小水道1252条，并因水记山，因地记事，旁及地势、山陵、城邑、关津以及建置沿革、名胜古迹、风俗人情、神话歌谣等。具有较高的文献价值和文学价值。研究者以清人杨守敬成就突最著，有《水经注疏》，另有《水经注图》（与熊会贞合作）。1955年科学出版社影印出版了杨、熊本，1984年上海人民出版社又据以铅印。另有郑德坤编的《水经注引得》。"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G037360/"
"130"	"GJ00130"	"P33"	"水经:四十卷.卷三"	"（汉）桑钦 撰"	"古籍"	"SDIC馆藏图书著作"	"清乾隆18年（1753）"	"天都黄晟槐荫草堂"		"16册, 23cm"	"G037361"	"河流；古代；中国；水文"	"历史地理著作。旧题汉·桑钦撰，后经考证，实为三国时著作。内容以河流水道为纲，兼述各地历史变迁及地理概况。后世《水经》注者颇多，以北魏郦道元的《水经注》最为著名。该书对原著作了20倍的补充和发展，记大小水道1252条，并因水记山，因地记事，旁及地势、山陵、城邑、关津以及建置沿革、名胜古迹、风俗人情、神话歌谣等。具有较高的文献价值和文学价值。研究者以清人杨守敬成就突最著，有《水经注疏》，另有《水经注图》（与熊会贞合作）。1955年科学出版社影印出版了杨、熊本，1984年上海人民出版社又据以铅印。另有郑德坤编的《水经注引得》。"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G037361/"
"131"	"GJ00131"	"P33"	"水经:四十卷.卷五"	"（汉）桑钦 撰"	"古籍"	"SDIC馆藏图书著作"	"清乾隆18年（1753）"	"天都黄晟槐荫草堂"		"16册, 23cm"	"G037362"	"河流；古代；中国；水文"	"历史地理著作。旧题汉·桑钦撰，后经考证，实为三国时著作。内容以河流水道为纲，兼述各地历史变迁及地理概况。后世《水经》注者颇多，以北魏郦道元的《水经注》最为著名。该书对原著作了20倍的补充和发展，记大小水道1252条，并因水记山，因地记事，旁及地势、山陵、城邑、关津以及建置沿革、名胜古迹、风俗人情、神话歌谣等。具有较高的文献价值和文学价值。研究者以清人杨守敬成就突最著，有《水经注疏》，另有《水经注图》（与熊会贞合作）。1955年科学出版社影印出版了杨、熊本，1984年上海人民出版社又据以铅印。另有郑德坤编的《水经注引得》。"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G037362/"
"132"	"GJ00132"	"P33"	"水经:四十卷.卷七"	"（汉）桑钦 撰"	"古籍"	"SDIC馆藏图书著作"	"清康熙54年（1715）"	"歙县项絪群玉书堂"		"16册, 23cm"	"G037363"	"河流；古代；中国；水文"	"历史地理著作。旧题汉·桑钦撰，后经考证，实为三国时著作。内容以河流水道为纲，兼述各地历史变迁及地理概况。后世《水经》注者颇多，以北魏郦道元的《水经注》最为著名。该书对原著作了20倍的补充和发展，记大小水道1252条，并因水记山，因地记事，旁及地势、山陵、城邑、关津以及建置沿革、名胜古迹、风俗人情、神话歌谣等。具有较高的文献价值和文学价值。研究者以清人杨守敬成就突最著，有《水经注疏》，另有《水经注图》（与熊会贞合作）。1955年科学出版社影印出版了杨、熊本，1984年上海人民出版社又据以铅印。另有郑德坤编的《水经注引得》。"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G037363/"
"133"	"GJ00133"	"P33"	"水经:四十卷.卷九"	"（汉）桑钦 撰"	"古籍"	"SDIC馆藏图书著作"	"清康熙54年（1715）"	"歙县项絪群玉书堂"		"16册, 23cm"	"G037364"	"河流；古代；中国；水文"	"历史地理著作。旧题汉·桑钦撰，后经考证，实为三国时著作。内容以河流水道为纲，兼述各地历史变迁及地理概况。后世《水经》注者颇多，以北魏郦道元的《水经注》最为著名。该书对原著作了20倍的补充和发展，记大小水道1252条，并因水记山，因地记事，旁及地势、山陵、城邑、关津以及建置沿革、名胜古迹、风俗人情、神话歌谣等。具有较高的文献价值和文学价值。研究者以清人杨守敬成就突最著，有《水经注疏》，另有《水经注图》（与熊会贞合作）。1955年科学出版社影印出版了杨、熊本，1984年上海人民出版社又据以铅印。另有郑德坤编的《水经注引得》。"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G037364/"
"134"	"GJ00134"	"P33"	"水经:四十卷.卷十一"	"（汉）桑钦 撰"	"古籍"	"SDIC馆藏图书著作"	"清乾隆18年（1753）"	"天都黄晟槐荫草堂"		"16册, 23cm"	"G037365"	"河流；古代；中国；水文"	"历史地理著作。旧题汉·桑钦撰，后经考证，实为三国时著作。内容以河流水道为纲，兼述各地历史变迁及地理概况。后世《水经》注者颇多，以北魏郦道元的《水经注》最为著名。该书对原著作了20倍的补充和发展，记大小水道1252条，并因水记山，因地记事，旁及地势、山陵、城邑、关津以及建置沿革、名胜古迹、风俗人情、神话歌谣等。具有较高的文献价值和文学价值。研究者以清人杨守敬成就突最著，有《水经注疏》，另有《水经注图》（与熊会贞合作）。1955年科学出版社影印出版了杨、熊本，1984年上海人民出版社又据以铅印。另有郑德坤编的《水经注引得》。"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G037365/"
"135"	"GJ00135"	"P33"	"水经:四十卷.卷十五"	"（汉）桑钦 撰"	"古籍"	"SDIC馆藏图书著作"	"清乾隆18年（1753）"	"天都黄晟槐荫草堂"		"16册, 23cm"	"G037366"	"河流；古代；中国；水文"	"历史地理著作。旧题汉·桑钦撰，后经考证，实为三国时著作。内容以河流水道为纲，兼述各地历史变迁及地理概况。后世《水经》注者颇多，以北魏郦道元的《水经注》最为著名。该书对原著作了20倍的补充和发展，记大小水道1252条，并因水记山，因地记事，旁及地势、山陵、城邑、关津以及建置沿革、名胜古迹、风俗人情、神话歌谣等。具有较高的文献价值和文学价值。研究者以清人杨守敬成就突最著，有《水经注疏》，另有《水经注图》（与熊会贞合作）。1955年科学出版社影印出版了杨、熊本，1984年上海人民出版社又据以铅印。另有郑德坤编的《水经注引得》"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G037366/"
"136"	"GJ00136"	"P33"	"水经:四十卷.卷十七"	"（汉）桑钦 撰"	"古籍"	"SDIC馆藏图书著作"	"清乾隆18年（1753）"	"天都黄晟槐荫草堂"		"16册, 23cm"	"G037367"	"河流；古代；中国；水文"	"历史地理著作。旧题汉·桑钦撰，后经考证，实为三国时著作。内容以河流水道为纲，兼述各地历史变迁及地理概况。后世《水经》注者颇多，以北魏郦道元的《水经注》最为著名。该书对原著作了20倍的补充和发展，记大小水道1252条，并因水记山，因地记事，旁及地势、山陵、城邑、关津以及建置沿革、名胜古迹、风俗人情、神话歌谣等。具有较高的文献价值和文学价值。研究者以清人杨守敬成就突最著，有《水经注疏》，另有《水经注图》（与熊会贞合作）。1955年科学出版社影印出版了杨、熊本，1984年上海人民出版社又据以铅印。另有郑德坤编的《水经注引得》"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G037367/"
"137"	"GJ00137"	"P33"	"水经:四十卷.卷二十一"	"（汉）桑钦 撰"	"古籍"	"SDIC馆藏图书著作"	"清乾隆18年（1753）"	"天都黄晟槐荫草堂"		"16册, 23cm"	"G037368"	"河流；古代；中国；水文"	"历史地理著作。旧题汉·桑钦撰，后经考证，实为三国时著作。内容以河流水道为纲，兼述各地历史变迁及地理概况。后世《水经》注者颇多，以北魏郦道元的《水经注》最为著名。该书对原著作了20倍的补充和发展，记大小水道1252条，并因水记山，因地记事，旁及地势、山陵、城邑、关津以及建置沿革、名胜古迹、风俗人情、神话歌谣等。具有较高的文献价值和文学价值。研究者以清人杨守敬成就突最著，有《水经注疏》，另有《水经注图》（与熊会贞合作）。1955年科学出版社影印出版了杨、熊本，1984年上海人民出版社又据以铅印。另有郑德坤编的《水经注引得》"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G037368/"
"138"	"GJ00138"	"P33"	"水经:四十卷.卷二十三"	"（汉）桑钦 撰"	"古籍"	"SDIC馆藏图书著作"	"清乾隆18年（1753）"	"天都黄晟槐荫草堂"		"16册, 23cm"	"G037369"	"河流；古代；中国；水文"	"历史地理著作。旧题汉·桑钦撰，后经考证，实为三国时著作。内容以河流水道为纲，兼述各地历史变迁及地理概况。后世《水经》注者颇多，以北魏郦道元的《水经注》最为著名。该书对原著作了20倍的补充和发展，记大小水道1252条，并因水记山，因地记事，旁及地势、山陵、城邑、关津以及建置沿革、名胜古迹、风俗人情、神话歌谣等。具有较高的文献价值和文学价值。研究者以清人杨守敬成就突最著，有《水经注疏》，另有《水经注图》（与熊会贞合作）。1955年科学出版社影印出版了杨、熊本，1984年上海人民出版社又据以铅印。另有郑德坤编的《水经注引得》"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G037369/"
"139"	"GJ00139"	"P33"	"水经:四十卷.卷二十五"	"（汉）桑钦 撰"	"古籍"	"SDIC馆藏图书著作"	"清乾隆18年（1753）"	"天都黄晟槐荫草堂"		"16册, 23cm"	"G037370"	"河流；古代；中国；水文"	"历史地理著作。旧题汉·桑钦撰，后经考证，实为三国时著作。内容以河流水道为纲，兼述各地历史变迁及地理概况。后世《水经》注者颇多，以北魏郦道元的《水经注》最为著名。该书对原著作了20倍的补充和发展，记大小水道1252条，并因水记山，因地记事，旁及地势、山陵、城邑、关津以及建置沿革、名胜古迹、风俗人情、神话歌谣等。具有较高的文献价值和文学价值。研究者以清人杨守敬成就突最著，有《水经注疏》，另有《水经注图》（与熊会贞合作）。1955年科学出版社影印出版了杨、熊本，1984年上海人民出版社又据以铅印。另有郑德坤编的《水经注引得》"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G037370/"
