"id"	"天敌"	"中文名"	"形态特征"	"地理分布"	"纲"	"目"	"科"	"主要危害作物"	"生物学特性及发生消长规律"	"相关文献"	"拉丁学名"	"记录号"	"防治方法"	"图片"
"11"	"其天敌有桑蟥聚瘤姬蜂、蓑蛾瘤姬蜂、大腿小蜂、黑点瘤姬蜂、黄瘤姬蜂及小蜂、寄蝇、线虫、细菌和鸟类等。"	"茶蓑蛾"	"雌成虫无翅，足、触角和口器均退化，似蛆形。体乳白色，长12～16毫米。头小，褐色，胸部有显著的黄褐色斑。腹部肥大，体壁薄，可透见卵粒，后胸及第四、五、七腹节有黄色茸毛。雄成虫体长11～15毫米，翅展22～30毫米，体和翅均为深褐色，触角羽状。胸部有2条白色纵纹，胸、腹部密被鳞毛。卵椭圆形，长约0．8毫米，宽约0．6毫米，黄色。幼虫成长时体长16～26毫米，头部黄褐色，有黑色斑纹。胸腹部肉黄色，背面中央较深。腹部各节背面均有4个黑色小突起，列成“八”字形。雌蛹长14～18毫米，纺锤形，深褐色。雄蛹长13～15毫米，深褐色，翅芽可达第三腹节后缘。护囊纺锤形，枯褐色，有许多小枝梗缀于囊外，平行纵列，相当整齐。雌护囊长约30毫米，雄护囊长约25毫米。"	"陕西、山西、北京、河北、河南、山东、安徽、江苏、上海、浙江、江西、福建、台湾、广东、广西、湖南、贵州、四川、云南等地。"	"昆虫纲"	"鳞翅目"	"蓑蛾科"	"梨、苹果、桃、李、杏、樱桃、梅、柑橘、石榴、柿、银杏、荔枝、番石榴、枣、葡萄、栗、枇杷、花椒、茶、山茶等31科100多种植物。"	"茶蓑蛾在浙江、贵州、江苏、安徽和湖南等地每年发生1～2代，江西发生2代，台湾为2～3代。各地多以三|、四龄幼虫(少数以五龄的老熟幼虫)在枝叶上的护囊内越冬。年发生1代的地区，幼虫为害的高峰期为6月下旬至7月上旬，年发生2代的地区为6月下旬至7月上旬和9月中、下旬；年发生3代的地区为4～5月、7～8月和9月下旬至11月上旬。其余的生活习性与大蓑蛾基本相似。"	"夏声广，唐启义主编．柑橘病虫害防治原色生态图谱．北京：中国农业出版社，2006 任伊森等编著．柑橘病虫害防治手册．北京：金盾出版社，2001 任伊森，蔡明段主编．柑橘病虫草害防治彩色图谱．北京：中国农业出版社，2004 陈福如主编．柑橘病虫害诊治图谱．福州：建科学技术出版社，2004"	"Clania minuscule Butler异名 Cryptothelea minuscule Butler"	"op00414"	"参照大蓑蛾。"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/茶蓑蛾.jpg"
"12"		"长白盾蚧"	"雌成虫介壳灰白色，长纺锤形，前端附着1个若虫蜕皮壳，呈褐色卵形小点。雌成虫体长0．6～1．4毫米，宽0.2～0．36毫米，黄色，腹部有明显的8节。雄成虫体长0．48～0.66毫米，翅展1．28～1．6毫米，淡紫色，有1对翅。触角丝状，共9节。翅白色，半透明，足3对，腹部末端有针状交尾器。卵长0．2～0．27毫米，椭圆形，淡紫色。若虫初孵化时，体长0．2～0．31毫米，宽0．1～0．4毫米，椭圆形，淡紫色，腹部末端有尾毛2根。前蛹体长0．63～0．92毫米，宽0．16～0．29毫米，末端有毛2根。蛹体长0．66～0．85毫米，末端交尾器呈针状。"	"分布于浙江、江苏、湖南、湖北、福建、广东、广西和台湾等省(自治区)。"	"昆虫纲"	"同翅目"	"盾蚧科"	"为害苹果、梨、李、梅、柑橘、柿、枇杷、山楂、无花果等。"	"长白蚧在浙江、湖南、江苏和安徽每年发生3代，主要以老熟若虫及前蛹在枝干上越冬。翌年3月中旬成虫羽化，3月下旬至4月上旬(在湖南)及4月上、中旬(在浙江)为羽化盛期。4月下旬为产卵盛期，5月上旬第一代若虫孵化，5月中旬(在湖南)及5月下旬(在浙江)为孵化盛期；7月上、中旬(在湖南)及7月下旬(在浙江)为第二代若虫孵化盛期；8月下旬至9月中旬(在湖南)及9月中旬至10月上旬(在浙江)为第三代若虫孵化盛期。世代重叠现象十分显著。高温低湿不利于长白蚧的生存、发育，最适温度为20～25℃，最适相对湿度为80％以上。已发现的天敌有：长缨恩蚜小蜂、长白蚧长棒蚜小蜂等6种蚜小蜂，长白蚧阔柄跳小蜂等3种跳小蜂和捕食性天敌红点唇瓢虫。在自然情况下，长白蚧寄生率可达13％左右。红点唇瓢虫捕食量较大，在自然情况下能消灭长白蚧为害。"	"夏声广，唐启义主编．柑橘病虫害防治原色生态图谱．北京：中国农业出版社，2006 任伊森等编著．柑橘病虫害防治手册．北京：金盾出版社，2001 任伊森，蔡明段主编．柑橘病虫草害防治彩色图谱．北京：中国农业出版社，2004 陈福如主编．柑橘病虫害诊治图谱．福州：建科学技术出版社，2004"	"Lopholeucaspis japonica  (Cockerell)"	"op00415"	"(1)苗木检疫   新区发展柑橘时，应栽种无虫苗木。发现害虫时，可用药熏蒸。每平方米用甲基溴40毫升，温度在16．5～18．5℃时熏蒸3小时；或每平方米用氰化钠10克，温度在12℃时熏蒸1小时。苗木不带土熏蒸时应进行培土，以保护根部。如苗木已经定植，可在第一、二代若虫孵化时连续喷药，把虫源消灭干净。 (2)保护天敌   在橘园中切忌滥用农药，以保护天敌。如果发现长白蚧有造成为害趋势，而天敌较少，不能控制为害时，也可从天敌发生较多的橘园或茶园中引进。 (3)药剂防治  防治长白蚧的最佳时期是第一、二代若虫孵化率达70％～80％至2龄若虫出现前10天。其药剂种类及浓度参照褐圆蚧的防治方法。"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/长白盾蚧.jpg"
"13"	"天敌有双带巨角跳小蜂。"	"橙红圆蚧"	"雌成虫介壳平，很薄，淡红褐色，第二壳点均在中央相重叠；雄介壳色泽与质地同雌介壳，略长，壳点在近中央。雌介壳直径1．5～1．9毫米，雄介壳长均1毫米。肛门较大，位置有变化，有时靠近国叶梗化棒之端。体长1毫米，宽0．73毫米。"	"分布在长江以南及山西、陕西、山东、台湾等省。国外在欧洲、美洲、非洲、日本及东南亚等均能发现，不少国家列为检疫对象。"	"昆虫纲"	"同翅目"	"盾蚧科"	"为害刺桐、苏铁、蔷薇、葡萄、梨、杏、石榴、柑橘等269种植物"	"在长江流域每年约3～4代，第一代若虫于4月下旬出现，陆续至5月为生殖期，7月与10月分别出现第二、三代若虫，冬季以受精雌虫越冬。天敌有双带巨角跳小蜂。"	"夏声广，唐启义主编．柑橘病虫害防治原色生态图谱．北京：中国农业出版社，2006 任伊森等编著．柑橘病虫害防治手册．北京：金盾出版社，2001 任伊森，蔡明段主编．柑橘病虫草害防治彩色图谱．北京：中国农业出版社，2004 陈福如主编．柑橘病虫害诊治图谱．福州：建科学技术出版社，2004"	"Aonidiella aurantii Maskell"	"op00416"	"参照褐圆蚧。"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/橙红圆蚧.jpg"
"14"	"已发现的天敌有澳洲瓢虫、大红瓢虫、小红瓢虫、红环瓢虫、异色瓢虫、二星瓢虫、六斑红瓢虫、红点唇瓢虫、晋草蛉、丽草蛉、克氏金小蜂、橙额跳小蜂和蚧霉等。其中澳洲瓢虫和大红瓢虫是特效天敌。"	"吹绵蚧"	"雌成虫体橘红色，椭圆形，长5～6毫米，宽3．7～4．2毫米，背面隆起，有很多黑色短毛，背被白色棉状蜡质分泌物。产卵前在腹部后方分泌白色卵囊，囊上有脊状隆起线14～16条。有黑褐色的触角1对，发达的足3对。雄成虫似小蚊，长约3毫米，翅展约8毫米。胸部黑色，腹部橘红色，前翅狭长，灰褐色，后翅退化为匙形。卵长椭圆形，长约0．7毫米，宽约0．3毫米，初产时橙黄色，后变为橘红色。若虫一龄时椭圆形，体红色，眼、触角和足黑色，腹部末端有3对长毛。二龄若虫背面红褐色，上覆淡黄色蜡粉，体表多毛，雄虫明显较雌虫体形长，行动活泼。三龄若虫红褐色，触角已增长到9节，体毛更为发达。蛹长2．5～4．5毫米，橘红色，眼褐色，触角、翅芽和足均为淡褐色，腹末凹陷成叉。茧由白色疏松的蜡丝组成，长椭圆形。"	"国内各柑橘产区均有分布"	"昆虫纲"	"同翅目"	"硕蚧科"	"寄主有柑橘、苹果、梨、葡萄、桃、蔷薇、大豆、樱桃、枇杷、杨梅、龙眼、柿、栗、无花果、石榴、玫瑰、海棠、刺槐、月季、台湾相思、茄子、辣椒等50余科的250多种植物。"	"吹绵蚧在华南、四川东南部和云南南部1年发生3～4代，长江流域、四川西北部和陕西南部1年发生2～3代，华北1年发生2代。年发生3～4代的地区，以成虫、卵和各龄若虫在主干和枝叶上越冬，年发生2～3代的地区主要以若虫和未带卵囊的雌成虫越冬。卵产于卵囊内，初孵若虫在卵囊内停留一段时间后爬出，分散到叶片的主脉两侧固定为害。若虫每次蜕皮后都迁移到一个新的地方为害，二龄后多分散至枝叶、树干和果梗等处。雌若虫经3龄后变为雌成虫，雄若虫第二次蜕皮后潜入树干缝隙和疤痕处成为前蛹，再经蛹变为成虫。吹绵蚧各代发生很不整齐。在浙江第一代卵和若虫的盛发期为5～6月，第二代为8～9月；在四川第一代卵和若虫的盛发期为4月下旬至6月，第二代为7月下旬到9月初，第三代为9～11月。吹绵蚧适宜于温暖高湿的气候条件，尤以25～26℃最适于繁殖。已发现的天敌有澳洲瓢虫、大红瓢虫、小红瓢虫、红环瓢虫、异色瓢虫、二星瓢虫、六斑红瓢虫、红点唇瓢虫、晋草蛉、丽草蛉、克氏金小蜂、橙额跳小蜂和蚧霉等。其中澳洲瓢虫和大红瓢虫是特效天敌。"	"夏声广，唐启义主编．柑橘病虫害防治原色生态图谱．北京：中国农业出版社，2006 任伊森等编著．柑橘病虫害防治手册．北京：金盾出版社，2001 任伊森，蔡明段主编．柑橘病虫草害防治彩色图谱．北京：中国农业出版社，2004 陈福如主编．柑橘病虫害诊治图谱．福州：建科学技术出版社，2004"	"Icerya purchasi(Maskell)"	"op00417"	"吹绵蚧的防治应以生物防治为主，人工防治和药剂防治为辅。 (1)生物防治有吹绵蚧发生的柑橘园，应调查其是否有重要天敌，特别是有否澳洲瓢虫和大红瓢虫存在，如有则应注意保护，否则应及时(最好在4～9月间)从外地引入。引入的瓢虫可以是成虫、幼虫或蛹，集中释放在几株受害较严重的树上。释放后加强保护。 (2)人工防治局部发生时用刷子或稻草等刷除枝干上的越冬成虫和若虫，或剪除有虫枝梢。 (3)药剂防治当无有效天敌，一时又难以引入，可考虑在一龄若虫盛发期用药防治。药剂种类和浓度参见褐圆蚧防治方法。"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/吹绵蚧.jpg"
"15"		"达摩凤蝶"	"成虫体长约32毫米，翅展约92毫米。胸背和腹部两侧有黄色纵线。前翅黑色，外缘镶有月牙斑8个，反面布满黄色大斑。后翅基半部通过中室有1块圆斑，上缘粉蓝色，下部红色。在7室的中部有l块大黑斑，内缘亦为粉蓝色。卵为圆球形，直径约1．6毫米，淡黄色，表面光滑。末龄幼虫体长55毫米，虫体黄绿色，下半部灰白色。前胸有1条，后胸有2条带状横纹。腹部有3条斜纹，黑褐色。蛹绿色或黄褐色，似菱形，长约39毫米。头棘粗短，胸背角突短钝，腹部腹面较平直。"	"国内分布于江西、浙江、福建、台湾、广东、广西、四川、湖北等省(自治区)。"	"昆虫纲"	"鳞翅目"	"凤蝶科"		"达摩凤蝶以蛹越冬，在广西每年发生约4～5代，在华南3～11月田间均可见成虫活动。卵散产于柑橘嫩芽或嫩叶上，l叶产1粒。低龄幼虫咬食嫩叶成小孔，大龄幼虫常将叶片吃光，并可转食老叶。老熟幼虫在枝条上化蛹，蛹尾端固着于枝上，身体上部环系丝带，蛹体与枝条成40°左右倾斜角。"	"夏声广，唐启义主编．柑橘病虫害防治原色生态图谱．北京：中国农业出版社，2006 任伊森等编著．柑橘病虫害防治手册．北京：金盾出版社，2001 任伊森，蔡明段主编．柑橘病虫草害防治彩色图谱．北京：中国农业出版社，2004 陈福如主编．柑橘病虫害诊治图谱．福州：建科学技术出版社，2004"	"Papilio demoleus Linnaeus"	"op00418"	"参照柑橘凤蝶。"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/达摩凤蝶.jpg"
"16"		"大钩翅尺蛾"	"在柑园中，大钩翅尺蛾幼虫常被误为大造桥虫幼虫。其不同之处是，大造桥虫幼虫第二腹节背面有一对锥状的棕黄色较大瘤凸，第八腹节背面同样有一对较小的瘤凸。大钩翅尺蛾幼虫则没有。但大钩翅尺蛾幼虫第2至第7腹节各有一条点状白色横线。胸足3对，第6腹节腹足1对和尾足1对。成虫体深灰褐色，前、后翅均有2条赤褐色波状线从前缘伸向后缘，波状线内侧有赤褐色斑纹与波状线依存，前翅外缘有弧形内凹。雌蛾触角丝状，其腹腔内的卵为绿色，串珠状。"	"目前，发生在广东，2000年被鉴别"	"昆虫纲"	"鳞翅目"	"尺蛾科"	"以幼虫为害柑橘叶片，亦为害荔枝、龙眼叶片"	"该虫在夏、秋季发生较多。"	"夏声广，唐启义主编．柑橘病虫害防治原色生态图谱．北京：中国农业出版社，2006 任伊森等编著．柑橘病虫害防治手册．北京：金盾出版社，2001 任伊森，蔡明段主编．柑橘病虫草害防治彩色图谱．北京：中国农业出版社，2004 陈福如主编．柑橘病虫害诊治图谱．福州：建科学技术出版社，2004"	"Hyposidra talaca Walker"	"op00419"	"参照海南油桐尺蠖。"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/大钩翅尺蛾.jpg"
"17"	"其天敌主要有黄猄蚁、平腹小蜂、长吻蝽寄生蜂及蜘蛛、螳螂等。"	"大绿蝽"	"雌成虫体长19～24毫米，雄虫略小。体长盾形，一般为绿色，也有淡黄、黄褐或棕褐等色泽。头部向前突出，口器针状，平时向腹面弯曲，长度几乎达到腹末。前胸背板前缘两侧成角状突出，甚为显著。卵近似球形，直径约1．5毫米，灰绿色，密布刻点。卵块常由14粒整齐地排列成1～3行。若虫共5龄，初孵时椭圆形，淡黄色，腹部背面两侧各有8个黑点。第二龄红黄色，腹部背面有3个黑点，第三龄增至5个。第四龄胸部绿色，腹部黄色，黑斑消失，第五龄全体绿色。"	"分布于四川、云南、贵州、湖北、湖南、广东、广西、江苏、浙江、江西、福建、台湾等省(自治区)。"	"昆虫纲"	"半翅目"	"蝽科"	"除为害柑橘外，还可为害苹果、梨、栗、龙眼、荔枝、沙果等。"	"长吻蝽在长江流域和华南等地1年发生1代，但台湾可发生2～3代，均以成虫在隐蔽温暖的处所越冬。在福建闽侯，4月间成虫开始活动和产卵，7～8月是若虫盛发期，也是一年中为害最严重的时期。成虫常栖息于果实上或叶间，卵多产于叶面，少数在果面上。初龄若虫群集于叶片或果实上，并不取食。二、三龄若虫常三五成群，集中于果实上吸食，这个时期最容易引起落果。四、五龄若虫和成虫活动力强，常分散为害，也能引起落果，或使果实品质低劣。果面被刺害部位逐渐变黄，、但不呈水渍状，这与吸果夜蛾的为害状有所区别。其天敌主要有黄猄蚁、平腹小蜂、长吻蝽寄生蜂及蜘蛛、螳螂等。"	"夏声广，唐启义主编．柑橘病虫害防治原色生态图谱．北京：中国农业出版社，2006 任伊森等编著．柑橘病虫害防治手册．北京：金盾出版社，2001 任伊森，蔡明段主编．柑橘病虫草害防治彩色图谱．北京：中国农业出版社，2004 陈福如主编．柑橘病虫害诊治图谱．福州：建科学技术出版社，2004"	"Rhynchocoris humeralis(Thunberg)"	"op00420"	"(1)药剂防治。在初龄若虫盛期喷药，药剂可用90％晶体敌百虫或80％敌敌畏乳油800～1 000倍液，2．5％敌杀死乳油或20％杀灭菊酯2 000～3 000倍液。用松碱合剂防治蚧类时可兼治。 (2)人工捕杀。在阴雨天或晴天早晨露水未干前，成、若虫不活泼，多栖息在树冠外围叶片上，可在此时进行捕杀。另外，在5～9月注意摘除叶片上的卵块。但有寄生蜂的卵块应保留。 (3)生物防治。黄猄蚁和平腹小蜂是长吻蝽的重要天敌，加强保护利用对长吻蝽的防治可起到很大的作用。"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/大绿蝽.jpg"
"18"		"大绿象虫"	"成虫体宽5～6毫米，体长雌虫15～18毫米，雄虫13～15毫米。体被金光闪闪的蓝绿色鳞片(部分个体为灰色、珍珠色、褐色或暗铜色)，鳞片表面常附着黄色粉末，鳞片间散布有银灰色毛。触角短而粗，眼突出。前胸背板中间有一宽而深的纵沟。每一鞘翅上各有由10条刻点组成的纵沟纹，刻点前端各有短毛1根。卵椭圆形，长1．6～2．0毫米，宽0．8～0．9毫米，乳白色，后渐变为淡黄色，孵化前为淡灰黑色。幼虫老熟时体长15～18毫米，宽5～7毫米。体乳白色或黄白色，头部褐色，前胸背板淡黄色。蛹长13～16毫米，胸部最宽处7～8毫米，体淡黄色。"	"分布于长江流域以南地区及河南等省。"	"昆虫纲"	"鞘翅目"	"象虫科"	"寄主除柑橘外，还有苹果、梨、桃、李、梅、番石榴、龙眼、荔枝、腰果、椰子、罗汉果、猕猴桃、栗、油茶、茶树、榆、松、杉、柚木、枫、杨、枣树、大豆、绿豆、花生、棉花、芝麻、高粱、小麦、马铃薯、甘薯、向日葵、烟草等。"	"大绿象虫每年发生l代，以成虫及幼虫在土中越冬。在福州成虫于4月中旬开始出土活动，上树为害。6月中、下旬成虫出土达高峰，8月间虫口减少，至10月底田间成虫基本不见。成虫活动性不强，刚出土时常群集活动和取食，有假死习性。出土后10多天后交配产卵，卵散产于叶片上。成虫一生多次产卵，产卵期长达57～98天。卵多在中午孵化，孵化出的幼虫即落地入土营生。幼虫期共5龄，少数6龄，初龄幼虫多在10～15厘米的表土中取食植物须根和腐植质，二、三龄幼虫常互相残杀，高龄幼虫深居于40～60厘米的土中。幼虫老熟后在土中造广椭圆形蛹室及从蛹室通向土表的隧道1条，在蛹室中化蛹。蛹期12～15天，成虫羽化后通过隧道，顶开孔口盖爬出土面。"	"夏声广，唐启义主编．柑橘病虫害防治原色生态图谱．北京：中国农业出版社，2006 任伊森等编著．柑橘病虫害防治手册．北京：金盾出版社，2001 任伊森，蔡明段主编．柑橘病虫草害防治彩色图谱．北京：中国农业出版社，2004 陈福如主编．柑橘病虫害诊治图谱．福州：建科学技术出版社，2004"	"Hypomeces squamosus Herbst"	"op00421"	"参照灰象虫。"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/大绿象虫.jpg"
"19"		"大青蝗"	"成虫雌成虫体长60～81毫米，雄虫45～57毫米，体色青绿带黄，头短而宽，头顶钝圆，无中缝线。触角丝状，24节。前胸背板中隆线较高，板面粗糙，有3条横沟并均割断中隆线。前翅发达透明，翅基部红色。后足胫节红色，沿外缘和内缘各具刺8根和11根，刺的端部黑色。第一跗节较长。卵长椭圆形，长6～7毫米，中间稍弯曲。初时黄白色，数日后变成黄褐色。卵块长圆柱状，长40～80毫米，外粘有一层薄纱状物，卵粒不规则形堆积于卵块的下半部，其上部为产卵后排出的乳白色泡状物覆盖。若蝗(跳蝻)6龄，极少数雌性7龄。各龄体色无明显变化。"	"分布于全国柑橘产区。"	"昆虫纲"	"直翅目"	"斑腿蝗科"	"该虫还为害龙眼、杧果、菠萝、柿等水果和水稻、豆类、毛竹等植物。"	"大青蝗在广东、广西一年发生1代。秋末开始产卵于土中越冬。翌年4月中下旬孵化为跳蝻，6月中旬至7月陆续蜕皮为成虫，成虫取食10多天后，于7月至10月中旬交尾产卵。交尾的高峰期在7月中、下旬至8月。有多次交尾的习性。产卵时选择在沙质较坚实的幼林地，阳光充足的疏林地，或在沙质道路边。"	"夏声广，唐启义主编．柑橘病虫害防治原色生态图谱．北京：中国农业出版社，2006 任伊森等编著．柑橘病虫害防治手册．北京：金盾出版社，2001 任伊森，蔡明段主编．柑橘病虫草害防治彩色图谱．北京：中国农业出版社，2004 陈福如主编．柑橘病虫害诊治图谱．福州：建科学技术出版社，2004"	"Chondracris rosea rosea De Geer"	"op00422"	"该虫在柑橘上为害的数量较少。一般是零星性受害。 (1)人工捕捉，在清晨和晚上成虫不太活动时，可用虫网捕杀。 (2)虫口密度大的园区掌握跳蝻盛发期，喷布90％晶体敌百虫800倍液，或24％万灵水剂1 000倍液，或20％好年冬乳油1 000倍液，或选用除虫菊酯类杀虫剂。"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/大青蝗.jpg"
"20"	"主要有：伞裙追寄蝇、黑点瘤姬蜂、脊腿匙鬃瘤姬蜂、大腿小蜂、南京扁股小蜂、黑青金小蜂、苏芸金杆菌、白僵菌、多角体病毒、多种鸟类及蚂蚁等。"	"大蓑蛾"	"成虫雌雄异态。雌虫蛆形，翅、足、触角、口器和复眼等均退化。体肥大而软，长22～30毫米，淡黄色至乳白色，多茸毛。表皮透明，腹内卵粒可以窥见。雄虫体长15～20毫米，翅展35～44毫米。体黑褐色，有淡色纵纹，触角羽状。前翅红褐色，有4～5个透明斑。后翅黑褐色，略带红褐色。卵椭圆形，长约l毫米，宽约o．8毫米，淡黄色，孵化前为黑色。幼虫初龄幼虫黄色，体长约1．8毫米。三龄后雌雄有明显区别。雌虫老熟时体长32～37毫米。体棕褐色，头部赤褐色，头顶有环状斑。雄虫老熟时体长17～25毫米，头部黄褐色，中央有1个白色“人”字形花纹。雌蛹体长25～30毫米，纺锤形，枣红色，头和胸的附器均消失。雄蛹纺锤形，，体长18～23毫米，赤褐色，第三至第八腹节背板前缘各具一横列刺突。护囊纺锤形，丝质疏松，外被破碎、零乱的枝叶。雌护囊长70～90毫米，雄护囊长50～60毫米。"	"分布于华东、广东、台湾、云南、贵州、四川、湖南、湖北、河南等地。"	"昆虫纲"	"鳞翅目"	"蓑蛾科"	"寄主除柑橘外，还有苹果、龙眼、荔枝、枇杷、葡萄、核桃、椰子、梨、桃、李、杏、梅、柿、茶树、油茶、桑树、枫杨、樟树、油桐、水杉、泡桐、木麻黄、栎、松、桕、杨、柳等植物。"	"大蓑蛾在长江中、下游地区每年发生1代，华南地区每年发生2代，以老熟幼虫在悬挂于枝叶上的护囊内越冬。翌年3月下旬开始化蛹，4月上、中旬为化蛹盛期，4月底至5月初为成虫盛发期。雄蛾羽化后离开护囊，寻找雌蛾与之交尾，夜晚尤其活跃，趋光性强。雌蛾羽化后则不离开护囊，交尾后将卵产在护囊内。幼虫孵化后，立即吐丝造囊。初龄幼虫有群屠习性，后吐丝下垂，随风飘散。幼虫携囊为害叶片、幼芽、嫩梢、茎皮及果实。取食和活动时头、足伸出囊外爬行。第三至第四龄后开始转移到树冠外围的叶片为害，食量大增。常年6～9月为害最烈，10～11月份封囊越冬。年发生2代的地区，部分幼虫在8月中旬以后化蛹、羽化、交尾、产卵，至9月中旬发生第二代幼虫。天敌种类较多，主要有：伞裙追寄蝇、黑点瘤姬蜂、脊腿匙鬃瘤姬蜂、大腿小蜂、南京扁股小蜂、黑青金小蜂、苏芸金杆菌、白僵菌、多角体病毒、多种鸟类及蚂蚁等。"	"夏声广，唐启义主编．柑橘病虫害防治原色生态图谱．北京：中国农业出版社，2006 任伊森等编著．柑橘病虫害防治手册．北京：金盾出版社，2001 任伊森，蔡明段主编．柑橘病虫草害防治彩色图谱．北京：中国农业出版社，2004 陈福如主编．柑橘病虫害诊治图谱．福州：建科学技术出版社，2004"	"Cryptothelea variegata Snellen"	"op00423"	"(1)人工摘除带幼虫的护囊，集中消灭或饲喂鸡鸭。但要注意保护寄生蜂。 (2)成虫发生期用黑光灯、白炽灯和频振式杀虫灯诱杀。 (3)初龄幼虫盛发期喷药防治，有效的药剂有：20％甲氰菊酯乳油或20％的氰戊菊酯乳油或10％氯氰菊酯乳油3 000～4 000倍液、2．5％溴氰菊酯乳油2 000～2 500倍液、80％敌敌畏乳油或90％晶体敌百虫或50％马拉硫磷乳油或50％杀螟松乳油或40％乐果乳油或75％辛硫磷乳油或5％鱼藤精乳油800～1 000倍液、Bt制剂200～300倍液。 此外，用大蓑蛾核型多角体病毒防治，也可获得良好效果。"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/大蓑蛾.jpg"
